sp_key,n_cells_br
W-Msc-419685,145
W-Msc-419686,223
W-Msc-419688,60
W-Msc-419694,246
W-Msc-419695,29
W-Msc-419700,206
W-Msc-419701,248
W-Msc-419703,31
W-Msc-419704,92
W-Msc-419705,215
W-Msc-419708,142
W-Msc-419710,261
W-Msc-419711,18
W-Msc-419714,191
W-Msc-419719,113
W-Msc-419722,183
W-Msc-419723,220
W-Msc-419724,40
W-Msc-419725,197
W-Msc-419735,214
W-Msc-419740,78
W-Msc-419744,220
W-Msc-419745,178
W-Msc-419746,120
W-Msc-419747,195
W-Msc-419749,225
W-Msc-419755,155
W-Msc-419757,168
W-Msc-419758,98
W-Msc-419759,28
W-Msc-419760,218
W-Msc-419762,44
W-Msc-419765,184
W-Msc-419766,187
W-Msc-419767,157
W-Msc-419768,200
W-Msc-419772,41
W-Msc-419774,13
W-Msc-419776,62
W-Msc-419777,82
W-Msc-419778,209
W-Msc-419779,160
W-Msc-419784,248
W-Msc-419785,254
W-Msc-419786,228
W-Msc-419788,25
W-Msc-419791,222
W-Msc-419794,147
W-Msc-419795,230
W-Msc-419797,190
W-Msc-419798,168
W-Msc-419803,251
W-Msc-419804,227
W-Msc-419806,297
W-Msc-419807,137
W-Msc-419808,173
W-Msc-419809,118
W-Msc-419810,289
W-Msc-419813,160
W-Msc-419815,65
W-Msc-419817,18
W-Msc-419821,122
W-Msc-419822,180
W-Msc-419823,50
W-Msc-419824,169
W-Msc-419825,185
W-Msc-419829,225
W-Msc-419833,160
W-Msc-419836,13
W-Msc-419843,259
W-Msc-419844,74
W-Msc-419846,184
W-Msc-419849,88
W-Msc-419851,241
W-Msc-419852,170
W-Msc-419856,96
W-Msc-419857,78
W-Msc-419859,240
W-Msc-419865,76
W-Msc-419872,71
W-Msc-419875,216
W-Msc-419876,97
W-Msc-419879,166
W-Msc-419880,174
W-Msc-419889,211
W-Msc-419896,91
W-Msc-419902,192
W-Msc-419904,10
W-Msc-419909,78
W-Msc-419911,189
W-Msc-419914,23
W-Msc-419915,204
W-Msc-419916,126
W-Msc-419927,196
W-Msc-419932,212
W-Msc-419933,188
W-Msc-419934,104
W-Msc-419936,207
W-Msc-419942,45
W-Msc-419943,19
W-Msc-419959,16
W-Msc-419961,113
W-Msc-419962,85
W-Msc-419968,134
W-Msc-419969,209
W-Msc-419973,92
W-Msc-419976,20
W-Msc-419978,169
W-Msc-419981,161
W-Msc-419986,185
W-Msc-419987,109
W-Msc-419988,34
W-Msc-419990,16
W-Msc-419992,78
W-Msc-419993,106
W-Msc-419996,146
W-Msc-419998,186
W-Msc-420002,27
W-Msc-420004,304
W-Msc-420005,18
W-Msc-420006,38
W-Msc-420007,42
W-Msc-420008,74
W-Msc-420009,21
W-Msc-420010,192
W-Msc-420011,148
W-Msc-420013,184
W-Msc-420016,58
W-Msc-420017,32
W-Msc-420019,83
W-Msc-420024,214
W-Msc-420041,36
W-Msc-420043,11
W-Msc-420044,194
W-Msc-420045,74
W-Msc-420046,13
W-Msc-420047,61
W-Msc-420051,220
W-Msc-420061,38
W-Msc-420065,187
W-Msc-420076,29
W-Msc-420079,116
W-Msc-420082,172
W-Msc-420085,177
W-Msc-420086,194
W-Msc-420087,201
W-Msc-420090,270
W-Msc-420091,29
W-Msc-420101,124
W-Msc-420102,101
W-Msc-420105,208
W-Msc-420107,221
W-Msc-420110,157
W-Msc-420111,134
W-Msc-420113,167
W-Msc-420114,181
W-Msc-420115,178
W-Msc-420117,249
W-Msc-420120,219
W-Msc-420127,193
W-Msc-420128,187
W-Msc-420129,124
W-Msc-420130,197
W-Msc-420132,87
W-Msc-420138,129
W-Msc-420140,198
W-Msc-420144,53
W-Msc-420147,191
W-Msc-420149,197
W-Msc-420152,162
W-Msc-420153,142
W-Msc-420156,149
W-Msc-420157,125
W-Msc-420163,108
W-Msc-420169,139
W-Msc-420186,162
W-Msc-420188,164
W-Msc-420189,202
W-Msc-420196,215
W-Msc-420198,221
W-Msc-420199,229
W-Msc-420200,225
W-Msc-420203,123
W-Msc-420206,234
W-Msc-420208,190
W-Msc-420210,152
W-Msc-420211,124
W-Msc-420216,104
W-Msc-420217,168
W-Msc-420220,204
W-Msc-420222,179
W-Msc-420225,183
W-Msc-420226,237
W-Msc-420227,165
W-Msc-420231,194
W-Msc-420232,160
W-Msc-420234,277
W-Msc-420237,78
W-Msc-420238,163
W-Msc-420241,254
W-Msc-420242,233
W-Msc-420243,228
W-Msc-420244,177
W-Msc-420250,130
W-Msc-420251,202
W-Msc-420255,96
W-Msc-420258,229
W-Msc-420259,232
W-Msc-420260,253
W-Msc-420261,302
W-Msc-420263,165
W-Msc-420265,240
W-Msc-420267,173
W-Msc-420269,203
W-Msc-420272,225
W-Msc-420273,117
W-Msc-420281,129
W-Msc-420285,146
W-Msc-420286,152
W-Msc-420289,236
W-Msc-420291,211
W-Msc-420292,117
W-Msc-420293,194
W-Msc-420296,222
W-Msc-420305,132
W-Msc-420307,229
W-Msc-420309,191
W-Msc-420315,249
W-Msc-420323,150
W-Msc-420324,341
W-Msc-420325,189
W-Msc-420326,214
W-Msc-420329,172
W-Msc-420330,204
W-Msc-420331,197
W-Msc-420332,76
W-Msc-420335,226
W-Msc-420336,231
W-Msc-420339,220
W-Msc-420341,119
W-Msc-420342,222
W-Msc-420343,107
W-Msc-420344,148
W-Msc-420345,231
W-Msc-420348,199
W-Msc-420351,412
W-Msc-420354,203
W-Msc-420355,45
W-Msc-420356,111
W-Msc-420357,52
W-Msc-420358,175
W-Msc-420359,208
W-Msc-420362,302
W-Msc-420364,132
W-Msc-420366,180
W-Msc-420368,166
W-Msc-420373,158
W-Msc-420374,181
W-Msc-420377,207
W-Msc-420380,57
W-Msc-420386,148
W-Msc-420389,251
W-Msc-420391,320
W-Msc-420392,57
W-Msc-420393,40
W-Msc-420395,248
W-Msc-420396,242
W-Msc-420397,242
W-Msc-420398,177
W-Msc-420399,159
W-Msc-420400,187
W-Msc-420401,130
W-Msc-420403,233
W-Msc-420404,157
W-Msc-420406,109
W-Msc-420409,143
W-Msc-420411,188
W-Msc-420414,56
W-Msc-420433,144
W-Msc-420434,50
W-Msc-420435,30
W-Msc-420437,227
W-Msc-420438,338
W-Msc-420443,150
W-Msc-420444,164
W-Msc-420445,184
W-Msc-420446,297
W-Msc-420448,115
W-Msc-420455,25
W-Msc-420457,203
W-Msc-420459,217
W-Msc-420462,154
W-Msc-420463,159
W-Msc-420464,234
W-Msc-420466,133
W-Msc-420469,147
W-Msc-420473,198
W-Msc-420480,66
W-Msc-420481,242
W-Msc-420482,285
W-Msc-420483,53
W-Msc-420487,218
W-Msc-420494,211
W-Msc-420495,129
W-Msc-420497,225
W-Msc-420503,141
W-Msc-420508,322
W-Msc-420509,197
W-Msc-420511,130
W-Msc-420514,302
W-Msc-420516,231
W-Msc-420522,216
W-Msc-420524,119
W-Msc-420526,300
W-Msc-420528,206
W-Msc-420530,85
W-Msc-420531,320
W-Msc-420532,670
W-Msc-420534,823
W-Msc-420536,96
W-Msc-420542,342
W-Msc-420543,128
W-Msc-420545,159
W-Msc-420549,426
W-Msc-420551,369
W-Msc-420552,448
W-Msc-420553,355
W-Msc-420554,113
W-Msc-420556,100
W-Msc-420557,1092
W-Msc-420559,446
W-Msc-420562,152
W-Msc-420563,127
W-Msc-420565,305
W-Msc-420566,128
W-Msc-420571,319
W-Msc-420572,80
W-Msc-420573,130
W-Msc-420577,111
W-Msc-420580,107
W-Msc-420581,128
W-Msc-420583,319
W-Msc-420595,111
W-Msc-420601,10
W-Msc-420602,294
W-Msc-420607,93
W-Msc-420608,217
W-Msc-420610,322
W-Msc-420616,199
W-Msc-420619,249
W-Msc-420620,207
W-Msc-420625,267
W-Msc-420630,109
W-Msc-420631,204
W-Msc-420632,107
W-Msc-420637,69
W-Msc-420644,115
W-Msc-420648,336
W-Msc-420653,271
W-Msc-420654,145
W-Msc-420658,43
W-Msc-420660,358
W-Msc-420662,234
W-Msc-420665,340
W-Msc-420679,78
W-Msc-420681,113
W-Msc-420682,134
W-Msc-420690,913
W-Msc-420692,89
W-Msc-420694,705
W-Msc-420695,113
W-Msc-420696,328
W-Msc-420698,127
W-Msc-420699,397
W-Msc-420702,207
W-Msc-420704,721
W-Msc-420705,451
W-Msc-420706,89
W-Msc-420707,336
W-Msc-420712,320
W-Msc-420713,358
W-Msc-420715,256
W-Msc-420717,267
W-Msc-420720,199
W-Msc-420721,288
W-Msc-420724,349
W-Msc-420725,166
W-Msc-420727,265
W-Msc-420728,368
W-Msc-420729,259
W-Msc-420730,284
W-Msc-420731,231
W-Msc-420733,207
W-Msc-420734,102
W-Msc-420735,361
W-Msc-420737,146
W-Msc-420738,396
W-Msc-420739,220
W-Msc-420740,384
W-Msc-420741,171
W-Msc-420742,329
W-Msc-420744,155
W-Msc-420745,136
W-Msc-420747,233
W-Msc-420748,181
W-Msc-420749,79
W-Msc-420750,355
W-Msc-420751,371
W-Msc-420752,1094
W-Msc-420755,258
W-Msc-420756,307
W-Msc-420761,195
W-Msc-420762,210
W-Msc-420767,146
W-Msc-420768,172
W-Msc-420772,223
W-Msc-420774,131
W-Msc-420775,143
W-Msc-420776,306
W-Msc-420777,11
W-Msc-420779,227
W-Msc-420781,58
W-Msc-420782,202
W-Msc-420785,227
W-Msc-420786,168
W-Msc-420787,74
W-Msc-420788,206
W-Msc-420791,179
W-Msc-420792,374
W-Msc-420793,359
W-Msc-420799,191
W-Msc-420800,51
W-Msc-420801,106
W-Msc-420802,132
W-Msc-420804,162
W-Msc-420805,935
W-Msc-420806,77
W-Msc-420807,97
W-Msc-420808,301
W-Msc-420810,280
W-Msc-420813,223
W-Msc-420814,236
W-Msc-420815,121
W-Msc-420817,208
W-Msc-420819,97
W-Msc-420825,63
W-Msc-420829,76
W-Msc-420830,303
W-Msc-420833,175
W-Msc-420835,189
W-Msc-420836,191
W-Msc-420837,138
W-Msc-420841,211
W-Msc-420842,137
W-Msc-420843,390
W-Msc-420844,201
W-Msc-420847,214
W-Msc-420849,209
W-Msc-420850,233
W-Msc-420851,322
W-Msc-420853,147
W-Msc-420854,172
W-Msc-420864,85
W-Msc-420865,155
W-Msc-420867,187
W-Msc-420869,119
W-Msc-420870,188
W-Msc-420871,20
W-Msc-420872,64
W-Msc-420873,58
W-Msc-420876,758
W-Msc-420877,20
W-Msc-420888,192
W-Msc-420889,88
W-Msc-420892,41
W-Msc-420893,98
W-Msc-420895,249
W-Msc-420898,208
W-Msc-420900,197
W-Msc-420901,215
W-Msc-420902,79
W-Msc-420903,83
W-Msc-420904,81
W-Msc-420906,103
W-Msc-420907,45
W-Msc-420909,49
W-Msc-420914,271
W-Msc-420915,276
W-Msc-420916,206
W-Msc-420917,227
W-Msc-420918,201
W-Msc-420919,186
W-Msc-420926,90
W-Msc-420932,206
W-Msc-420933,195
W-Msc-420937,215
W-Msc-420938,193
W-Msc-420939,241
W-Msc-420942,221
W-Msc-420943,217
W-Msc-420945,213
W-Msc-420946,95
W-Msc-420947,121
W-Msc-420948,268
W-Msc-420949,256
W-Msc-420952,283
W-Msc-420955,220
W-Msc-420957,284
W-Msc-420966,84
W-Msc-420967,103
W-Msc-420968,193
W-Msc-420969,73
W-Msc-420970,184
W-Msc-420972,278
W-Msc-420973,81
W-Msc-420976,100
W-Msc-420977,142
W-Msc-420978,179
W-Msc-420979,219
W-Msc-420980,210
W-Msc-420982,188
W-Msc-420983,130
W-Msc-420984,226
W-Msc-420987,136
W-Msc-420991,209
W-Msc-420999,125
W-Msc-421000,168
W-Msc-421001,226
W-Msc-421002,355
W-Msc-421003,208
W-Msc-421004,124
W-Msc-421007,269
W-Msc-421008,141
W-Msc-421010,202
W-Msc-421012,325
W-Msc-422678,160
W-Msc-423165,1211
W-Msc-423498,675
W-Msc-423834,75
W-Msc-426359,1
W-Msc-426366,3
W-Msc-426424,23
W-Msc-426441,31
W-Msc-426444,85
W-Msc-426496,1
W-Msc-428244,1
W-Msc-428255,23
W-Msc-430319,76
W-Msc-430397,130
W-Msc-430414,247
W-Msc-430416,237
W-Msc-430422,228
W-Msc-432297,130
W-Msc-432640,47
W-Msc-433422,18
W-Msc-433471,302
W-Msc-433540,13
W-Msc-433841,48
W-Msc-433878,2
W-Msc-433946,480
W-Msc-434288,31
W-Msc-434418,173
W-Msc-434903,148
W-Msc-437365,1
W-Msc-437429,13
W-Msc-445325,13
W-Msc-445357,38
W-Msc-445374,98
W-Msc-445651,116
W-Msc-448146,1
W-Msc-448160,1
W-Msc-449683,13
W-Msc-449948,107
W-Msc-449949,223
W-Msc-449953,22
W-Msc-449966,45
W-Msc-449970,277
W-Msc-449971,756
W-Msc-449972,92
W-Msc-449976,78
W-Msc-449977,343
W-Msc-449978,284
W-Msc-449983,307
W-Msc-449994,290
W-Msc-450001,41
W-Msc-450002,95
W-Msc-450005,334
W-Msc-450012,95
W-Msc-451657,1
W-Msc-456582,308
W-Msc-456584,330
W-Msc-456588,261
W-Msc-456593,69
W-Msc-456602,275
W-Msc-456632,41
W-Msc-456685,23
W-Msc-456885,128
W-Msc-457736,3
W-Msc-458324,381
W-Msc-459085,1
W-Msc-464091,1
W-Msc-464122,19
W-Msc-464137,152
W-Msc-464161,1
W-Msc-464200,522
W-Msc-464250,330
W-Msc-464261,347
W-Msc-464366,148
W-Msc-464497,1
W-Msc-464505,200
W-Msc-467467,1468
W-Msc-473101,1
W-Msc-473108,5
W-Msc-473111,1
W-Msc-473118,1
W-Msc-473486,9
W-Msc-476496,705
W-Msc-476516,216
W-Msc-476594,111
W-Msc-490729,65
W-Msc-491054,23
W-Msc-491148,21
W-Msc-491269,1095
W-Msc-493932,211
W-Msc-494440,1
W-Msc-504259,186
W-Msc-504357,48
W-Msc-504386,340
W-Msc-504494,4
W-Msc-504500,92
W-Msc-504512,373
W-Msc-504514,6
W-Msc-504529,272
W-Msc-504630,300
W-Msc-504729,166
W-Msc-504757,11
W-Msc-504764,212
W-Msc-504778,1
W-Msc-504908,174
W-Msc-505251,212
W-Msc-505401,252
W-Msc-505431,1
W-Msc-505459,179
W-Msc-505492,4
W-Msc-505495,191
W-Msc-505524,1086
W-Msc-505542,211
W-Msc-505545,175
W-Msc-505717,147
W-Msc-505724,73
W-Msc-505765,124
W-Msc-505775,45
W-Msc-505780,121
W-Msc-505903,138
W-Msc-505932,104
W-Msc-505934,106
W-Msc-505943,13
W-Msc-505946,317
W-Msc-505965,41
W-Msc-505968,52
W-Msc-505969,158
W-Msc-505970,33
W-Msc-505982,123
W-Msc-506000,23
W-Msc-506004,378
W-Msc-506010,1459
W-Msc-506028,110
W-Msc-506104,607
W-Msc-506105,133
W-Msc-506124,238
W-Msc-506176,9
W-Msc-506181,241
W-Msc-506194,1393
W-Msc-506195,246
W-Msc-506568,337
W-Msc-506699,100
W-Msc-506716,104
W-Msc-506718,1
W-Msc-506729,151
W-Msc-506739,64
W-Msc-506763,294
W-Msc-506774,192
W-Msc-506784,102
W-Msc-506817,314
W-Msc-506822,699
W-Msc-506826,240
W-Msc-506909,193
W-Msc-506939,51
W-Msc-506959,281
W-Msc-507009,70
W-Msc-507013,138
W-Msc-507031,32
W-Msc-507034,475
W-Msc-507043,453
W-Msc-507052,135
W-Msc-507054,70
W-Msc-507064,1
W-Msc-507084,13
W-Msc-507128,159
W-Msc-507139,225
W-Msc-507164,1
W-Msc-507316,192
W-Msc-507361,38
W-Msc-507441,30
W-Msc-507469,156
W-Msc-507527,236
W-Msc-507589,43
W-Msc-507668,14
W-Msc-507686,208
W-Msc-507737,226
W-Msc-507786,374
W-Msc-507789,186
W-Msc-507829,1
W-Msc-507843,1
W-Msc-509649,125
W-Msc-510429,10
W-Msc-510448,21
W-Msc-511364,127
W-Msc-511703,114
W-Msc-511782,7
W-Msc-511956,533
W-Msc-515781,226
W-Msc-517285,157
W-Msc-519470,1
W-Msc-519471,202
W-Msc-519472,191
W-Msc-523706,157
W-Msc-523885,192
W-Msc-527149,167
W-Msc-527522,1
W-Msc-527749,234
W-Msc-527780,45
W-Msc-527793,17
W-Msc-527858,300
W-Msc-527885,20
W-Msc-528078,23
W-Msc-528084,26
W-Msc-528088,31
W-Msc-528089,236
W-Msc-528731,422
W-Msc-530884,17
W-Msc-531173,7
W-Msc-531258,274
W-Msc-531551,184
W-Msc-531851,173
W-Msc-532258,120
W-Msc-532268,317
W-Msc-532293,204
W-Msc-532317,66
W-Msc-532373,27
W-Msc-532410,6
W-Msc-532441,18
W-Msc-532447,90
W-Msc-532448,73
W-Msc-532643,202
W-Msc-532668,90
W-Msc-532765,384
W-Msc-532767,186
W-Msc-532805,34
W-Msc-532838,106
W-Msc-532994,5
W-Msc-533040,354
W-Msc-533162,15
W-Msc-533235,74
W-Msc-533382,22
W-Msc-533399,225
W-Msc-533466,109
W-Msc-533513,103
W-Msc-533593,11
W-Msc-533866,16
W-Msc-534071,43
W-Msc-534076,198
W-Msc-534126,349
W-Msc-534185,347
W-Msc-534187,110
W-Msc-534190,138
W-Msc-534194,99
W-Msc-534197,541
W-Msc-534375,368
W-Msc-534728,1
W-Msc-536543,2
W-Msc-536574,22
W-Msc-536684,255
W-Msc-536817,554
W-Msc-536893,337
W-Msc-536895,22
W-Msc-537016,1
W-Msc-537017,21
W-Msc-540329,287
W-Msc-542155,152
W-Msc-544977,381
W-Msc-545006,251
W-Msc-545018,390
W-Msc-545037,373
W-Msc-545044,344
W-Msc-545059,319
W-Msc-545994,122
W-Msc-546014,213
W-Msc-548245,195
W-Msc-550021,5
W-Msc-550046,11
W-Msc-555171,150
W-Msc-557157,269
W-Msc-558499,1
W-Msc-558787,18
W-Msc-558803,13
W-Msc-558810,156
W-Msc-559424,1
W-Msc-562476,105
W-Msc-564284,58
W-Msc-564515,13
W-Msc-564730,160
W-Msc-565363,169
W-Msc-565364,140
W-Msc-567602,1
W-Msc-572177,137
W-Msc-575248,89
W-Msc-575295,98
W-Msc-577188,1
W-Msc-578323,120
W-Msc-580412,435
W-Msc-580654,163
W-Msc-581058,43
W-Msc-581063,232
W-Msc-581082,17
W-Msc-581391,311
W-Msc-581396,135
W-Msc-581401,165
W-Msc-581408,248
W-Msc-581807,162
W-Msc-581816,137
W-Msc-581835,147
W-Msc-581837,308
W-Msc-582749,46
W-Msc-582750,137
W-Msc-582757,219
W-Msc-582759,263
W-Msc-582760,249
W-Msc-582761,453
W-Msc-582784,347
W-Msc-585869,22
W-Msc-590537,18
W-Msc-590546,1
W-Msc-590802,1
W-Msc-592749,28
W-Msc-593614,9
W-Msc-594215,8
W-Msc-596160,223
W-Msc-596338,2
W-Msc-596436,1
W-Msc-598655,13
W-Msc-599288,1
W-Msc-599301,28
W-Msc-599362,21
W-Msc-599461,3
W-Msc-600671,3
W-Msc-689282,1
W-Msc-707486,1
W-Msc-707659,1
W-Msc-709499,52
W-Msc-714811,1
W-Msc-714919,318
W-Msc-716495,3
W-Msc-718659,303
W-Msc-719754,162
W-Msc-723551,105
W-Msc-723811,230
W-Msc-737532,1
W-Msc-738146,112
W-Msc-738177,73
W-Msc-739670,202
W-Msc-743637,179
W-Msc-744601,47
W-Msc-751422,122
W-Msc-751877,229
W-Msc-754470,10
W-Msc-756933,38
W-Msc-758426,434
W-Msc-766475,630
W-Msc-848043,51
W-Msc-848051,238
W-Msc-848059,152
W-Msc-848067,156
W-Msc-848071,44
W-Msc-848074,23
W-Msc-848079,196
W-Msc-848089,47
W-Msc-848093,184
W-Msc-848095,114
W-Msc-848098,72
W-Msc-848100,213
W-Msc-848154,27
W-Msc-848155,49
W-Msc-868543,272
W-Msc-879785,2054
W-Msc-882941,66
W-Msc-933783,243
W-Nem-122637,260
W-Nem-146917,108
W-Nem-147240,113
W-Oct-125342,93
W-Oct-125371,259
W-Oct-125375,104
W-Oct-125397,363
W-Oct-125418,969
W-Oct-128506,1349
W-Oct-128512,889
W-Oct-128515,263
W-Oct-128517,942
W-Oct-128528,134
W-Oct-128529,1
W-Oct-128537,429
W-Oct-128539,342
W-Oct-146941,293
W-Oct-156101,1873
W-Oct-156103,1506
W-Oct-158286,302
W-Oct-158288,327
W-Oct-173577,52
W-Oct-177735,176
W-Oct-177746,325
W-Oct-177815,230
W-Oct-177819,239
W-Oct-177840,216
W-Oct-210725,1
W-Oct-283234,211
W-Oct-283235,230
W-Oct-283242,216
W-Oct-283249,211
W-Oct-283250,183
W-Oct-283254,96
W-Oct-283257,166
W-Oct-283262,128
W-Oct-283263,174
W-Oct-286219,356
W-Oct-286234,325
W-Oct-286250,301
W-Oct-286285,339
W-Oct-286340,151
W-Oct-286342,163
W-Oct-286346,334
W-Oct-286401,223
W-Oct-286413,260
W-Oct-286416,382
W-Oct-286433,205
W-Oct-286434,168
W-Oct-286440,107
W-Oct-286445,208
W-Oct-286447,164
W-Oct-286471,221
W-Oct-286581,157
W-Oct-286695,159
W-Oct-286712,342
W-Oct-287516,213
W-Oct-287517,317
W-Oct-287518,345
W-Oct-287522,305
W-Oct-287554,177
W-Oct-287556,129
W-Oct-287559,231
W-Oct-287562,139
W-Oct-287567,324
W-Oct-287569,118
W-Oct-287570,120
W-Oct-288872,325
W-Oct-289357,178
W-Oct-289534,278
W-Oct-289919,209
W-Oct-289935,45
W-Oct-290029,170
W-Oct-290045,121
W-Oct-290166,196
W-Oct-290178,373
W-Oct-290323,308
W-Oct-290417,366
W-Oct-290487,340
W-Oct-290797,170
W-Oct-290802,39
W-Oct-290812,212
W-Oct-290815,211
W-Oct-290819,209
W-Oct-290880,211
W-Oct-290881,365
W-Oct-290882,211
W-Oct-290922,124
W-Oct-290925,212
W-Oct-290947,356
W-Oct-290962,262
W-Oct-290997,200
W-Oct-291028,203
W-Oct-291116,146
W-Oct-291129,218
W-Oct-291226,352
W-Oct-378316,89
W-Oct-395098,672
W-Oct-418843,252
W-Oct-418857,217
W-Oct-418859,206
W-Oct-724231,157
W-Oli-137493,100
W-Oli-475801,323
W-Oli-475824,125
W-Oli-476075,112
W-Oph-124814,397
W-Oph-124833,215
W-Oph-124854,1114
W-Oph-124860,147
W-Oph-124887,146
W-Oph-124900,444
W-Oph-124918,441
W-Oph-124925,319
W-Oph-124933,144
W-Oph-124951,1964
W-Oph-124956,50
W-Oph-124969,1470
W-Oph-124973,35
W-Oph-124978,560
W-Oph-125001,110
W-Oph-125033,248
W-Oph-125040,304
W-Oph-125057,374
W-Oph-125064,2066
W-Oph-125092,260
W-Oph-125093,235
W-Oph-125100,429
W-Oph-125108,283
W-Oph-125122,385
W-Oph-125125,1325
W-Oph-125147,356
W-Oph-149906,200
W-Oph-158073,369
W-Oph-183312,174
W-Oph-212321,48
W-Oph-212334,1
W-Oph-212378,1
W-Oph-212436,21
W-Oph-213097,55
W-Oph-213218,22
W-Oph-213420,343
W-Oph-214615,146
W-Oph-221142,311
W-Oph-238164,303
W-Oph-238166,266
W-Oph-242640,152
W-Oph-242666,158
W-Oph-242670,136
W-Oph-242671,205
W-Oph-242674,226
W-Oph-242681,246
W-Oph-242685,141
W-Oph-242707,34
W-Oph-242716,221
W-Oph-242738,34
W-Oph-242740,797
W-Oph-242765,102
W-Oph-242799,64
W-Oph-242801,200
W-Oph-242878,916
W-Oph-242906,489
W-Oph-242935,87
W-Oph-243214,250
W-Oph-243270,54
W-Oph-243327,425
W-Oph-243405,169
W-Oph-243423,11
W-Oph-243432,110
W-Oph-243434,129
W-Oph-243441,39
W-Oph-243464,258
W-Oph-243468,52
W-Oph-243558,109
W-Oph-243571,6
W-Oph-243573,123
W-Oph-243584,84
W-Oph-243590,28
W-Oph-243603,39
W-Oph-243630,222
W-Oph-243631,115
W-Oph-243632,184
W-Oph-243636,75
W-Oph-243641,179
W-Oph-243645,136
W-Oph-243646,208
W-Oph-243647,14
W-Oph-243688,68
W-Oph-243691,228
W-Oph-243695,123
W-Oph-243863,193
W-Oph-243865,203
W-Oph-243870,117
W-Oph-243877,23
W-Oph-243886,50
W-Oph-243892,73
W-Oph-243895,157
W-Oph-243898,122
W-Oph-243913,188
W-Oph-243915,548
W-Oph-243916,201
W-Oph-243925,77
W-Oph-243928,3
W-Oph-243933,86
W-Oph-243934,201
W-Oph-243963,12
W-Oph-243980,134
W-Oph-244010,107
W-Oph-244020,178
W-Oph-244021,57
W-Oph-244022,161
W-Oph-244043,150
W-Oph-244070,240
W-Oph-244072,119
W-Oph-244106,74
W-Oph-244115,152
W-Oph-244220,98
W-Oph-244255,227
W-Oph-244256,70
W-Oph-244266,141
W-Oph-244279,394
W-Oph-244282,228
W-Oph-244285,15
W-Oph-244326,91
W-Oph-244343,48
W-Oph-244359,79
W-Oph-244362,51
W-Oph-244889,286
W-Oph-245708,138
W-Oph-245866,240
W-Oph-382690,162
W-Oph-405791,160
W-Oph-422458,225
W-Ost-127716,550
W-Ost-127794,359
W-Ost-128398,254
W-Ost-421167,193
W-Ost-421268,110
W-Ost-421400,1
W-Ost-451202,209
W-Pho-128548,328
W-Pho-128549,730
W-Pho-128550,90
W-Pho-128552,362
W-Pho-128555,82
W-Pol-129116,43
W-Pol-129734,250
W-Pol-129739,174
W-Pol-129778,1463
W-Pol-129784,4061
W-Pol-129789,328
W-Pol-129804,248
W-Pol-129805,1451
W-Pol-129808,448
W-Pol-129810,428
W-Pol-129821,174
W-Pol-129827,246
W-Pol-129829,541
W-Pol-129831,239
W-Pol-129835,193
W-Pol-129846,321
W-Pol-129854,1180
W-Pol-129856,45
W-Pol-129866,114
W-Pol-129876,2510
W-Pol-129881,433
W-Pol-129884,497
W-Pol-129898,3634
W-Pol-129914,995
W-Pol-129920,54
W-Pol-129922,428
W-Pol-129924,111
W-Pol-129925,188
W-Pol-129927,335
W-Pol-129938,650
W-Pol-129955,1912
W-Pol-129959,598
W-Pol-129981,155
W-Pol-129986,263
W-Pol-130041,1120
W-Pol-130049,187
W-Pol-130053,478
W-Pol-130058,1019
W-Pol-130060,133
W-Pol-130067,381
W-Pol-130069,315
W-Pol-130071,477
W-Pol-130075,302
W-Pol-130083,101
W-Pol-130099,2099
W-Pol-130100,153
W-Pol-130113,664
W-Pol-130116,24
W-Pol-130118,636
W-Pol-130126,519
W-Pol-130128,1485
W-Pol-130130,93
W-Pol-130136,364
W-Pol-130140,897
W-Pol-130158,17
W-Pol-130206,128
W-Pol-130228,303
W-Pol-130235,348
W-Pol-130240,374
W-Pol-130242,796
W-Pol-130246,517
W-Pol-130248,2056
W-Pol-130251,193
W-Pol-130261,731
W-Pol-130263,682
W-Pol-130265,225
W-Pol-130279,471
W-Pol-130303,476
W-Pol-130305,3218
W-Pol-130324,1797
W-Pol-130327,138
W-Pol-130330,137
W-Pol-130344,2089
W-Pol-130346,295
W-Pol-130348,323
W-Pol-130362,1238
W-Pol-130365,1058
W-Pol-130376,1
W-Pol-130401,311
W-Pol-130404,1005
W-Pol-130407,1589
W-Pol-130408,44
W-Pol-130417,468
W-Pol-130451,224
W-Pol-130460,397
W-Pol-130464,430
W-Pol-130467,919
W-Pol-130477,357
W-Pol-130500,1485
W-Pol-130503,1702
W-Pol-130510,395
W-Pol-130515,187
W-Pol-130544,818
W-Pol-130545,478
W-Pol-130576,399
W-Pol-130578,406
W-Pol-130603,2900
W-Pol-130639,822
W-Pol-130644,745
W-Pol-130647,137
W-Pol-130649,219
W-Pol-130653,263
W-Pol-130673,1214
W-Pol-130677,1093
W-Pol-130686,248
W-Pol-130695,649
W-Pol-130701,1
W-Pol-130703,411
W-Pol-130704,152
W-Pol-130707,967
W-Pol-130711,450
W-Pol-130735,421
W-Pol-130749,136
W-Pol-130799,16
W-Pol-130860,229
W-Pol-130869,195
W-Pol-130871,524
W-Pol-130888,307
W-Pol-130891,640
W-Pol-130921,98
W-Pol-130932,1170
W-Pol-130977,134
W-Pol-130980,1845
W-Pol-130984,54
W-Pol-130987,86
