sp_key,n_cells_br
Fis-52885,1608
Fis-52893,1556
Fis-52894,1571
Fis-52896,2069
Fis-52904,1197
Fis-52926,31
Fis-52935,4
Fis-52940,1906
Fis-53012,1
Fis-53159,503
Fis-53166,44
Fis-53173,82
Fis-53240,104
Fis-53257,462
Fis-53258,45
Fis-53265,38
Fis-53273,28
Fis-53280,33
Fis-53281,1007
Fis-53289,45
Fis-53290,29
Fis-53294,77
Fis-53340,47
Fis-53351,36
Fis-53360,36
Fis-53362,44
Fis-53380,11
Fis-53388,54
Fis-53389,2446
Fis-53392,1905
Fis-53393,2018
Fis-53394,424
Fis-53396,1789
Fis-53397,1725
Fis-53412,10
Fis-53416,87
Fis-53495,817
Fis-53533,129
Fis-53536,270
Fis-53542,121
Fis-53596,27
Fis-53631,2223
Fis-53649,321
Fis-53660,1303
Fis-53722,1
Fis-53726,493
Fis-53728,1604
Fis-53729,1640
Fis-53731,68
Fis-53810,1
Fis-53858,377
Fis-53861,58
Fis-53880,1
Fis-53882,1
Fis-53989,79
Fis-54023,58
Fis-54028,56
Fis-54073,1
Fis-54081,189
Fis-54133,81
Fis-54137,49
Fis-54211,118
Fis-54212,232
Fis-54219,1
Fis-54220,43
Fis-54268,1
Fis-54287,34
Fis-54341,105
Fis-54342,63
Fis-54370,709
Fis-54371,71
Fis-54372,46
Fis-54377,61
Fis-54378,44
Fis-54380,24
Fis-54381,62
Fis-54382,52
Fis-54392,29
Fis-54399,29
Fis-54403,46
Fis-54405,16
Fis-54414,55
Fis-54422,107
Fis-54423,95
Fis-54426,146
Fis-54427,32
Fis-54429,196
Fis-54435,95
Fis-54444,1
Fis-54445,85
Fis-54446,70
Fis-54451,80
Fis-54459,77
Fis-54470,51
Fis-54485,18
Fis-54506,75
Fis-54507,60
Fis-54508,102
Fis-54529,51
Fis-54537,578
Fis-54545,71
Fis-54551,710
Fis-54560,50
Fis-54609,41
Fis-54612,12
Fis-54614,64
Fis-54625,23
Fis-54627,36
Fis-54628,616
Fis-54643,45
Fis-54663,13
Fis-54677,49
Fis-54683,1
Fis-54696,47
Fis-54701,91
Fis-54705,69
Fis-54780,75
Fis-54783,188
Fis-54784,56
Fis-54878,32
Fis-54879,815
Fis-54882,42
Fis-54895,621
Fis-54896,714
Fis-54898,122
Fis-54900,128
Fis-54902,593
Fis-54907,787
Fis-54909,644
Fis-54976,9
Fis-55013,162
Fis-55015,1
Fis-55089,41
Fis-55090,907
Fis-55104,55
Fis-55114,31
Fis-55409,817
Fis-55519,490
Fis-5571,755
Fis-55717,558
Fis-55752,32
Fis-55811,354
Fis-55887,229
Fis-55910,13
Fis-55937,10
Fis-55981,187
Fis-56163,1015
Fis-56185,287
Fis-56411,450
Fis-56424,451
Fis-56463,638
Fis-56464,244
Fis-56596,33
Fis-56601,1
Fis-56747,66
Fis-56808,662
Fis-56826,29
Fis-56840,573
Fis-56844,162
Fis-56848,25
Fis-57179,567
Fis-57210,77
Fis-57414,387
Fis-57417,124
Fis-57502,285
Fis-57503,564
Fis-57505,221
Fis-57507,393
Fis-57512,101
Fis-57528,564
Fis-57529,2039
Fis-57562,89
Fis-57568,813
Fis-57570,303
Fis-57574,1942
Fis-57660,544
Fis-57663,1268
Fis-58104,2
Fis-58143,1
Fis-58162,1019
Fis-58175,72
Fis-58234,1
Fis-58246,5
Fis-58268,1
Fis-58269,1
Fis-58277,21
Fis-58405,825
Fis-58485,3340
Fis-58490,103
Fis-58515,969
Fis-58570,150
Fis-586,348
Fis-58684,160
Fis-58742,249
Fis-58799,1
Fis-58809,1
Fis-58997,83
Fis-60119,18
Fis-61204,507
Fis-61280,175
Fis-61493,474
Fis-61628,1115
Fis-61706,15
Fis-61800,143
Fis-61805,15
Fis-61896,9
Fis-62292,221
Fis-62376,455
Fis-62379,250
Fis-62410,508
Fis-62420,47
Fis-62423,497
Fis-62428,872
Fis-62433,14
Fis-62488,466
Fis-62555,22
Fis-62593,1
Fis-62843,274
Fis-62883,59
Fis-62912,1
Fis-62925,55
Fis-62940,1501
Fis-62944,140
Fis-62945,123
Fis-63043,23
Fis-63045,55
Fis-63099,1
Fis-63101,76
Fis-63107,35
Fis-63149,2
Fis-6315,61
Fis-6322,34
Fis-63232,99
Fis-63250,128
Fis-63252,101
Fis-63258,128
Fis-63259,281
Fis-63267,162
Fis-63270,71
Fis-63533,95
Fis-63587,212
Fis-63650,246
Fis-63724,151
Fis-63912,747
Fis-64132,176
Fis-64133,20
Fis-64153,309
Fis-64211,759
Fis-64212,2634
Fis-64476,872
Fis-64506,357
Fis-64523,414
Fis-64559,127
Fis-64560,422
Fis-64564,217
Fis-64565,121
Fis-64566,30
Fis-64567,337
Fis-64694,40
Fis-64696,139
Fis-64697,1300
Fis-64711,1491
Fis-64719,409
Fis-6933,16
Fis-7669,1113
Fis-7801,445
Fis-7929,220
Fis-8203,706
Fis-8227,255
Fis-8368,1
Fis-9630,215
Fis-9972,1
ITS-1071,1
ITS-1246,52
ITS-1247,119
ITS-1382,107
ITS-154567,204
ITS-154685,253
ITS-154871,126
ITS-154880,1
ITS-158550,233
ITS-158552,149
ITS-158563,101
ITS-158576,78
ITS-158580,576
ITS-158582,574
ITS-158588,118
ITS-158591,109
ITS-158593,153
ITS-158597,371
ITS-158607,150
ITS-158611,130
ITS-181145,1000
ITS-199949,1
ITS-203649,185
ITS-203668,156
ITS-203669,43
ITS-203673,137
ITS-206259,53
ITS-206260,669
ITS-2571,82
ITS-551518,31
ITS-551523,10
ITS-551529,39
ITS-551530,351
ITS-551533,1197
ITS-551534,73
ITS-551537,10
ITS-551539,816
ITS-551544,402
ITS-551549,2951
ITS-551570,322
ITS-551571,234
ITS-551573,29
ITS-551574,280
ITS-551587,1
ITS-551589,1
ITS-551592,17
ITS-551597,1
ITS-551657,307
ITS-551659,39
ITS-551660,56
ITS-551662,353
ITS-551663,16
ITS-551665,190
ITS-551666,720
ITS-551668,145
ITS-551680,255
ITS-551682,208
ITS-551691,2
ITS-551706,1
ITS-551711,27
ITS-551718,1
ITS-551728,9
ITS-551732,16
ITS-551974,123
ITS-551981,457
ITS-551983,1115
ITS-551986,169
ITS-551995,61
ITS-552002,1
ITS-552028,166
ITS-552053,95
ITS-552057,59
ITS-552060,456
ITS-552062,350
ITS-552843,356
ITS-552845,161
ITS-552846,91
ITS-552848,40
ITS-552849,100
ITS-552857,50
ITS-552860,42
ITS-552928,1
ITS-552998,38
ITS-553065,26
ITS-564709,195
ITS-564725,137
ITS-564742,220
ITS-564745,54
ITS-564752,46
ITS-564784,123
ITS-60075,57
ITS-612228,13
ITS-612240,20
ITS-612243,13
ITS-612245,13
ITS-612247,1
ITS-612249,10
ITS-612251,1
ITS-612274,1
ITS-612275,15
ITS-612279,13
ITS-612315,26
ITS-612317,1
ITS-612378,41
ITS-612391,21
ITS-612400,1
ITS-612402,21
ITS-612439,11
ITS-612443,1
ITS-612493,14
ITS-612506,21
ITS-612516,38
ITS-612564,1
ITS-612780,1
ITS-620919,1
ITS-621110,240
ITS-621696,132
ITS-621698,236
ITS-621700,209
ITS-621747,193
ITS-621748,61
ITS-621749,79
ITS-621750,87
ITS-621751,231
ITS-64279,343
ITS-656196,9
ITS-656203,77
ITS-656206,111
ITS-656216,219
ITS-656218,61
ITS-656252,244
ITS-656258,46
ITS-656268,146
ITS-656282,7
ITS-659847,181
ITS-659848,401
ITS-659849,1171
ITS-659850,811
ITS-659866,20
ITS-659867,15
ITS-659868,1
ITS-659874,1
ITS-659875,217
ITS-659881,63
ITS-659896,216
ITS-659899,130
ITS-659906,16
ITS-659909,1
ITS-659910,195
ITS-659912,1
ITS-659915,1
ITS-659916,30
ITS-659922,21
ITS-659925,1
ITS-659926,1
ITS-659927,1
ITS-659928,1
ITS-659934,14
ITS-659937,1
ITS-659941,212
ITS-659949,1
ITS-659950,1
ITS-659956,15
ITS-659974,1
ITS-660002,73
ITS-660027,76
ITS-660029,1
ITS-660108,180
ITS-660110,1033
ITS-660112,182
ITS-660115,219
ITS-660116,440
ITS-660121,30
ITS-660129,20
ITS-660144,29
ITS-660146,12
ITS-660147,1
ITS-660156,118
ITS-660157,1
ITS-660158,1
ITS-660161,1
ITS-660162,1
ITS-660167,1
ITS-660169,1
ITS-660170,1
ITS-660171,1
ITS-660172,1
ITS-660173,1
ITS-660175,1
ITS-660179,515
ITS-660180,42
ITS-660182,56
ITS-660192,84
ITS-660195,1
ITS-660197,1
ITS-660206,87
ITS-660207,121
ITS-660211,174
ITS-660213,1
ITS-660216,13
ITS-660217,1
ITS-660218,25
ITS-660220,124
ITS-660229,212
ITS-660230,25
ITS-660231,1
ITS-677526,1
ITS-682544,305
ITS-682546,1
ITS-682550,177
ITS-682552,186
ITS-682558,33
ITS-682561,218
ITS-682563,124
ITS-682564,1
ITS-682565,1
ITS-682581,182
ITS-682587,1
ITS-682593,8
ITS-682610,499
ITS-682611,463
ITS-682635,428
ITS-682886,363
ITS-684693,202
ITS-684695,1114
ITS-708717,118
ITS-772548,178
ITS-772569,375
ITS-772615,141
ITS-773729,5
ITS-83691,15
ITS-872,27
ITS-873,140
ITS-89440,125
ITS-89476,138
ITS-89520,3
ITS-89553,144
ITS-89556,532
ITS-89561,961
ITS-89566,694
ITS-89580,330
ITS-89593,196
ITS-89595,288
ITS-89606,983
ITS-89613,397
ITS-89622,150
ITS-89628,392
ITS-89649,341
ITS-89650,283
ITS-89654,233
ITS-89658,96
ITS-89661,112
ITS-89727,218
ITS-89818,2355
ITS-89833,110
ITS-89850,940
ITS-89851,142
ITS-89852,613
ITS-89854,155
ITS-89928,594
ITS-89964,207
ITS-90100,120
ITS-90185,343
ITS-90280,381
ITS-95668,617
ITS-95675,691
ITS-95676,614
ITS-95699,52
ITS-95733,417
ITS-95740,179
ITS-95741,697
ITS-95745,27
ITS-95750,224
ITS-95759,324
ITS-95766,798
ITS-95878,41
ITS-95889,416
ITS-95916,571
ITS-95917,1153
ITS-95921,590
ITS-95923,3745
ITS-95926,507
ITS-95927,791
ITS-95929,479
ITS-95931,791
ITS-95933,393
ITS-95935,619
ITS-95940,1928
ITS-95944,466
ITS-95945,150
ITS-95947,1509
ITS-95948,642
ITS-95949,1103
ITS-95950,491
ITS-95956,418
ITS-95958,2
ITS-95963,283
ITS-95964,216
ITS-95966,272
ITS-95979,385
ITS-95980,231
ITS-95981,936
ITS-95986,691
ITS-95987,194
ITS-95989,237
ITS-96002,19
ITS-96028,286
ITS-96030,267
ITS-96031,489
ITS-96033,1072
ITS-96035,575
ITS-96036,486
ITS-96037,652
ITS-96038,27
ITS-96040,707
ITS-96041,30
ITS-96051,1380
ITS-96056,363
ITS-96060,214
ITS-96064,18
ITS-96074,262
ITS-96081,824
ITS-96082,1362
ITS-96083,2682
ITS-96085,1243
ITS-96086,618
ITS-96088,246
ITS-96089,1459
ITS-96090,1062
ITS-96093,267
ITS-96095,489
ITS-96097,2651
ITS-96099,2951
ITS-96100,1472
ITS-96102,3188
ITS-96103,374
ITS-96109,2619
ITS-96110,518
ITS-96111,1474
ITS-96114,567
ITS-96115,865
ITS-96116,742
ITS-96117,1419
ITS-96118,465
ITS-96119,862
ITS-96120,2671
ITS-96121,1100
ITS-96126,2673
ITS-96128,365
ITS-96129,1497
ITS-96131,503
ITS-96134,282
ITS-96137,698
ITS-96139,3165
ITS-96140,2573
ITS-96142,3211
ITS-96145,1584
ITS-96148,2649
ITS-96149,2322
ITS-96154,948
ITS-96155,245
ITS-96156,228
ITS-96160,187
ITS-96163,1098
ITS-96165,1029
ITS-96173,364
ITS-96174,60
ITS-96178,1144
ITS-96179,821
ITS-96180,589
ITS-96181,683
ITS-96185,1860
ITS-96187,243
ITS-96191,182
ITS-96197,510
ITS-96198,562
ITS-96199,331
ITS-96202,178
ITS-96209,256
ITS-96215,1259
ITS-96219,119
ITS-96225,191
ITS-96227,164
ITS-96236,169
ITS-96384,211
ITS-96390,213
ITS-96391,289
ITS-96415,419
ITS-96416,523
ITS-96417,169
ITS-96418,16
ITS-96419,121
ITS-96420,652
ITS-96424,30
ITS-96428,161
ITS-96434,205
ITS-96437,197
ITS-96438,155
ITS-96439,461
ITS-96441,404
ITS-96442,509
ITS-96443,561
ITS-96444,288
ITS-96446,469
ITS-96465,48
ITS-96474,158
ITS-96477,22
ITS-96523,41
ITS-96532,160
ITS-96534,93
ITS-96541,507
ITS-96545,1257
ITS-96549,50
ITS-96592,467
ITS-96593,1086
ITS-96596,1266
ITS-96599,173
ITS-96602,230
ITS-96607,236
ITS-96608,190
ITS-96609,188
ITS-96611,125
ITS-96612,28
ITS-96613,122
ITS-96614,214
ITS-96617,40
ITS-96618,28
ITS-96622,59
ITS-96623,85
ITS-96626,78
ITS-96627,150
ITS-96628,111
ITS-96629,87
ITS-96630,53
ITS-96631,26
ITS-96633,26
ITS-96634,73
ITS-96635,145
ITS-96648,16
ITS-96661,1
ITS-96679,245
ITS-96682,281
ITS-96690,157
ITS-96696,228
ITS-96697,229
ITS-96698,197
ITS-96699,102
ITS-96700,221
ITS-96701,172
ITS-96702,97
ITS-96703,188
ITS-96704,200
ITS-96705,192
ITS-96706,176
ITS-96708,141
ITS-96709,173
ITS-96710,190
ITS-96711,58
ITS-96713,166
ITS-96716,96
ITS-96717,92
ITS-96730,196
ITS-96732,91
ITS-96737,242
ITS-96740,104
ITS-96751,107
ITS-96754,74
ITS-96755,355
ITS-96787,461
ITS-96792,1255
ITS-96807,1077
ITS-96870,77
ITS-96871,203
ITS-96874,29
ITS-96893,185
ITS-96894,115
ITS-96896,214
ITS-96897,142
ITS-96912,222
ITS-96913,212
ITS-96918,195
ITS-96919,164
ITS-96920,212
ITS-96921,96
ITS-96927,168
ITS-96937,41
ITS-96938,323
ITS-96943,242
ITS-96944,199
ITS-96946,192
ITS-96953,202
ITS-96954,199
ITS-96955,185
ITS-96961,134
ITS-96963,108
ITS-96967,1630
ITS-96968,1335
ITS-96970,604
ITS-96971,133
ITS-96977,658
ITS-96979,244
ITS-96981,679
ITS-96982,327
ITS-96984,514
ITS-96995,595
ITS-97018,144
ITS-97020,516
ITS-97025,121
ITS-97026,92
ITS-97029,224
ITS-97036,154
ITS-97037,279
ITS-97041,190
ITS-97045,133
ITS-97046,148
ITS-97047,28
ITS-97050,43
ITS-97062,127
ITS-97064,392
ITS-97070,137
ITS-97071,1
ITS-97074,226
ITS-97076,8
ITS-97077,76
ITS-97079,72
ITS-97081,1830
ITS-97096,159
ITS-97097,163
ITS-97098,123
ITS-97099,175
ITS-97100,195
ITS-97101,168
ITS-97102,91
ITS-97114,141
ITS-97159,318
ITS-97171,93
ITS-97173,64
ITS-97176,367
ITS-97192,212
ITS-97201,121
ITS-97216,167
ITS-97297,572
ITS-97298,1571
ITS-97299,214
ITS-97302,552
ITS-97305,153
ITS-97309,210
ITS-97310,120
ITS-97311,173
ITS-97312,13
ITS-97314,134
ITS-97319,86
ITS-97323,63
ITS-97648,224
ITS-97650,22
ITS-97651,34
ITS-97652,104
ITS-97662,218
ITS-97665,259
ITS-97667,165
ITS-97673,203
ITS-97676,208
ITS-97682,127
ITS-97688,391
ITS-97689,158
ITS-97693,123
ITS-97696,59
ITS-97728,43
ITS-97766,59
ITS-97770,38
ITS-97772,170
ITS-97804,326
ITS-97807,356
ITS-97808,207
ITS-97809,364
ITS-97812,141
ITS-97813,193
ITS-97815,197
ITS-97816,177
ITS-97819,186
ITS-97823,170
ITS-97827,101
ITS-97828,111
ITS-97829,261
ITS-97832,123
ITS-97837,443
ITS-97847,243
ITS-97848,245
ITS-97850,303
ITS-97860,225
ITS-97862,127
ITS-97863,131
ITS-97869,180
ITS-97870,169
ITS-97881,141
ITS-97886,152
ITS-97891,125
ITS-97895,139
ITS-97898,141
ITS-97900,109
ITS-97918,46
ITS-97921,502
ITS-97933,108
ITS-97935,814
ITS-97936,883
ITS-97937,1184
ITS-97947,536
ITS-97948,70
ITS-97950,329
ITS-97953,89
ITS-97954,124
ITS-97959,219
ITS-97966,181
ITS-97967,425
ITS-97970,182
ITS-97971,222
ITS-97972,225
ITS-97974,266
ITS-97975,156
ITS-97976,129
ITS-97977,175
ITS-97981,87
ITS-97982,278
ITS-97984,139
ITS-97986,335
ITS-97991,188
ITS-97992,176
ITS-97994,143
ITS-97998,101
ITS-98001,124
ITS-98002,151
ITS-98005,163
ITS-98006,373
ITS-98007,174
ITS-98008,287
ITS-98009,158
ITS-98013,236
ITS-98014,171
ITS-98018,100
ITS-98021,436
ITS-98024,66
ITS-98032,24
ITS-98038,473
ITS-98048,191
ITS-98056,49
ITS-98063,202
ITS-98065,113
ITS-98070,137
ITS-98074,228
ITS-98075,164
ITS-98077,216
ITS-98078,132
ITS-98081,196
ITS-98083,192
ITS-98087,275
ITS-98088,233
ITS-98094,234
ITS-98095,48
ITS-98104,118
ITS-98106,78
ITS-98114,90
ITS-98122,233
ITS-98123,230
ITS-98134,123
ITS-98137,107
ITS-98144,244
ITS-98146,251
ITS-98149,191
ITS-98155,129
ITS-98157,323
ITS-98159,241
ITS-98160,174
ITS-98162,210
ITS-98164,206
ITS-98165,200
ITS-98166,194
ITS-98167,94
ITS-98170,182
ITS-98178,143
ITS-98181,77
ITS-98184,167
ITS-98188,170
ITS-98193,278
ITS-98194,240
ITS-98195,258
ITS-98197,96
ITS-98202,198
ITS-98205,167
ITS-98208,92
ITS-98209,268
ITS-98218,499
ITS-98228,271
ITS-98234,199
ITS-98235,225
ITS-99143,213
ITS-99169,157
ITS-99184,241
ITS-99207,234
ITS-993414,209
ITS-995,104
ITS-Mam-180417,1270
ITS-Mam-180426,4127
ITS-Mam-180429,1299
ITS-Mam-180430,3072
ITS-Mam-180434,3469
ITS-Mam-180435,748
ITS-Mam-180438,3438
ITS-Mam-180440,1253
ITS-Mam-180442,663
ITS-Mam-180443,668
ITS-Mam-180444,2364
ITS-Mam-180454,1552
ITS-Mam-180457,3317
ITS-Mam-180459,1168
ITS-Mam-180461,1346
ITS-Mam-180463,2742
ITS-Mam-180466,2432
ITS-Mam-180469,4272
ITS-Mam-180473,1839
ITS-Mam-180480,2957
ITS-Mam-180483,2564
ITS-Mam-180485,74
ITS-Mam-180488,3887
ITS-Mam-180491,3409
ITS-Mam-180492,3178
ITS-Mam-180496,2540
ITS-Mam-180498,3302
ITS-Mam-180502,120
ITS-Mam-180504,793
ITS-Mam-180508,777
ITS-Mam-180509,768
ITS-Mam-180510,1901
ITS-Mam-180512,1913
ITS-Mam-180514,2489
ITS-Mam-180515,811
ITS-Mam-180517,3188
ITS-Mam-180521,1367
ITS-Mam-180524,4306
ITS-Mam-180525,1306
ITS-Mam-180526,4208
ITS-Mam-180527,4314
ITS-Mam-180528,4280
ITS-Mam-180530,4316
ITS-Mam-180533,3061
ITS-Mam-180537,583
ITS-Mam-180547,825
ITS-Mam-180621,867
ITS-Mam-180625,1390
ITS-Mam-180627,3267
ITS-Mam-180636,294
ITS-Mam-180639,1373
ITS-Mam-180642,3164
ITS-Mam-180649,1420
ITS-Mam-180653,233
ITS-Mam-180655,1344
ITS-Mam-180657,627
ITS-Mam-180672,2000
ITS-Mam-180681,4
ITS-Mam-180684,168
ITS-Mam-552460,825
ITS-Mam-552461,807
ITS-Mam-552772,2
ITS-Mam-555654,676
ITS-Mam-612591,2767
ITS-Mam-612597,884
ITS-Mam-622018,3303
ITS-Mam-622021,3271
ITS-Mam-622022,317
ITS-Mam-770938,84
Kew-288211,69
Kew-308065,120
Kew-308072,164
Kew-308804,206
Kew-308879,99
NZ-24244,52
NZ-24281,33
NZ-7273,1
NZ-7397,14
PBD-167411,63
PBD-223549,282
PBD-223565,1
PBD-223657,30
PBD-223660,158
PBD-223661,32
PBD-223663,48
PBD-225016,51
PBD-225018,327
PBD-225041,1
PBD-225073,1
PBD-225356,158
PBD-225602,227
PBD-226104,58
PBD-274829,1
PBD-274835,1
PBD-274850,13
PBD-274854,1
PBD-274855,1
PBD-274861,6
PBD-274928,276
PBD-274933,159
PBD-275001,43
PBD-275015,25
PBD-275017,289
PBD-275086,34
PBD-275092,56
PBD-275104,19
PBD-275106,10
PBD-275107,30
PBD-275113,1
PBD-275117,11
PBD-275134,11
PBD-275138,16
PBD-275194,5
PBD-275246,258
Rep-1347,830
Rep-1667,87
Rep-1889,68
Rep-2226,492
Rep-2777,53
Rep-3437,3336
Rep-4127,382
Rep-5035,20
Rep-5337,152
Rep-5413,376
Rep-5414,371
SLB-10005,158
SLB-100099,212
SLB-100366,6
SLB-100384,1
SLB-100410,1
SLB-100413,2
SLB-100427,8
SLB-100429,1
SLB-100469,1
SLB-100475,13
SLB-100710,1
SLB-100765,1
SLB-100851,1
SLB-100934,165
SLB-101007,18
SLB-101046,208
SLB-101107,1
SLB-101140,1
SLB-101331,1
SLB-101341,1
SLB-101344,5
SLB-101364,1
SLB-101663,148
SLB-101678,1
SLB-10172,177
SLB-102108,34
SLB-102134,1
SLB-102208,2
SLB-102532,1
SLB-102589,24
SLB-103483,35
SLB-103492,1
SLB-103803,25
SLB-104584,119
SLB-104693,33
SLB-104710,121
SLB-104941,203
SLB-104992,144
SLB-10550,22
SLB-10569,104
SLB-10573,143
SLB-10574,190
SLB-10578,214
SLB-10590,194
SLB-106490,193
SLB-106525,143
SLB-10662,58
SLB-10668,44
SLB-108999,191
SLB-111007,172
SLB-111129,365
SLB-111167,73
SLB-111185,221
SLB-111189,104
SLB-111191,146
SLB-111574,467
SLB-111576,174
SLB-111668,185
SLB-111938,357
SLB-111985,439
SLB-111996,16
SLB-112002,48
SLB-113042,43
SLB-113160,10
SLB-113180,267
SLB-113223,222
SLB-113226,79
SLB-113229,200
SLB-113232,201
SLB-113240,241
SLB-113248,169
SLB-113262,115
SLB-113273,179
SLB-113284,187
SLB-113289,235
SLB-113305,271
SLB-113353,9
SLB-113359,42
SLB-113750,257
SLB-113972,1
SLB-114098,1
SLB-114724,41
SLB-11682,116
SLB-117275,7
SLB-11755,177
SLB-11757,195
SLB-11759,299
SLB-117778,27
SLB-117880,137
SLB-117996,39
SLB-118006,1
SLB-118046,1
SLB-118387,162
SLB-118391,1
SLB-118449,1
SLB-119135,37
SLB-119286,42
SLB-119476,97
SLB-119623,33
SLB-119625,1
SLB-119626,37
SLB-119632,25
SLB-119633,16
SLB-119636,160
SLB-120048,6
SLB-120057,825
SLB-120087,1
SLB-12195,125
SLB-12219,207
SLB-12244,225
SLB-12260,280
SLB-12273,1
SLB-12277,1
SLB-12331,240
SLB-123954,258
SLB-124613,145
SLB-12493,258
SLB-125430,114
SLB-125715,1
SLB-125781,233
SLB-125813,271
SLB-12687,157
SLB-12750,123
SLB-12768,79
SLB-12791,1
SLB-128726,1
SLB-128978,77
SLB-128990,13
SLB-129823,27
SLB-13007,139
SLB-130144,14
SLB-130236,1
SLB-13032,128
SLB-130549,60
SLB-130687,1
SLB-130747,1
SLB-130775,1
SLB-130784,1
SLB-130790,1
SLB-130833,24
SLB-130859,1
SLB-130895,1
SLB-130899,1
SLB-130902,176
SLB-130976,1
SLB-130994,1
SLB-131010,1
SLB-131019,1
SLB-131047,1
SLB-131061,1
SLB-131082,1
SLB-131214,156
SLB-131270,3
SLB-131319,60
SLB-131474,313
SLB-131526,275
SLB-131534,90
SLB-131602,23
SLB-131665,75
SLB-131701,208
SLB-131708,134
SLB-131726,248
SLB-131828,151
SLB-131831,145
SLB-131834,206
SLB-131835,189
SLB-131836,95
SLB-131837,62
SLB-131840,113
SLB-131842,101
SLB-131843,168
SLB-131849,147
SLB-131861,180
SLB-131864,113
SLB-131872,82
SLB-131901,126
SLB-131914,186
SLB-131925,141
SLB-131936,148
SLB-131963,90
SLB-131972,42
SLB-132000,60
SLB-132016,150
SLB-132027,111
SLB-132039,56
SLB-132152,185
SLB-132192,11
SLB-132471,180
SLB-132492,248
SLB-132510,270
SLB-132520,92
SLB-132528,302
SLB-132545,121
SLB-132722,783
SLB-132727,210
SLB-132731,248
SLB-132739,336
SLB-132784,163
SLB-132841,108
SLB-132856,101
SLB-132863,293
SLB-132865,208
SLB-132879,112
SLB-132885,122
SLB-132903,112
SLB-133001,193
SLB-133003,94
SLB-133052,114
SLB-133065,65
SLB-133077,138
SLB-133106,191
SLB-133119,407
SLB-133218,96
SLB-133253,123
SLB-133288,151
SLB-133341,107
SLB-133539,1
SLB-133573,266
SLB-133575,34
SLB-133641,1
SLB-133724,140
SLB-133750,1
SLB-133804,47
SLB-133812,826
SLB-134348,138
SLB-134379,17
SLB-134572,1
SLB-134854,182
SLB-134962,295
SLB-135183,273
SLB-135293,222
SLB-135538,120
SLB-135613,293
SLB-136248,299
SLB-136292,33
SLB-136337,21
SLB-136896,177
SLB-136981,67
SLB-138599,530
SLB-138860,96
SLB-139722,205
SLB-140012,158
SLB-140099,114
SLB-140653,262
SLB-140804,106
SLB-141293,435
SLB-141400,503
SLB-141668,21
SLB-142076,181
SLB-142296,172
SLB-142358,1
SLB-142376,128
SLB-142435,236
SLB-142440,227
SLB-142481,1
SLB-142488,161
SLB-142572,89
SLB-142621,23
SLB-142668,1
SLB-142675,111
SLB-142708,147
SLB-142723,167
SLB-142733,1
SLB-142743,223
SLB-142774,1
SLB-142922,129
SLB-143238,1539
SLB-143769,144
SLB-143921,158
SLB-144025,219
SLB-144265,24
SLB-145332,289
SLB-145429,494
SLB-145872,111
SLB-145880,128
SLB-145981,117
SLB-146066,170
SLB-146083,1
SLB-146137,122
SLB-146213,182
SLB-146254,262
SLB-146495,20
SLB-146669,107
SLB-146947,25
SLB-146954,44
SLB-147220,142
SLB-147286,535
SLB-147588,67
SLB-147641,281
SLB-148695,26
SLB-149747,99
SLB-150236,127
SLB-150308,112
SLB-151647,27
SLB-152084,345
SLB-152255,198
SLB-152497,48
SLB-152498,61
SLB-152779,21
SLB-153360,302
SLB-153747,739
SLB-154005,761
SLB-154479,199
SLB-154482,74
SLB-154499,53
SLB-154507,177
SLB-154534,188
SLB-154557,71
SLB-154558,153
SLB-154570,60
SLB-154571,119
SLB-154599,98
SLB-154617,184
SLB-154621,107
SLB-154625,288
SLB-154626,271
SLB-154657,67
SLB-154670,74
SLB-154722,120
SLB-154769,3
SLB-154867,39
SLB-154920,192
SLB-154928,55
SLB-154961,61
SLB-154994,2
SLB-155184,6
SLB-155191,64
SLB-155209,70
SLB-155287,34
SLB-155442,1
SLB-155445,1
SLB-155473,1
SLB-155613,1
SLB-155614,1
SLB-155743,1
SLB-155752,78
SLB-155755,6
SLB-155758,35
SLB-155760,13
SLB-155762,50
SLB-155763,143
SLB-156167,147
SLB-15620,146
SLB-156207,14
SLB-156216,7
SLB-156220,46
SLB-156238,183
SLB-156239,16
SLB-156240,26
SLB-156696,114
SLB-156770,114
SLB-156972,92
SLB-157320,138
SLB-157697,56
SLB-157870,1
SLB-157899,199
SLB-157910,30
SLB-157912,50
SLB-157916,1
SLB-157925,1
SLB-157940,1
SLB-157947,110
SLB-157950,43
SLB-157987,27
SLB-157989,8
SLB-158000,1
SLB-158001,16
SLB-158004,16
SLB-158005,12
SLB-158007,90
SLB-158010,50
SLB-158014,38
SLB-158015,22
SLB-158016,20
SLB-158020,28
SLB-158025,1
SLB-158050,1
SLB-158063,1
SLB-158070,1
SLB-158071,1
SLB-158075,1
SLB-158078,50
SLB-158140,10
SLB-158157,30
SLB-158179,1
SLB-158271,1
SLB-158274,26
SLB-158312,57
SLB-158334,86
SLB-159304,31
SLB-159718,345
SLB-159897,71
SLB-165897,67
SLB-165905,15
SLB-165908,12
SLB-165909,26
SLB-165917,11
SLB-166044,54
SLB-16639,110
SLB-166521,1
SLB-166541,64
SLB-169531,19
SLB-169637,1
SLB-169638,1
SLB-169643,8
SLB-169805,60
SLB-169837,18
SLB-170036,502
SLB-170080,16
SLB-170094,144
SLB-170097,56
SLB-170165,23
