sci_ds,scientific_name_dataset,scientific_name_dataset_url,category,region,common_name,nmfs_esa,nmfs_esa_all,is_mmpa,scientific_name_accepted,worms_id,taxon_rank,is_marine,worms_id_url
Makaira nigricans,Makaira nigricans,https://www.fisheries.noaa.gov/species/pacific-blue-marlin,Fish; Wild-Caught Seafood,; Pacific Islands,NA,LC,LC,FALSE,Makaira nigricans,126950,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126950
Thunnus orientalis,Thunnus orientalis,https://www.fisheries.noaa.gov/species/pacific-bluefin-tuna,Fish; Highly Migratory Fish; Wild-Caught Seafood,; Pacific IslandsRegion; West Coast,NA,LC,LC,FALSE,Thunnus orientalis,273823,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=273823
Gadus macrocephalus,Gadus macrocephalus,https://www.fisheries.noaa.gov/species/pacific-cod,Fish; Wild-Caught Seafood,; AlaskaRegion; West Coast,NA,LC,LC,FALSE,Gadus macrocephalus,254538,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254538
Hippoglossus stenolepis,Hippoglossus stenolepis,https://www.fisheries.noaa.gov/species/pacific-halibut,Fish; Wild-Caught Seafood,; AlaskaRegion; West Coast,NA,LC,LC,FALSE,Hippoglossus stenolepis,274290,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274290
Clupea pallasii,Clupea pallasii,https://www.fisheries.noaa.gov/species/pacific-herring,Fish,; AlaskaRegion; West Coast,NA,LC,LC,FALSE,Clupea pallasii,151159,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=151159
Scomber japonicus,Scomber japonicus,https://www.fisheries.noaa.gov/species/pacific-mackerel,Fish; Wild-Caught Seafood,; West Coast,NA,LC,LC,FALSE,Scomber japonicus,127022,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127022
Sebastes alutus,Sebastes alutus,https://www.fisheries.noaa.gov/species/pacific-ocean-perch,Fish; Wild-Caught Seafood,; AlaskaRegion; West Coast,NA,LC,LC,FALSE,Sebastes alutus,254573,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254573
Magallana gigas,Crassostrea gigas; Magallana gigas,https://www.fisheries.noaa.gov/species/pacific-oyster,"Invertebrates; Clams, Mussels, Oysters; Farmed Seafood; Fish; Wild-Caught Seafood",; AlaskaRegion; West Coast,NA,LC,LC,FALSE,Magallana gigas,836033,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=836033
Sardinops sagax caeruleus,Sardinops sagax caerulea,https://www.fisheries.noaa.gov/species/pacific-sardine,Fish; Wild-Caught Seafood,; West Coast,NA,LC,LC,FALSE,Sardinops sagax,217452,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=217452
Squalus suckleyi,Squalus suckleyi,https://www.fisheries.noaa.gov/species/pacific-spiny-dogfish,Fish; Sharks; Wild-Caught Seafood,; AlaskaRegion; West Coast,NA,LC,LC,FALSE,Squalus suckleyi,299224,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=299224
Lagenorhynchus obliquidens,Lagenorhynchus obliquidens,https://www.fisheries.noaa.gov/species/pacific-white-sided-dolphin,Dolphins & Porpoises,; AlaskaRegion; West Coast,NA,LC,LC,TRUE,Sagmatias obliquidens,1571909,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1571909
Merluccius productus,Mercluccius productus,https://www.fisheries.noaa.gov/species/pacific-whiting,Fish; Wild-Caught Seafood,; West Coast,NA,LC,LC,FALSE,Merluccius productus,272458,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272458
Stenella attenuata,Stenella attenuata,https://www.fisheries.noaa.gov/species/pantropical-spotted-dolphin,Dolphins & Porpoises,; New England/Mid-AtlanticRegion; Pacific IslandsRegion; Southeast,NA,LC,LC,TRUE,Stenella attenuata,137105,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137105
Pavona diffluens,Pavona diffluens,https://www.fisheries.noaa.gov/species/pavona-diffluens-coral,Invertebrates; Corals,; Foreign,NA,LC,LC,FALSE,Pavona diffluens,207295,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=207295
Eopsetta jordani,Eopsetta jordani,https://www.fisheries.noaa.gov/species/petrale-sole,Fish; Wild-Caught Seafood,; AlaskaRegion; West Coast,NA,LC,LC,FALSE,Eopsetta jordani,280690,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=280690
Dendrogyra cylindrus,Dendrogyra cylindrus,https://www.fisheries.noaa.gov/species/pillar-coral,Invertebrates; Corals,; Southeast,NA,EN,EN,FALSE,Dendrogyra cylindrus,418865,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=418865
Haliotis corrugata,Haliotis corrugata,https://www.fisheries.noaa.gov/species/pink-abalone,Invertebrates; Abalone,; West Coast,NA,LC,LC,FALSE,Haliotis corrugata,445308,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=445308
Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,https://www.fisheries.noaa.gov/species/pink-salmon,Fish; Wild-Caught Seafood,; AlaskaRegion; West Coast,NA,LC,LC,FALSE,Oncorhynchus gorbuscha,127182,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127182
Farfantepenaeus duorarum,Farfantepenaeus duorarum,https://www.fisheries.noaa.gov/species/pink-shrimp,Invertebrates; Shrimp; Wild-Caught Seafood,; New England/Mid-AtlanticRegion; Southeast,NA,LC,LC,FALSE,Penaeus (Farfantepenaeus) duorarum,1809220,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1809220
Haliotis kamtschatkana,Haliotis kamtschatkana,https://www.fisheries.noaa.gov/species/pinto-abalone,Invertebrates; Abalone,; AlaskaRegion; West Coast,NA,LC,LC,FALSE,Haliotis kamtschatkana,405014,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=405014
Pocillopora meandrina,Pocillopora meandrina,https://www.fisheries.noaa.gov/species/pocillopora-meandrina-coral,Invertebrates; Corals,; Pacific Islands,NA,LC,LC,FALSE,Pocillopora meandrina,206964,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206964
Porites napopora,Porites napopora,https://www.fisheries.noaa.gov/species/porites-napopora-coral,Invertebrates; Corals,; Foreign,NA,LC,LC,FALSE,Porites napopora,288909,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=288909
Feresa attenuata,Feresa attenuata,https://www.fisheries.noaa.gov/species/pygmy-killer-whale,Dolphins & Porpoises; Whales,; New England/Mid-AtlanticRegion; Pacific IslandsRegion; Southeast,NA,LC,LC,TRUE,Feresa attenuata,137095,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137095
Kogia breviceps,Kogia breviceps,https://www.fisheries.noaa.gov/species/pygmy-sperm-whale,Whales,; New England/Mid-AtlanticRegion; Pacific IslandsRegion; SoutheastRegion; West Coast,NA,LC,LC,TRUE,Kogia breviceps,137113,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137113
Aliger gigas,Aliger gigas,https://www.fisheries.noaa.gov/species/queen-conch,Invertebrates; Protected Invertebrate; Wild-Caught Seafood,; Southeast,NA,TN,TN,FALSE,Aliger gigas,1429769,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1429769
Epinephelus morio,Epinephelus morio,https://www.fisheries.noaa.gov/species/red-grouper,Fish; Wild-Caught Seafood,; New England/Mid-AtlanticRegion; Southeast,NA,LC,LC,FALSE,Epinephelus morio,159354,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159354
Urophycis chuss,Urophycis chuss,https://www.fisheries.noaa.gov/species/red-hake,Fish; Wild-Caught Seafood,; New England/Mid-AtlanticRegion; Southeast,NA,LC,LC,FALSE,Urophycis chuss,126503,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126503
Paralithodes camtschaticus,Paralithodes camtschaticus,https://www.fisheries.noaa.gov/species/red-king-crab,Invertebrates; Crab; Wild-Caught Seafood,; Alaska,NA,LC,LC,FALSE,Paralithodes camtschaticus,233889,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=233889
Tridacna squamosina,Tridacna squamosina,https://www.fisheries.noaa.gov/species/red-sea-giant-clam,"Invertebrates; Clams, Mussels, Oysters",; Foreign,NA,LC,LC,FALSE,Tridacna squamosina,466758,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=466758
Lutjanus campechanus,Lutjanus campechanus,https://www.fisheries.noaa.gov/species/red-snapper,Fish; Wild-Caught Seafood,; Southeast,NA,LC,LC,FALSE,Lutjanus campechanus,159795,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159795
Glyptocephalus zachirus,Glyptocephalus zachirus,https://www.fisheries.noaa.gov/species/rex-sole,Fish; Wild-Caught Seafood,; AlaskaRegion; West Coast,NA,LC,LC,FALSE,Glyptocephalus zachirus,274287,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274287
Histriophoca fasciata,Histriophoca fasciata,https://www.fisheries.noaa.gov/species/ribbon-seal,Seals & Sea Lions,; Alaska,NA,LC,LC,TRUE,Histriophoca fasciata,255017,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=255017
Balaenoptera ricei,Balaenoptera ricei,https://www.fisheries.noaa.gov/species/rices-whale,Whales,; Southeast,NA,EN,EN,TRUE,Balaenoptera ricei,1576133,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1576133
Pusa hispida,Pusa hispida,https://www.fisheries.noaa.gov/species/ringed-seal,Seals & Sea Lions,; Alaska,NA,TN,TN,TRUE,Pusa hispida,159021,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159021
Grampus griseus,Grampus griseus,https://www.fisheries.noaa.gov/species/rissos-dolphin,Dolphins & Porpoises,; AlaskaRegion; New England/Mid-AtlanticRegion; Pacific IslandsRegion; SoutheastRegion; West Coast,NA,LC,LC,TRUE,Grampus griseus,137098,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137098
Mycetophyllia ferox,Mycetophyllia ferox,https://www.fisheries.noaa.gov/species/rough-cactus-coral,Invertebrates; Corals,; Southeast,NA,TN,TN,FALSE,Mycetophyllia ferox,290426,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=290426
Steno bredanensis,Steno bredanensis,https://www.fisheries.noaa.gov/species/rough-toothed-dolphin,Dolphins & Porpoises,; New England/Mid-AtlanticRegion; Pacific IslandsRegion; SoutheastRegion; West Coast,NA,LC,LC,TRUE,Steno bredanensis,137110,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137110
Anoplopoma fimbria,Anoplopoma fimbria,https://www.fisheries.noaa.gov/species/sablefish,Fish; Farmed Seafood; Wild-Caught Seafood,; AlaskaRegion; West Coast,NA,LC,LC,FALSE,Anoplopoma fimbria,159463,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159463
Acipenser mikadoi,Acipenser mikadoi,https://www.fisheries.noaa.gov/species/sakhalin-sturgeon,Fish; Protected Fish,; Foreign,NA,LC,LC,FALSE,Sinosturio mikadoi,1815697,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1815697
Carcharhinus plumbeus,Carcharhinus plumbeus,https://www.fisheries.noaa.gov/species/sandbar-shark,Fish; Highly Migratory Fish; Sharks; Wild-Caught Seafood,; New England/Mid-AtlanticRegion; Southeast,NA,LC,LC,FALSE,Carcharhinus plumbeus,105797,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105797
Squatina aculeata,Squatina aculeata,https://www.fisheries.noaa.gov/species/sawback-angelshark,Fish; Protected Fish; Sharks,; Foreign,NA,LC,LC,FALSE,Squatina aculeata,105926,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105926
Sphyrna lewini,Sphyrna lewini,https://www.fisheries.noaa.gov/species/scalloped-hammerhead-shark,Fish; Highly Migratory Fish; Protected Fish; Sharks,; Pacific IslandsRegion; SoutheastRegion; West Coast,NA,EN,EN,FALSE,Sphyrna lewini,105816,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105816
Stenotomus chrysops,Stenotomus chrysops,https://www.fisheries.noaa.gov/species/scup,Fish; Wild-Caught Seafood,; New England/Mid-AtlanticRegion; Southeast,NA,LC,LC,FALSE,Stenotomus chrysops,159811,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159811
Balaenoptera borealis,Balaenoptera borealis,https://www.fisheries.noaa.gov/species/sei-whale,Whales,; AlaskaRegion; New England/Mid-AtlanticRegion; Pacific IslandsRegion; SoutheastRegion; West Coast,NA,EN,EN,TRUE,Balaenoptera borealis,137088,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137088
Seriatopora aculeata,Seriatopora aculeata,https://www.fisheries.noaa.gov/species/seriatopora-aculeata-coral,Invertebrates; Corals,; Foreign,NA,LC,LC,FALSE,Seriatopora aculeata,430679,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=430679
Globicephala macrorhynchus,Globicephala macrorhynchus,https://www.fisheries.noaa.gov/species/short-finned-pilot-whale,Dolphins & Porpoises; Whales,; AlaskaRegion; New England/Mid-AtlanticRegion; Pacific IslandsRegion; SoutheastRegion; West Coast,NA,LC,LC,TRUE,Globicephala macrorhynchus,137096,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137096
Illex illecebrosus,Illex illecebrosus,https://www.fisheries.noaa.gov/species/shortfin-squid,Invertebrates; Squid; Wild-Caught Seafood,; New England/Mid-Atlantic,NA,LC,LC,FALSE,Illex illecebrosus,153087,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=153087
Acipenser brevirostrum,Acipenser brevirostrum,https://www.fisheries.noaa.gov/species/shortnose-sturgeon,Fish; Protected Fish,; New England/Mid-AtlanticRegion; Southeast,NA,EN,EN,FALSE,Huso brevirostrum,1815701,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1815701
Sebastolobus alascanus,Sebastolobus alascanus,https://www.fisheries.noaa.gov/species/shortspine-thornyhead,Fish; Groundfish; Wild-Caught Seafood,; AlaskaRegion; West Coast,NA,LC,LC,FALSE,Sebastolobus alascanus,282740,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=282740
Merluccius bilinearis,Merluccius bilinearis,https://www.fisheries.noaa.gov/species/silver-hake,Fish; Wild-Caught Seafood,; New England/Mid-AtlanticRegion; Southeast,NA,LC,LC,FALSE,Merluccius bilinearis,158962,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158962
Tridacna maxima,Tridacna maxima,https://www.fisheries.noaa.gov/species/small-giant-clam,"Invertebrates; Clams, Mussels, Oysters",; Pacific Islands,NA,LC,LC,FALSE,Tridacna maxima,207675,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=207675
Carcharhinus porosus,Carcharhinus porosus,https://www.fisheries.noaa.gov/species/smalltail-shark,Fish; Sharks,; Southeast,NA,LC,LC,FALSE,Carcharhinus porosus,217342,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=217342
Pristis pectinata,Pristis pectinata,https://www.fisheries.noaa.gov/species/smalltooth-sawfish,Fish; Protected Fish,; Southeast,NA,EN,EN,FALSE,Pristis pectinata,105848,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105848
Tridacna derasa,Tridacna derasa,https://www.fisheries.noaa.gov/species/smooth-giant-clam,"Invertebrates; Clams, Mussels, Oysters",; Pacific Islands,NA,LC,LC,FALSE,Tridacna derasa,382205,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=382205
Squatina oculata,Squatina oculata,https://www.fisheries.noaa.gov/species/smoothback-angelshark,Fish; Protected Fish; Sharks,; Foreign,NA,LC,LC,FALSE,Squatina oculata,105927,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105927
Oncorhynchus nerka,Oncorhynchus nerka,https://www.fisheries.noaa.gov/species/sockeye-salmon,Fish; Wild-Caught Seafood,; AlaskaRegion; West Coast; ; West Coast,NA,EN,EN,FALSE,Oncorhynchus nerka,254569,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254569
Eubalaena australis,Eubalaena australis,https://www.fisheries.noaa.gov/species/southern-right-whale,Whales,; Foreign,NA,LC,LC,TRUE,Eubalaena australis,220222,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=220222
Mesoplodon bidens,Mesoplodon bidens,https://www.fisheries.noaa.gov/species/sowerbys-beaked-whale,Whales,; New England/Mid-Atlantic,NA,LC,LC,TRUE,Mesoplodon bidens,137121,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137121
Scomberomorus maculatus,Scomberomorus maculatus,https://www.fisheries.noaa.gov/species/spanish-mackerel,Fish; Wild-Caught Seafood,; Southeast,NA,LC,LC,FALSE,Scomberomorus maculatus,159342,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159342
Physeter macrocephalus,Physeter macrocephalus,https://www.fisheries.noaa.gov/species/sperm-whale,Whales,; AlaskaRegion; New England/Mid-AtlanticRegion; Pacific IslandsRegion; SoutheastRegion; West Coast,NA,EN,EN,TRUE,Physeter macrocephalus,137119,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137119
Stenella longirostris,Stenella longirostris,https://www.fisheries.noaa.gov/species/spinner-dolphin,Dolphins & Porpoises,; New England/Mid-AtlanticRegion; Pacific IslandsRegion; SoutheastRegion; West Coast,NA,LC,LC,TRUE,Stenella longirostris,137109,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137109
Squatina guggenheim,Squatina guggenheim,https://www.fisheries.noaa.gov/species/spiny-angelshark,Fish; Protected Fish; Sharks,; Foreign,NA,LC,LC,FALSE,Squatina guggenheim,271669,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271669
Phoca largha,Phoca largha,https://www.fisheries.noaa.gov/species/spotted-seal,Seals & Sea Lions,; Alaska,NA,LC,LC,TRUE,Phoca largha,255021,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=255021
Acropora cervicornis,Acropora cervicornis,https://www.fisheries.noaa.gov/species/staghorn-coral,Invertebrates; Corals,; Southeast,NA,TN,TN,FALSE,Acropora cervicornis,206989,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206989
Oncorhynchus mykiss,Oncorhynchus mykiss,https://www.fisheries.noaa.gov/species/steelhead,Fish; Protected Fish,; AlaskaRegion; West Coast,NA,EN,EN,FALSE,Oncorhynchus mykiss,127185,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127185
Mesoplodon stejnegeri,Mesoplodon stejnegeri,https://www.fisheries.noaa.gov/species/stejnegers-beaked-whale,Whales,; AlaskaRegion; West Coast,NA,LC,LC,TRUE,Mesoplodon stejnegeri,254991,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254991
Eumetopias jubatus,Eumetopias jubatus,https://www.fisheries.noaa.gov/species/steller-sea-lion,Seals & Sea Lions,; AlaskaRegion; West Coast,NA,EN,EN,TRUE,Eumetopias jubatus,254999,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254999
Stenella coeruleoalba,Stenella coeruleoalba,https://www.fisheries.noaa.gov/species/striped-dolphin,Dolphins & Porpoises,; New England/Mid-AtlanticRegion; Pacific IslandsRegion; SoutheastRegion; West Coast,NA,LC,LC,TRUE,Stenella coeruleoalba,137107,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137107
Kajikia audax,Kajikia audax,https://www.fisheries.noaa.gov/species/striped-marlin,Fish; Highly Migratory Fish; Wild-Caught Seafood,; Pacific IslandsRegion; West Coast,NA,LC,LC,FALSE,Kajikia audax,712907,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=712907
Mustelus fasciatus,Mustelus fasciatus,https://www.fisheries.noaa.gov/species/striped-smoothhound-shark,Fish; Protected Fish; Sharks,; Foreign,NA,LC,LC,FALSE,Mustelus fasciatus,271383,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=271383
Saccharina latissima,Saccharina latissima,https://www.fisheries.noaa.gov/species/sugar-kelp,Other; Farmed Seafood; Seaweed,; New England/Mid-Atlantic,NA,LC,LC,FALSE,Saccharina latissima,234483,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234483
Paralichthys dentatus,Paralichthys dentatus,https://www.fisheries.noaa.gov/species/summer-flounder,Fish; Wild-Caught Seafood,; New England/Mid-AtlanticRegion; Southeast,NA,LC,LC,FALSE,Paralichthys dentatus,158826,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158826
Pycnopodia helianthoides,Pycnopodia helianthoides,https://www.fisheries.noaa.gov/species/sunflower-sea-star,Invertebrates,; AlaskaRegion; West Coast,NA,LC,LC,FALSE,Pycnopodia helianthoides,240764,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240764
Sousa chinensis taiwanensis,Sousa chinensis taiwanensis,https://www.fisheries.noaa.gov/species/taiwanese-humpback-dolphin,Dolphins & Porpoises,; Foreign,NA,LC,LC,TRUE,Sousa chinensis taiwanensis,853079,Subspecies,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=853079
Caulolatilus microps,Caulolatilus microps,https://www.fisheries.noaa.gov/species/tilefish,Fish; Reef Fish; Wild-Caught Seafood,; New England/Mid-AtlanticRegion; Southeast,NA,LC,LC,FALSE,Caulolatilus microps,159404,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159404
Galeorhinus galeus,Galeorhinus galeus,https://www.fisheries.noaa.gov/species/tope-shark,Fish; Sharks,; West Coast,NA,LC,LC,FALSE,Galeorhinus galeus,105820,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105820
Totoaba macdonaldi,Totoaba macdonaldi,https://www.fisheries.noaa.gov/species/totoaba,Fish; Protected Fish,; Foreign,NA,LC,LC,FALSE,Totoaba macdonaldi,283019,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=283019
Tridacna gigas,Tridacna gigas,https://www.fisheries.noaa.gov/species/true-giant-clam,"Invertebrates; Clams, Mussels, Oysters",; Pacific Islands,NA,LC,LC,FALSE,Tridacna gigas,207670,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=207670
Mesoplodon mirus,Mesoplodon mirus,https://www.fisheries.noaa.gov/species/trues-beaked-whale,Whales,; New England/Mid-AtlanticRegion; Southeast,NA,LC,LC,TRUE,Mesoplodon mirus,137126,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137126
Tubastraea floreana,Tubastraea floreana,https://www.fisheries.noaa.gov/species/tubastraea-floreana-coral,Invertebrates; Corals,; Foreign,NA,LC,LC,FALSE,Tubastraea floreana,291254,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=291254
Phocoena sinus,Phocoena sinus,https://www.fisheries.noaa.gov/species/vaquita,Dolphins & Porpoises,; Foreign,NA,LC,LC,TRUE,Phocoena sinus,343897,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=343897
Rhomboplites aurorubens,Rhomboplites aurorubens,https://www.fisheries.noaa.gov/species/vermilion-snapper,Fish; Wild-Caught Seafood,; Southeast,NA,LC,LC,FALSE,Rhomboplites aurorubens,159807,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159807
Thunnus thynnus,Thunnus thynnus,https://www.fisheries.noaa.gov/species/western-atlantic-bluefin-tuna,Fish; Highly Migratory Fish; Wild-Caught Seafood,; New England/Mid-AtlanticRegion; Southeast,NA,LC,LC,FALSE,Thunnus thynnus,127029,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127029
Haliotis sorenseni,Haliotis sorenseni,https://www.fisheries.noaa.gov/species/white-abalone,Invertebrates; Abalone,; West Coast,NA,EN,EN,FALSE,Haliotis sorenseni,445362,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=445362
Urophycis tenuis,Urophycis tenuis,https://www.fisheries.noaa.gov/species/white-hake,Fish; Wild-Caught Seafood,; New England/Mid-Atlantic,NA,LC,LC,FALSE,Urophycis tenuis,126504,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126504
Carcharodon carcharias,Carcharodon carcharias,https://www.fisheries.noaa.gov/species/white-shark,Fish; Highly Migratory Fish; Sharks,; AlaskaRegion; New England/Mid-AtlanticRegion; Pacific IslandsRegion; SoutheastRegion; West Coast,NA,LC,LC,FALSE,Carcharodon carcharias,105838,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=105838
Litopenaeus setiferus,Litopenaeus setiferus,https://www.fisheries.noaa.gov/species/white-shrimp,Invertebrates; Shrimp; Wild-Caught Seafood,; New England/Mid-AtlanticRegion; Southeast,NA,LC,LC,FALSE,Penaeus (Litopenaeus) setiferus,1809210,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1809210
Lagenorhynchus albirostris,Lagenorhynchus albirostris,https://www.fisheries.noaa.gov/species/white-beaked-dolphin,Dolphins & Porpoises,; New England/Mid-Atlantic,NA,LC,LC,TRUE,Lagenorhynchus albirostris,137101,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=137101
Sebastes entomelas,Sebastes entomelas,https://www.fisheries.noaa.gov/species/widow-rockfish,Fish; Wild-Caught Seafood,; West Coast,NA,LC,LC,FALSE,Sebastes entomelas,274791,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=274791
Scophthalmus aquosus,Scophthalmus aquosus,https://www.fisheries.noaa.gov/species/windowpane-flounder,Fish; Groundfish; Wild-Caught Seafood,; New England/Mid-Atlantic,NA,LC,LC,FALSE,Scophthalmus aquosus,158907,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158907
Pseudopleuronectes americanus,Pseudopleuronectes americanus,https://www.fisheries.noaa.gov/species/winter-flounder,Fish; Groundfish; Wild-Caught Seafood,; New England/Mid-AtlanticRegion; Southeast,NA,LC,LC,FALSE,Pseudopleuronectes americanus,158885,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158885
Leucoraja ocellata,Leucoraja ocellata,https://www.fisheries.noaa.gov/species/winter-skate,Fish; Wild-Caught Seafood,; New England/Mid-AtlanticRegion; Southeast,NA,LC,LC,FALSE,Leucoraja ocellata,158553,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=158553
Glyptocephalus cynoglossus,Glyptocephalus cynoglossus,https://www.fisheries.noaa.gov/species/witch-flounder,Fish; Groundfish; Wild-Caught Seafood,; New England/Mid-Atlantic,NA,LC,LC,FALSE,Glyptocephalus cynoglossus,127136,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127136
Polyprion americanus,Polyprion americanus,https://www.fisheries.noaa.gov/species/wreckfish,Fish; Wild-Caught Seafood,; New England/Mid-AtlanticRegion; Southeast,NA,LC,LC,FALSE,Polyprion americanus,126998,Species,TRUE,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126998
