taxon_id,scientific_name,sp_cat,ax_status,n_shared,n_am_only,n_ax_only,mean_am,mean_ax,cor,mean_am_all,mean_ax_all,delta,jaccard,delta_PA,delta_AT,delta_AK,delta_other,delta_GA,n_shared_PA,n_shared_AT,n_shared_AK,n_shared_other,n_shared_GA
236625,Tetrathyrus forcipatus,invertebrate,ok,26904,7502,20408,62.09,77.84,0.091,54.583,81.186,15.75,0.491,NA,18.301,NA,22.44,13.081,0,10672,NA,1720,14512
131543,Thelepus cincinnatus,invertebrate,ok,23172,5499,202754,27.796,56.633,0.45,23.381,31.584,28.837,0.1,NA,24.709,NA,57.11,40.715,0,18064,0,848,4260
422527,Thyonella pervicax,invertebrate,ok,19652,4637,4087,68.921,72.282,0.577,61.264,64.012,3.36,0.693,NA,-7.301,NA,7.655,9.72,NA,7140,NA,1673,10839
464865,Tritonoharpa antiquata,invertebrate,ok,4052,931,53289,31.521,16.06,0.257,29.013,23.425,-15.461,0.07,-15.461,NA,NA,NA,NA,4052,0,NA,0,0
392100,Uroptychus nanophyes,invertebrate,ok,5035,8118,20998,39.628,13.501,0.501,30.047,9.848,-26.127,0.147,-26.127,NA,NA,NA,NA,5035,NA,NA,NA,NA
754865,Vexillum plicarium,invertebrate,ok,2939,1118,14558,13.148,15.623,0.098,14.561,8.914,2.475,0.158,2.475,NA,NA,NA,NA,2939,NA,NA,NA,NA
443882,Trapezia lutea,invertebrate,ok,4026,1455,121061,29.227,20.223,0.236,27.179,11.009,-9.005,0.032,-9.005,NA,NA,NA,NA,4026,NA,NA,NA,NA
467310,Thysanodonta eucosmia,invertebrate,absent_in_mask,0,9011,0,NA,NA,NA,9.79,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
410186,Tonna chinensis,invertebrate,absent_in_mask,0,5027,0,NA,NA,NA,15.311,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
381353,Vasticardium pectiniforme,invertebrate,ok,3275,4088,4334,29.083,10.947,0.235,20.968,7.683,-18.136,0.28,-18.136,NA,NA,NA,NA,3275,NA,NA,NA,NA
254974,Eubalaena japonica,mammal,ok,141368,80321,6661,71.363,81.103,0.704,70.18,77.705,9.741,0.619,NA,NA,10.245,-8.919,NA,0,NA,137648,3720,NA
442920,Thalamita spinimana,invertebrate,ok,2717,1459,11042,14.187,13.764,0.115,16.02,9.599,-0.423,0.179,-0.423,NA,NA,NA,NA,2717,NA,NA,NA,NA
246469,Thor manningi,invertebrate,ok,20027,1737,12836,58.955,69.242,0.481,56.874,50.936,10.287,0.579,NA,-1.523,NA,21.951,19.576,NA,8968,NA,1343,9716
156589,Thracia conradi,invertebrate,ok,34101,1200,23441,59.18,49.428,0.521,57.849,36.579,-9.752,0.581,NA,-14.946,NA,-2.115,-3.173,NA,19327,NA,3001,11773
210187,Trapezia rufopunctata,invertebrate,ok,17428,1266,133930,29.37,22.669,0.416,29.214,8.165,-6.701,0.114,-6.701,NA,NA,NA,NA,17428,NA,NA,NA,NA
528089,Turbo castanea,invertebrate,ok,25115,1400,20421,72.702,74.753,0.596,70.451,48.785,2.05,0.535,NA,0.77,NA,5.385,2.421,NA,9278,NA,2028,13809
216369,Turbo marmoratus,invertebrate,ok,1792,3,26636,4.81,22.695,0.006,4.805,8.836,17.886,0.063,17.886,NA,NA,NA,NA,1792,NA,NA,NA,NA
216999,Tutufa rubeta,invertebrate,ok,2678,13243,15859,24.943,18.493,0.25,20.974,6.773,-6.45,0.084,-6.45,NA,NA,NA,NA,2678,NA,NA,NA,NA
368419,Trizocheles spinosus,invertebrate,ok,0,43446,163,NA,NA,NA,18.517,2.709,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
754382,Vexillum cubanum,invertebrate,ok,2443,11,13738,62.327,35.024,0.623,62.437,36.649,-27.303,0.151,NA,-27.303,NA,NA,NA,NA,2443,NA,0,0
169675,Verongula rigida,invertebrate,ok,6851,6518,4922,59.953,78.093,0.263,41.372,74.089,18.14,0.375,NA,12.353,NA,0.392,28.496,NA,3305,NA,626,2920
871470,Zenopontonia rex,invertebrate,ok,7159,11148,9314,25.069,35.774,0.145,18.548,21.613,10.705,0.259,10.705,NA,NA,NA,NA,7159,NA,NA,0,NA
208871,Thalamita integra,invertebrate,ok,15207,1650,39525,30.965,26.122,0.368,30.514,17.611,-4.844,0.27,-4.844,NA,NA,NA,NA,15207,NA,NA,0,NA
210362,Thenus orientalis,invertebrate,absent_in_mask,0,1598,0,NA,NA,NA,3.214,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
141687,Tonna galea,invertebrate,ok,35599,37390,5616,62.029,78.615,-0.189,47.679,73.14,16.587,0.453,NA,-2.874,NA,70.884,25.773,0,14639,NA,2047,18913
207673,Tridacna crocea,invertebrate,ok,1767,1024,7911,9.859,15.109,0.038,8.883,6.939,5.25,0.165,5.25,NA,NA,NA,NA,1767,NA,NA,NA,NA
215163,Turritella terebra,invertebrate,absent_in_mask,0,1889,0,NA,NA,NA,10.243,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
754855,Vexillum gruneri,invertebrate,ok,3850,763,91152,22.797,17.677,0.146,21.927,11.964,-5.119,0.04,-5.119,NA,NA,NA,NA,3850,NA,NA,NA,NA
394326,Volachlamys singaporina,invertebrate,absent_in_mask,0,2878,0,NA,NA,NA,9.946,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
851422,Tritonia tetraquetra,invertebrate,ok,38400,3581,51800,54.498,74.438,0.298,51.79,45.77,19.939,0.409,43.77,NA,19.413,-6.761,NA,5343,NA,28857,4200,NA
131467,Trypanosyllis zebra,invertebrate,ok,65735,9537,198959,54.632,54.97,0.634,50.909,27.1,0.338,0.24,-8.445,6.062,NA,18.209,4.695,26212,22329,0,2031,15163
1048566,Tylothais aculeata,invertebrate,ok,17690,271,139463,27.028,23.332,0.342,27.613,8.918,-3.696,0.112,-3.696,NA,NA,NA,NA,17690,NA,NA,0,NA
754371,Vexillum cavea,invertebrate,absent_in_mask,0,3372,0,NA,NA,NA,12.597,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
405122,Vokesimurex anniae,invertebrate,ok,9146,429,17319,59.123,62.875,0.321,57.359,47.453,3.752,0.34,NA,-27.151,NA,12.714,10.056,NA,1591,NA,580,6975
110711,Thysanoessa raschii,invertebrate,ok,128036,36941,133537,36.189,72.278,0.398,35.844,50.255,36.089,0.429,12.471,NA,37.201,50.182,NA,8877,0,113215,5944,NA
207670,Tridacna gigas,invertebrate,ok,1651,422,98497,6.836,20.2,-0.059,6.709,10.25,13.364,0.016,13.364,NA,NA,NA,NA,1651,NA,NA,NA,NA
751670,Vexillum cadaverosum,invertebrate,ok,3502,1863,21879,22.971,17.647,0.188,22.325,13.995,-5.324,0.129,-5.324,NA,NA,NA,NA,3502,NA,NA,NA,NA
408053,Vitularia crenifer,invertebrate,ok,689,3538,828,36.009,11.95,0.178,25.546,6.865,-24.059,0.136,-24.059,NA,NA,NA,NA,689,NA,NA,NA,NA
381086,Vepricardium asiaticum,invertebrate,ok,0,682,15599,NA,NA,NA,29.164,43.093,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0
137080,Halichoerus grypus,mammal,ok,12107,10186,4994,66.179,81.684,0.835,41.278,60.334,15.505,0.444,NA,14.171,NA,25.705,NA,NA,10707,NA,1400,0
420681,Tindaria amabilis,invertebrate,ok,15559,444,26045,47.036,59.03,0.376,46.271,33.696,11.994,0.37,NA,-15.625,NA,-11.81,22.677,NA,4184,NA,173,11202
420682,Tindaria cytherea,invertebrate,ok,19143,197,33012,56.259,73.163,0.475,55.82,50.091,16.904,0.366,NA,4.694,NA,14.809,25.203,NA,7653,NA,184,11306
420964,Tivela mactroides,invertebrate,ok,1335,882,3519,54.231,44.516,0.439,43.088,57.622,-9.715,0.233,NA,-9.715,NA,NA,NA,NA,1335,NA,0,0
420967,Transennella cubaniana,invertebrate,ok,12641,2566,18828,44.873,72.294,0.137,42.979,50.472,27.42,0.371,NA,16.048,NA,6.994,45.751,NA,6084,NA,1316,5241
207551,Varuna litterata,invertebrate,ok,28157,1462,155668,21.754,37.271,0.535,22.396,28.311,15.517,0.152,15.514,NA,NA,80.19,NA,28156,NA,NA,1,NA
208320,Vexillum cancellarioides,invertebrate,ok,16748,235,177247,34.691,34.624,0.403,35.368,16.792,-0.067,0.086,-0.067,NA,NA,NA,NA,16748,NA,NA,NA,NA
596866,Vexillum semifasciatum,invertebrate,ok,3229,2016,23245,26.27,31.275,0.204,22.042,12.423,5.006,0.113,5.006,NA,NA,NA,NA,3229,NA,NA,NA,NA
756933,Vexillum histrio,invertebrate,ok,6729,26,27786,64.444,59.929,0.548,64.509,51.903,-4.515,0.195,NA,-13.988,NA,12.369,4.672,NA,3464,NA,366,2899
408054,Vitularia miliaris,invertebrate,ok,1080,4529,8210,31.97,19.201,0.233,23.161,10.989,-12.769,0.078,-12.769,NA,NA,NA,NA,1080,NA,NA,NA,NA
751956,Vexillum lucidum,invertebrate,ok,369,5056,5540,20.751,10.718,-0.353,25.886,9.875,-10.034,0.034,-10.034,NA,NA,NA,NA,369,NA,NA,NA,NA
515530,Thalassocaris crinita,invertebrate,ok,3170,1194,7035,11.365,10.871,0.196,14.14,6.486,-0.495,0.278,-0.495,NA,NA,NA,NA,3170,NA,NA,NA,NA
332640,Travisia hobsonae,invertebrate,ok,20227,12752,14579,53.807,75.336,0.624,41.113,53.848,21.529,0.425,NA,12.622,NA,19.342,30.084,0,8574,NA,2170,9483
418905,Tridentata marginata,invertebrate,ok,56511,24664,120569,46.593,63.812,0.541,41.593,33.88,17.218,0.28,1.846,16.575,17.516,17.581,32.881,9918,15779,17601,3240,9973
444105,Tweedieia odhneri,invertebrate,ok,9002,190,149786,13.652,27.556,0.124,13.954,9.669,13.903,0.057,13.903,NA,NA,NA,NA,9002,NA,NA,NA,NA
381322,Vasticardium elongatum,invertebrate,ok,3544,2191,27519,17.853,12.937,0.18,16.021,6.221,-4.915,0.107,-4.915,NA,NA,NA,NA,3544,NA,NA,NA,NA
142010,Yoldiella solidula,invertebrate,absent_in_mask,0,15260,0,NA,NA,NA,25.583,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA
513609,Toxopneustes roseus,invertebrate,ok,0,10668,3900,NA,NA,NA,18.097,28.886,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA
467628,Trikentrion flabelliforme,invertebrate,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
160082,Turbonilla interrupta,invertebrate,ok,38849,1728,8794,77.999,66.866,0.656,76.099,58.081,-11.132,0.787,NA,-17.864,NA,18.397,-8.146,NA,21181,NA,3384,14284
158157,Unciola serrata,invertebrate,ok,30871,19931,16916,62.361,56.234,0.462,51.591,48.163,-6.127,0.456,NA,-5.047,NA,6.664,-9.067,0,14671,NA,2020,14180
754378,Vexillum crocatum,invertebrate,ok,3451,1762,70215,22.886,15.433,0.187,20.277,8.98,-7.452,0.046,-7.452,NA,NA,NA,NA,3451,NA,NA,NA,NA
157006,Yoldia myalis,invertebrate,ok,113160,8110,20942,66.962,71.248,0.517,63.925,63.958,4.286,0.796,25.85,17.755,1.325,16.046,NA,2530,10123,93263,7244,NA
123826,Zoroaster fulgens,invertebrate,ok,39598,868,24093,56.676,56.265,0.637,55.584,38.172,-0.411,0.613,NA,-7.612,NA,10.291,8.946,NA,22411,NA,413,16774
167454,Zyzzya fuliginosa,invertebrate,ok,1018,3222,9301,19.522,28.776,0.503,20.254,11.117,9.254,0.075,9.254,NA,NA,NA,NA,1018,NA,NA,NA,NA
216596,Timoclea costellifera,invertebrate,absent_in_mask,0,4647,0,NA,NA,NA,15.86,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
160074,Vermicularia spirata,invertebrate,ok,22953,1132,23133,65.354,70.596,0.63,64.102,44.948,5.241,0.486,NA,-0.93,NA,6.44,9.027,NA,8309,NA,1608,13036
215762,Vexilla vexillum,invertebrate,ok,17889,287,139264,30.814,29.661,0.444,31.367,13.884,-1.152,0.114,-1.152,NA,NA,NA,NA,17889,NA,NA,0,NA
157005,Yoldia limatula,invertebrate,ok,8074,14156,34436,45.366,84.516,0.486,21.039,47.048,39.151,0.142,NA,41.734,NA,27.31,NA,0,6628,0,1446,0
137087,Balaenoptera acutorostrata,mammal,ok,486824,93752,419,52.189,53.18,0.818,49.415,53.15,0.992,0.838,-12.114,-3.681,17.394,29.135,0.317,232856,50271,197610,1717,4370
137279,Thalia democratica,invertebrate,ok,49917,21099,239908,32.062,68.898,0.556,30.361,58.927,36.836,0.161,42.187,20.531,NA,31.735,NA,37430,12193,0,294,0
266470,Thysanocardia nigra,invertebrate,ok,8891,27376,1183,63.637,60.798,0.49,43.144,55.245,-2.839,0.237,-2.479,NA,-9.681,3.423,NA,6227,NA,1444,1220,NA
386334,Tonicia schrammi,invertebrate,ok,22864,831,13454,63.499,63.974,0.653,62.335,50.682,0.475,0.615,NA,-4.812,NA,5.112,4.114,NA,9523,NA,1818,11523
422490,Tripneustes ventricosus,invertebrate,ok,17958,3828,40311,36.933,46.72,0.343,32.696,25.667,9.787,0.289,NA,3.9,NA,10.995,14.615,NA,7840,NA,744,9374
596889,Vexillum amabile,invertebrate,ok,2246,2815,5142,34.143,20.526,0.287,27.325,10.632,-13.616,0.22,-13.616,NA,NA,NA,NA,2246,NA,NA,NA,NA
761620,Westheidesyllis gesae,invertebrate,ok,22210,23793,3208,58.027,69.451,0.42,37.085,62.18,11.424,0.451,NA,-6.391,NA,21.341,20.846,0,7717,NA,1870,12623
381145,Vepricardium multispinosum,invertebrate,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
137281,Thetys vagina,invertebrate,ok,69816,17048,117524,36.004,59.091,0.637,31.696,48.763,23.087,0.342,47.107,18.86,8.851,28.355,40.86,7625,20683,24795,3180,13533
421631,Thyropus sphaeroma,invertebrate,ok,25726,8120,64331,64.122,85.479,0.079,56.17,46.259,21.357,0.262,NA,29.496,NA,20.56,15.32,0,10551,NA,1092,14083
211101,Vasum ceramicum,invertebrate,ok,17333,573,136220,26.557,29.378,0.367,26.812,15.947,2.822,0.112,2.822,NA,NA,NA,NA,17333,NA,NA,0,NA
420082,Vexillum epiphaneum,invertebrate,ok,17682,3387,7693,67.989,78.53,0.407,62.411,67.846,10.541,0.615,NA,-5.09,NA,22.379,15.563,NA,4814,NA,1559,11309
405227,Vokesimurex rubidus,invertebrate,ok,22607,1808,10699,68.208,77.627,0.551,65.583,61.331,9.419,0.644,NA,8.35,NA,2.545,10.953,NA,8132,NA,1606,12869
743842,Xenophora cerea,invertebrate,absent_in_mask,0,6146,0,NA,NA,NA,23.386,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
165956,Topsentia ophiraphidites,invertebrate,ok,3239,1286,15817,51.449,59.98,0.174,46.593,49.109,8.53,0.159,NA,3.485,NA,11.538,30.844,NA,2418,NA,317,504
388534,Uroptychus alcocki,invertebrate,ok,4522,4176,31779,27.746,16.253,0.216,25.216,10.891,-11.493,0.112,-11.493,NA,NA,NA,NA,4522,NA,NA,NA,NA
152282,Tridonta elliptica,invertebrate,ok,127281,7323,30119,61.349,51.701,0.569,59.406,45.189,-9.648,0.773,12.792,12.886,-14.821,13.525,NA,4550,11583,103675,7473,NA
534211,Turbo crassus,invertebrate,ok,2238,2251,16416,27.803,14.355,0.233,24.882,5.065,-13.448,0.107,-13.448,NA,NA,NA,NA,2238,NA,NA,NA,NA
420495,Turbonilla puncta,invertebrate,ok,16835,2376,26810,47.358,79.447,0.425,44.874,56.678,32.089,0.366,NA,26.94,NA,29.11,39.436,NA,9103,NA,962,6770
216372,Turbo radiatus,invertebrate,absent_in_mask,0,2339,0,NA,NA,NA,11.403,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
420366,Vitricythara metria,invertebrate,ok,21165,1493,14697,61.4,76.269,0.571,58.536,58.43,14.869,0.567,NA,1.911,NA,14.999,27.168,NA,9549,NA,1572,10044
368387,Xylocheles macrops,invertebrate,absent_in_mask,0,670,0,NA,NA,NA,18.036,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
382205,Tridacna derasa,invertebrate,ok,1868,1288,23815,22.619,25.384,0.294,24.843,8.032,2.765,0.069,2.765,NA,NA,NA,NA,1868,NA,NA,NA,NA
419685,Vitrinella floridana,invertebrate,ok,17522,785,17019,61.109,64.305,0.571,59.648,44.656,3.195,0.496,NA,-18.005,NA,13.945,9.967,NA,4458,NA,1521,11543
465410,Thersistrombus thersites,invertebrate,ok,3184,1525,34941,18.597,27.373,0.092,17.864,11.151,8.776,0.08,8.776,NA,NA,NA,NA,3184,NA,NA,NA,NA
156674,Thyasira trisinuata,invertebrate,ok,41547,86065,6119,67.081,70.516,0.468,49.145,62.957,3.434,0.311,NA,-0.143,NA,32.03,2.875,0,22779,0,3155,15613
403948,Trigonulina ornata,invertebrate,ok,25625,2273,8904,65.414,78.966,0.43,62.404,69.641,13.552,0.696,NA,16.132,NA,34.764,9.269,0,9940,NA,1629,14056
435104,Turricula javana,invertebrate,absent_in_mask,0,682,0,NA,NA,NA,25.501,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
242608,Berardius bairdii,mammal,ok,200063,16803,27659,70.55,60.644,0.101,65.414,55.515,-9.906,0.818,-3.179,NA,-13.201,63.507,NA,34768,NA,161242,4053,NA
208857,Thalamita gatavakensis,invertebrate,ok,2848,15541,4153,30.432,17.921,0.259,31.47,13.897,-12.511,0.126,-12.511,NA,NA,NA,NA,2848,NA,NA,NA,NA
208840,Thalamita quadrilobata,invertebrate,ok,4519,13817,9812,27.069,12.168,0.098,26.256,8.688,-14.902,0.161,-14.902,NA,NA,NA,NA,4519,NA,NA,NA,NA
123947,Thoracaster cylindratus,invertebrate,ok,13617,51,84195,54.528,65.592,0.382,54.435,30.742,11.064,0.139,NA,16.111,NA,NA,8.529,0,4553,0,0,9064
141646,Thracia devexa,invertebrate,ok,30014,2382,69591,68.42,63.009,0.562,64.829,51.222,-5.411,0.294,NA,NA,-6.257,22.52,NA,NA,NA,29132,882,NA
147240,Tubulanus pellucidus,invertebrate,ok,13976,185,63114,42.338,73.683,0.336,42.596,36.145,31.345,0.181,30.179,31.281,NA,24.314,48.862,5100,5675,0,2027,1174
216998,Tutufa bubo,invertebrate,ok,19235,594,153695,26.991,27.755,0.45,27.368,16.822,0.764,0.111,0.764,NA,NA,NA,NA,19235,0,NA,0,0
128821,Urocorycaeus furcifer,invertebrate,ok,20650,9167,246490,34.703,64.029,0.408,39.933,22.823,29.325,0.075,2.062,49.84,NA,22.542,25.887,2424,5430,0,393,12403
466608,Vasticardium orbita,invertebrate,ok,16611,1453,109274,32.488,24.982,0.437,32.104,9.902,-7.506,0.13,-7.506,NA,NA,NA,NA,16611,NA,NA,NA,NA
111590,Watersipora cucullata,invertebrate,ok,1499,0,133596,4.033,43.833,-0.124,4.033,27.059,39.8,0.011,39.8,NA,NA,NA,NA,1499,0,0,0,0
107701,Willemoesia forceps,invertebrate,ok,15206,839,26254,66.023,74.345,0.506,63.91,65.283,8.321,0.359,NA,26.595,NA,NA,3.426,NA,3213,NA,NA,11993
220222,Eubalaena australis,mammal,absent_in_mask,0,7514,0,NA,NA,NA,3.911,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
709483,Thylacodes colubrinus,invertebrate,ok,3598,741,197538,29.634,19.631,0.242,28.271,8.812,-10.003,0.018,-10.003,NA,NA,NA,NA,3598,NA,NA,0,NA
208014,Tonna perdix,invertebrate,ok,19670,733,185241,29.418,26.258,0.466,29.351,10.681,-3.159,0.096,-3.159,NA,NA,NA,NA,19670,NA,NA,0,NA
141694,Tremoctopus violaceus,invertebrate,ok,31459,438,44891,68.211,80.666,0.274,67.713,78.499,12.455,0.41,NA,15.737,NA,1.717,10.813,NA,14373,NA,2102,14984
504547,Tucetona pectunculus,invertebrate,ok,1148,1722,8447,7.218,25.71,-0.075,12.3,7.826,18.493,0.101,18.493,NA,NA,NA,NA,1148,NA,NA,NA,NA
504474,Trisidos semitorta,invertebrate,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
442899,Thalamita macropus,invertebrate,ok,1349,22876,2706,14.878,19.917,-0.009,29.173,17.126,5.04,0.05,5.04,NA,NA,NA,NA,1349,NA,NA,0,NA
116628,Thompsonula hyaenae,invertebrate,ok,8547,11997,4655,57.761,61.766,0.486,45.939,46.296,4.005,0.339,NA,-1.35,NA,-7.486,15.071,NA,4401,NA,989,3157
292833,Thrissacanthias penicillatus,invertebrate,ok,7861,2582,29007,42.265,43.352,0.659,33.401,24.857,1.087,0.199,-6.529,NA,13.358,14.069,NA,4867,NA,2525,469,NA
709486,Thylacodes decussatus,invertebrate,ok,20705,1772,15002,55.898,78.294,0.328,54.074,63.959,22.396,0.552,NA,12.991,NA,38.625,27.093,NA,7918,NA,1249,11538
124672,Thyone inermis,invertebrate,ok,25104,6846,14523,53.272,55.461,0.596,50.963,44.354,2.189,0.54,NA,-9.094,NA,12.12,10.21,NA,10596,NA,1671,12837
216598,Timoclea marica,invertebrate,ok,2395,3078,5323,32.916,11.22,0.2,26.575,6.54,-21.696,0.222,-21.696,NA,NA,NA,NA,2395,NA,NA,NA,NA
410306,Tonna tessellata,invertebrate,ok,1473,722,26039,4.401,18.446,0.064,12.128,10.032,14.044,0.052,14.044,NA,NA,NA,NA,1473,NA,NA,NA,NA
420051,Triplofusus giganteus,invertebrate,ok,24278,2516,6309,71.993,72.449,0.54,67.728,62.817,0.456,0.733,NA,-8.601,NA,21.377,3.912,NA,9161,NA,1760,13357
420482,Turbonilla curta,invertebrate,ok,30967,976,19345,43.773,65.043,-0.138,42.928,57.64,21.27,0.604,NA,-5.199,NA,63.679,41.977,NA,14139,NA,1188,15640
416583,Vibilia gibbosa,invertebrate,ok,21865,15857,38882,59.039,35.608,-0.087,45.531,34.358,-23.431,0.285,NA,-20.574,NA,-17.327,-25.342,0,7089,NA,994,13782
254997,Callorhinus ursinus,mammal,ok,242030,26161,151999,60.837,41.261,0.646,56.958,30.144,-19.576,0.576,-9.768,NA,-22.418,25.921,NA,34819,NA,202091,5120,NA
422118,Tetraxanthus bidentatus,invertebrate,ok,18731,2539,18450,55.748,68.762,0.406,52.762,57.524,13.015,0.472,NA,13.686,NA,17.76,12.143,NA,8898,NA,463,9370
208848,Thalamita crenata,invertebrate,ok,12872,1737,47421,19.036,26.992,0.207,20.172,16.233,7.956,0.208,7.956,NA,NA,NA,NA,12872,NA,NA,0,NA
235437,Thecidellina maxilla,invertebrate,ok,13714,28735,38695,26.935,30.185,0.363,29.346,18.978,3.249,0.169,3.249,NA,NA,NA,NA,13714,NA,NA,0,NA
152398,Tridonta borealis,invertebrate,ok,111441,39389,34136,72.348,56.948,0.594,75.34,46.868,-15.4,0.602,30.283,9.027,-22.456,16.114,NA,2661,11641,89892,7247,NA
754026,Vexillum virgo,invertebrate,ok,1779,2451,8831,19.132,23.579,0.201,18.436,6.815,4.448,0.136,4.448,NA,NA,NA,NA,1779,NA,NA,NA,NA
477905,Upogebia darwinii,invertebrate,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
140771,Zirfaea crispata,invertebrate,ok,11555,6043,2782,54.1,69.72,0.684,37.744,59.591,15.62,0.567,NA,15.635,NA,15.513,NA,NA,10194,NA,1361,0
171012,Xenospongia patelliformis,invertebrate,absent_in_mask,0,682,0,NA,NA,NA,25.939,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
137095,Feresa attenuata,mammal,ok,257917,57213,12,52.932,57.059,0.273,49.141,57.059,4.127,0.818,-2.423,22.019,NA,76.435,29.265,199319,33228,0,1552,23818
332560,Thelepus crispus,invertebrate,ok,13191,5953,74312,40.727,64.831,0.27,35.367,42.16,24.104,0.141,11.927,NA,30.796,34.649,NA,5176,0,5578,2437,0
131544,Thelepus setosus,invertebrate,ok,53445,50876,76184,45.689,62.684,0.293,36.481,38.563,16.995,0.296,8.812,20.756,11.231,-0.464,36.468,9973,14714,15415,3918,9425
514788,Urocaris longicaudata,invertebrate,ok,19327,1650,15967,60.424,75.139,0.577,58.309,52.73,14.715,0.523,NA,5.119,NA,18.859,21.936,NA,7937,NA,1975,9415
335016,Vermiliopsis annulata,invertebrate,ok,22753,17476,12622,66.103,72.216,0.578,53.786,54.524,6.113,0.431,NA,-9.634,NA,1.837,19.372,0,9368,NA,1708,11677
382406,Voluta musica,invertebrate,ok,7583,1352,41548,29.708,51.902,0.336,26.074,36.906,22.194,0.15,NA,17.635,NA,20.199,32.856,NA,4941,NA,446,2196
383004,Willemoesia inornata,invertebrate,absent_in_mask,0,80758,0,NA,NA,NA,28.662,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,NA
342403,Thaumoctopus mimicus,invertebrate,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
117932,Thuiaria articulata,invertebrate,ok,8952,107520,7927,54.722,75.599,-0.108,47.389,57.932,20.877,0.072,NA,19.476,NA,37.21,NA,0,8245,0,707,NA
208013,Tonna sulcosa,invertebrate,ok,1444,1138,6462,4.807,15.382,-0.099,11.016,9.652,10.575,0.16,10.575,NA,NA,NA,NA,1444,NA,NA,NA,NA
419541,Turritella acropora,invertebrate,ok,25743,2927,2151,62.036,70.503,0.316,57.895,67.008,8.466,0.835,NA,4.695,NA,35.104,7.632,NA,9559,NA,1804,14380
435108,Turricula nelliae,invertebrate,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
1027552,Tutufa bufo,invertebrate,ok,1804,3649,1993,30.157,16.512,0.23,24.578,11.072,-13.645,0.242,-13.645,NA,NA,NA,NA,1804,NA,NA,NA,NA
754470,Vexillum dermestinum,invertebrate,ok,3480,501,8783,56.03,42.23,0.305,52.301,39.696,-13.8,0.273,NA,-24.145,NA,12.946,15.256,NA,2552,NA,243,685
591502,Vexillum granosum,invertebrate,ok,2536,2597,26045,21.529,10.861,0.215,19.141,6.185,-10.668,0.081,-10.668,NA,NA,NA,NA,2536,NA,NA,NA,NA
137091,Balaenoptera physalus,mammal,ok,378372,247390,0,56.203,64.275,0.669,40.2,64.275,8.071,0.605,-10.661,-4.575,22.674,59.981,NA,133797,40970,202231,1374,0
254999,Eumetopias jubatus,mammal,ok,103615,32360,137584,40.908,41.769,0.837,40.484,24.454,0.861,0.379,36.492,NA,-3.189,5.584,NA,9190,NA,88161,6264,NA
220198,Thaumastocaris streptopus,invertebrate,ok,3646,14027,6851,17.332,41.017,-0.137,18.287,40.859,23.685,0.149,23.685,NA,NA,NA,NA,3646,NA,NA,NA,NA
443885,Trapezia septata,invertebrate,ok,3634,16428,11644,29.722,14.27,0.231,29.398,8.131,-15.451,0.115,-15.451,NA,NA,NA,NA,3634,NA,NA,0,NA
413432,Turbo setosus,invertebrate,ok,5380,10356,16198,34.93,23.027,0.293,29.408,12.695,-11.904,0.168,-11.904,NA,NA,NA,NA,5380,NA,NA,NA,NA
446545,Turritella cingulifera,invertebrate,ok,14,6882,139,28.973,14.686,0.373,23.702,22.299,-14.287,0.002,-14.287,NA,NA,NA,NA,14,NA,NA,NA,NA
