scientific_name,reason
Polyipnus aquavitus,iucn_range_outside_us_eez
Polyipnus elongatus,iucn_range_outside_us_eez
Polyipnus fraseri,iucn_range_outside_us_eez
Polyipnus ruggeri,iucn_range_outside_us_eez
Polyipnus soelae,iucn_range_outside_us_eez
Polyipnus spinifer,iucn_range_outside_us_eez
Polyipnus tridentifer,iucn_range_outside_us_eez
Polyipnus triphanos,iucn_range_outside_us_eez
Polyipnus unispinus,iucn_range_outside_us_eez
Polymetme elongata,iucn_range_outside_us_eez
Polymetme surugaensis,iucn_range_outside_us_eez
Pomacanthus annularis,iucn_range_outside_us_eez
Pomacanthus navarchus,iucn_range_outside_us_eez
Pomacanthus semicirculatus,iucn_range_outside_us_eez
Pomacanthus sexstriatus,iucn_range_outside_us_eez
Pomacanthus xanthometopon,iucn_range_outside_us_eez
Pomacentrus adelus,iucn_range_outside_us_eez
Pomacentrus alexanderae,iucn_range_outside_us_eez
Pomacentrus amboinensis,iucn_range_outside_us_eez
Pomacentrus auriventris,iucn_range_outside_us_eez
Pomacentrus australis,iucn_range_outside_us_eez
Pomacentrus bankanensis,iucn_range_outside_us_eez
Pomacentrus burroughi,iucn_range_outside_us_eez
Pomacentrus caeruleus,iucn_range_outside_us_eez
Pomacentrus callainus,iucn_range_outside_us_eez
Pomacentrus chrysurus,iucn_range_outside_us_eez
Pomacentrus cuneatus,iucn_range_outside_us_eez
Pomacentrus grammorhynchus,iucn_range_outside_us_eez
Pomacentrus imitator,iucn_range_outside_us_eez
Pomacentrus lepidogenys,iucn_range_outside_us_eez
Pomacentrus littoralis,iucn_range_outside_us_eez
Pomacentrus melanochir,iucn_range_outside_us_eez
Pomacentrus milleri,iucn_range_outside_us_eez
Pomacentrus moluccensis,iucn_range_outside_us_eez
Pomacentrus nagasakiensis,iucn_range_outside_us_eez
Pomacentrus nigromanus,iucn_range_outside_us_eez
Pomacentrus nigromarginatus,iucn_range_outside_us_eez
Pomacentrus opisthostigma,iucn_range_outside_us_eez
Pomacentrus philippinus,iucn_range_outside_us_eez
Pomacentrus reidi,iucn_range_outside_us_eez
Pomacentrus simsiang,iucn_range_outside_us_eez
Pomacentrus smithi,iucn_range_outside_us_eez
Pomacentrus taeniometopon,iucn_range_outside_us_eez
Pomacentrus trilineatus,iucn_range_outside_us_eez
Pomacentrus tripunctatus,iucn_range_outside_us_eez
Pomacentrus wardi,iucn_range_outside_us_eez
Pomachromis fuscidorsalis,iucn_range_outside_us_eez
Pomadasys argyreus,iucn_range_outside_us_eez
Pomadasys auritus,iucn_range_outside_us_eez
Pomadasys branickii,iucn_range_outside_us_eez
Pomadasys furcatus,iucn_range_outside_us_eez
Pomadasys guoraca,iucn_range_outside_us_eez
Pomadasys maculatus,iucn_range_outside_us_eez
Pomadasys trifasciatus,iucn_range_outside_us_eez
Pontinus furcirhinus,iucn_range_outside_us_eez
Pontinus helena,iucn_range_outside_us_eez
Pontinus rhodochrous,iucn_range_outside_us_eez
Porichthys analis,iucn_range_outside_us_eez
Porichthys bathoiketes,iucn_range_outside_us_eez
Porichthys margaritatus,iucn_range_outside_us_eez
Porichthys pauciradiatus,iucn_range_outside_us_eez
Porichthys porosissimus,iucn_range_outside_us_eez
Porites branneri,iucn_range_outside_us_eez
Porites colonensis,iucn_range_outside_us_eez
Porites profundus,iucn_range_outside_us_eez
Porites somaliensis,iucn_range_outside_us_eez
Porogadus guentheri,iucn_range_outside_us_eez
Poromitra crassiceps,iucn_range_outside_us_eez
Praealticus bilineatus,iucn_range_outside_us_eez
Praealticus striatus,iucn_range_outside_us_eez
Praealticus tanegasimae,iucn_range_outside_us_eez
Priacanthus macracanthus,iucn_range_outside_us_eez
Priacanthus tayenus,iucn_range_outside_us_eez
Priolepis akihitoi,iucn_range_outside_us_eez
Priolepis compita,iucn_range_outside_us_eez
Priolepis dawsoni,iucn_range_outside_us_eez
Priolepis fallacincta,iucn_range_outside_us_eez
Priolepis nocturna,iucn_range_outside_us_eez
Priolepis nuchifasciata,iucn_range_outside_us_eez
Priolepis profunda,iucn_range_outside_us_eez
Priolepis psygmophilia,iucn_range_outside_us_eez
Priolepis triops,iucn_range_outside_us_eez
Prionotus albirostris,iucn_range_outside_us_eez
Prionotus beanii,iucn_range_outside_us_eez
Prionotus birostratus,iucn_range_outside_us_eez
Prionotus horrens,iucn_range_outside_us_eez
Prionotus ruscarius,iucn_range_outside_us_eez
Prionurus maculatus,iucn_range_outside_us_eez
Prionurus punctatus,iucn_range_outside_us_eez
Pristicon rhodopterus,iucn_range_outside_us_eez
Pristicon rufus,iucn_range_outside_us_eez
Pristipomoides typus,iucn_range_outside_us_eez
Pristis zijsron,iucn_range_outside_us_eez
Pristotis obtusirostris,iucn_range_outside_us_eez
Profundiconus teramachii,iucn_range_outside_us_eez
Profundiconus vaubani,iucn_range_outside_us_eez
Prognichthys sealei,iucn_range_outside_us_eez
Prognichthys tringa,iucn_range_outside_us_eez
Proscyllium habereri,iucn_range_outside_us_eez
Protemblemaria bicirrus,iucn_range_outside_us_eez
Protosciaena bathytatos,iucn_range_outside_us_eez
Psammocora albopicta,iucn_range_outside_us_eez
Psammodiscus ocellatus,iucn_range_outside_us_eez
Psettina brevirictis,iucn_range_outside_us_eez
Psettina gigantea,iucn_range_outside_us_eez
Psettina iijimae,iucn_range_outside_us_eez
Psettina variegata,iucn_range_outside_us_eez
Psettodes erumei,iucn_range_outside_us_eez
Pseudaesopia japonica,iucn_range_outside_us_eez
Pseudamia amblyuroptera,iucn_range_outside_us_eez
Pseudanthias bimaculatus,iucn_range_outside_us_eez
Pseudanthias elongatus,iucn_range_outside_us_eez
Pseudanthias engelhardi,iucn_range_outside_us_eez
Pseudanthias evansi,iucn_range_outside_us_eez
Pseudanthias fasciatus,iucn_range_outside_us_eez
Pseudanthias huchtii,iucn_range_outside_us_eez
Pseudanthias luzonensis,iucn_range_outside_us_eez
Pseudanthias pictilis,iucn_range_outside_us_eez
Pseudanthias pleurotaenia,iucn_range_outside_us_eez
Pseudanthias rubrizonatus,iucn_range_outside_us_eez
Pseudanthias squamipinnis,iucn_range_outside_us_eez
Pseudanthias tuka,iucn_range_outside_us_eez
Pseudaspius brandtii,iucn_range_outside_us_eez
Pseudobalistes naufragium,iucn_range_outside_us_eez
Pseudobatos percellens,iucn_range_outside_us_eez
Pseudocheilinops ataenia,iucn_range_outside_us_eez
Pseudochromis andamanensis,iucn_range_outside_us_eez
Pseudochromis bitaeniatus,iucn_range_outside_us_eez
Pseudochromis elongatus,iucn_range_outside_us_eez
Pseudochromis flammicauda,iucn_range_outside_us_eez
Pseudochromis fuscus,iucn_range_outside_us_eez
Pseudochromis luteus,iucn_range_outside_us_eez
Pseudochromis marshallensis,iucn_range_outside_us_eez
Pseudochromis perspicillatus,iucn_range_outside_us_eez
Pseudochromis quinquedentatus,iucn_range_outside_us_eez
Pseudochromis ransonneti,iucn_range_outside_us_eez
Pseudochromis tapeinosoma,iucn_range_outside_us_eez
Pseudochromis wilsoni,iucn_range_outside_us_eez
Pseudogobius melanosticta,iucn_range_outside_us_eez
Pseudogobius poicilosoma,iucn_range_outside_us_eez
Pseudojuloides atavai,iucn_range_outside_us_eez
Pseudojuloides elongatus,iucn_range_outside_us_eez
Pseudomonacanthus elongatus,iucn_range_outside_us_eez
Pseudomonacanthus macrurus,iucn_range_outside_us_eez
Pseudomonacanthus peroni,iucn_range_outside_us_eez
Pseudonus squamiceps,iucn_range_outside_us_eez
Pseudoplesiops annae,iucn_range_outside_us_eez
Pseudoplesiops immaculatus,iucn_range_outside_us_eez
Pseudoplesiops typus,iucn_range_outside_us_eez
Pseudopleuronectes herzensteini,iucn_range_outside_us_eez
Pseudorhombus argus,iucn_range_outside_us_eez
Pseudorhombus diplospilus,iucn_range_outside_us_eez
Pseudorhombus dupliciocellatus,iucn_range_outside_us_eez
Pseudorhombus elevatus,iucn_range_outside_us_eez
Pseudorhombus javanicus,iucn_range_outside_us_eez
Pseudorhombus jenynsii,iucn_range_outside_us_eez
Pseudorhombus malayanus,iucn_range_outside_us_eez
Pseudorhombus megalops,iucn_range_outside_us_eez
Pseudorhombus neglectus,iucn_range_outside_us_eez
Pseudorhombus oligodon,iucn_range_outside_us_eez
Pseudorhombus pentophthalmus,iucn_range_outside_us_eez
Pseudorhombus quinquocellatus,iucn_range_outside_us_eez
Pseudorhombus spinosus,iucn_range_outside_us_eez
Pseudorhombus triocellatus,iucn_range_outside_us_eez
Pseudoscopelus bothrorrhinos,iucn_range_outside_us_eez
Pseudosiderastrea tayamai,iucn_range_outside_us_eez
Pseudotriacanthus strigilifer,iucn_range_outside_us_eez
Pteragogus flagellifer,iucn_range_outside_us_eez
Pteragogus guttatus,iucn_range_outside_us_eez
Ptereleotris grammica,iucn_range_outside_us_eez
Pterocaesio chrysozona,iucn_range_outside_us_eez
Pterocaesio digramma,iucn_range_outside_us_eez
Pterocaesio pisang,iucn_range_outside_us_eez
Pterocaesio tessellata,iucn_range_outside_us_eez
Pterocaesio trilineata,iucn_range_outside_us_eez
Pteroidichthys amboinensis,iucn_range_outside_us_eez
Pteroidichthys noronhai,iucn_range_outside_us_eez
Pterois lunulata,iucn_range_outside_us_eez
Pterois mombasae,iucn_range_outside_us_eez
Pterois paucispinula,iucn_range_outside_us_eez
Pterois russelii,iucn_range_outside_us_eez
Pterotolithus maculatus,iucn_range_outside_us_eez
Pterygotrigla hemisticta,iucn_range_outside_us_eez
Pterygotrigla macrorhynchus,iucn_range_outside_us_eez
Puerulus angulatus,iucn_range_outside_us_eez
Pycnochromis agilis,iucn_range_outside_us_eez
Pycnochromis lineatus,iucn_range_outside_us_eez
Pycnochromis ovatiformis,iucn_range_outside_us_eez
Pycnochromis retrofasciatus,iucn_range_outside_us_eez
Pycnocraspedum squamipinne,iucn_range_outside_us_eez
Pyramodon punctatus,iucn_range_outside_us_eez
Quassiremus evionthas,iucn_range_outside_us_eez
Quassiremus nothochir,iucn_range_outside_us_eez
Rastrelliger brachysoma,iucn_range_outside_us_eez
Rastrelliger faughni,iucn_range_outside_us_eez
Redigobius balteatus,iucn_range_outside_us_eez
Redigobius tambujon,iucn_range_outside_us_eez
Rhabdamia gracilis,iucn_range_outside_us_eez
Rhabdoblennius nitidus,iucn_range_outside_us_eez
Rhabdosargus sarba,iucn_range_outside_us_eez
Rhina ancylostomus,iucn_range_outside_us_eez
Rhinecanthus verrucosus,iucn_range_outside_us_eez
Rhinochimaera africana,iucn_range_outside_us_eez
Rhinochimaera pacifica,iucn_range_outside_us_eez
Rhinopias aphanes,iucn_range_outside_us_eez
Rhinopias eschmeyeri,iucn_range_outside_us_eez
Rhinopias frondosa,iucn_range_outside_us_eez
Rhinoptera javanica,iucn_range_outside_us_eez
Rhinoraja longicauda,iucn_range_outside_us_eez
Rhizoprionodon acutus,iucn_range_outside_us_eez
Rhizoprionodon oligolinx,iucn_range_outside_us_eez
Rhynchoconger ectenurus,iucn_range_outside_us_eez
Rhynchoconger nitens,iucn_range_outside_us_eez
Rhynchorhamphus georgii,iucn_range_outside_us_eez
Richardsonichthys leucogaster,iucn_range_outside_us_eez
Robinsia catherinae,iucn_range_outside_us_eez
Rogadius asper,iucn_range_outside_us_eez
Rogadius mcgroutheri,iucn_range_outside_us_eez
Rogadius patriciae,iucn_range_outside_us_eez
Rogadius pristiger,iucn_range_outside_us_eez
Rogadius serratus,iucn_range_outside_us_eez
Rostroraja cervigoni,iucn_range_outside_us_eez
Rostroraja equatorialis,iucn_range_outside_us_eez
Rostroraja velezi,iucn_range_outside_us_eez
Rudarius excelsus,iucn_range_outside_us_eez
Rudarius minutus,iucn_range_outside_us_eez
Rypticus bicolor,iucn_range_outside_us_eez
Rypticus nigripinnis,iucn_range_outside_us_eez
Sacura margaritacea,iucn_range_outside_us_eez
Salarias ceramensis,iucn_range_outside_us_eez
Salarias patzneri,iucn_range_outside_us_eez
Salarias ramosus,iucn_range_outside_us_eez
Salarias segmentatus,iucn_range_outside_us_eez
Salarias sexfilum,iucn_range_outside_us_eez
Salarias sinuosus,iucn_range_outside_us_eez
Salvelinus leucomaenis,iucn_range_outside_us_eez
Samaris cristatus,iucn_range_outside_us_eez
Samaris macrolepis,iucn_range_outside_us_eez
Samaris spinea,iucn_range_outside_us_eez
Samariscus huysmani,iucn_range_outside_us_eez
Samariscus longimanus,iucn_range_outside_us_eez
Samariscus sunieri,iucn_range_outside_us_eez
Sardinella albella,iucn_range_outside_us_eez
Sardinella brasiliensis,iucn_range_outside_us_eez
Sardinella gibbosa,iucn_range_outside_us_eez
Sargocentron cornutum,iucn_range_outside_us_eez
Sargocentron inaequalis,iucn_range_outside_us_eez
Sargocentron rubrum,iucn_range_outside_us_eez
Satyrichthys laticeps,iucn_range_outside_us_eez
Saurenchelys fierasfer,iucn_range_outside_us_eez
Saurida argentea,iucn_range_outside_us_eez
Saurida elongata,iucn_range_outside_us_eez
Saurida filamentosa,iucn_range_outside_us_eez
Saurida longimanus,iucn_range_outside_us_eez
Saurida macrolepis,iucn_range_outside_us_eez
Saurida micropectoralis,iucn_range_outside_us_eez
Saurida undosquamis,iucn_range_outside_us_eez
Saurida wanieso,iucn_range_outside_us_eez
Scalicus investigatoris,iucn_range_outside_us_eez
Scammarctus batei,iucn_range_outside_us_eez
Scartelaos histophorus,iucn_range_outside_us_eez
Scarus compressus,iucn_range_outside_us_eez
Scarus falcipinnis,iucn_range_outside_us_eez
Scarus ferrugineus,iucn_range_outside_us_eez
Scarus flavipectoralis,iucn_range_outside_us_eez
Scarus ghobban,iucn_range_outside_us_eez
Scarus hypselopterus,iucn_range_outside_us_eez
Scarus longipinnis,iucn_range_outside_us_eez
Scarus perrico,iucn_range_outside_us_eez
Scarus prasiognathos,iucn_range_outside_us_eez
Scarus quoyi,iucn_range_outside_us_eez
Scarus rivulatus,iucn_range_outside_us_eez
Scarus scaber,iucn_range_outside_us_eez
Scarus viridifucatus,iucn_range_outside_us_eez
Scatophagus argus,iucn_range_outside_us_eez
Schroederichthys maculatus,iucn_range_outside_us_eez
Schultzidia retropinnis,iucn_range_outside_us_eez
Sciades herzbergii,iucn_range_outside_us_eez
Scolecenchelys australis,iucn_range_outside_us_eez
Scolecenchelys breviceps,iucn_range_outside_us_eez
Scolopsis ciliata,iucn_range_outside_us_eez
Scolopsis margaritifera,iucn_range_outside_us_eez
Scomber colias,iucn_range_outside_us_eez
Scomberoides commersonnianus,iucn_range_outside_us_eez
Scomberoides tala,iucn_range_outside_us_eez
Scomberoides tol,iucn_range_outside_us_eez
Scomberomorus brasiliensis,iucn_range_outside_us_eez
Scomberomorus commerson,iucn_range_outside_us_eez
Scorpaena histrio,iucn_range_outside_us_eez
Scorpaena onaria,iucn_range_outside_us_eez
Scorpaena russula,iucn_range_outside_us_eez
Scorpaena sonorae,iucn_range_outside_us_eez
Scorpaenodes quadrispinosus,iucn_range_outside_us_eez
Scorpaenodes scaber,iucn_range_outside_us_eez
Scorpaenopsis cirrosa,iucn_range_outside_us_eez
Scorpaenopsis cotticeps,iucn_range_outside_us_eez
Scorpaenopsis eschmeyeri,iucn_range_outside_us_eez
Scorpaenopsis neglecta,iucn_range_outside_us_eez
Scorpaenopsis ramaraoi,iucn_range_outside_us_eez
Scorpaenopsis venosa,iucn_range_outside_us_eez
Scyliorhinus hesperius,iucn_range_outside_us_eez
Sebastes mentella,iucn_range_outside_us_eez
Selar boops,iucn_range_outside_us_eez
Selaroides leptolepis,iucn_range_outside_us_eez
Selenotoca multifasciata,iucn_range_outside_us_eez
Seriatopora guttata,iucn_range_outside_us_eez
Seriola peruana,iucn_range_outside_us_eez
Seriola quinqueradiata,iucn_range_outside_us_eez
Seriolina nigrofasciata,iucn_range_outside_us_eez
Serranocirrhitus latus,iucn_range_outside_us_eez
Serranus huascarii,iucn_range_outside_us_eez
Serranus psittacinus,iucn_range_outside_us_eez
Setipinna tenuifilis,iucn_range_outside_us_eez
Sicyopterus lagocephalus,iucn_range_outside_us_eez
Sicyopus zosterophorus,iucn_range_outside_us_eez
Siderastrea savignyana,iucn_range_outside_us_eez
Siderastrea stellata,iucn_range_outside_us_eez
Siganus canaliculatus,iucn_range_outside_us_eez
Siganus doliatus,iucn_range_outside_us_eez
Siganus javus,iucn_range_outside_us_eez
Siganus lineatus,iucn_range_outside_us_eez
Siganus puellus,iucn_range_outside_us_eez
Siganus punctatissimus,iucn_range_outside_us_eez
Siganus stellatus,iucn_range_outside_us_eez
Siganus unimaculatus,iucn_range_outside_us_eez
Siganus vulpinus,iucn_range_outside_us_eez
Signigobius biocellatus,iucn_range_outside_us_eez
Silhouettea insinuans,iucn_range_outside_us_eez
Sillago sihama,iucn_range_outside_us_eez
Sinobatis borneensis,iucn_range_outside_us_eez
Siokunichthys herrei,iucn_range_outside_us_eez
Siphamia argentea,iucn_range_outside_us_eez
Siphamia corallicola,iucn_range_outside_us_eez
Siphamia jebbi,iucn_range_outside_us_eez
Siphamia majimai,iucn_range_outside_us_eez
Siphamia spinicola,iucn_range_outside_us_eez
Siphamia tubifer,iucn_range_outside_us_eez
Sirembo imberbis,iucn_range_outside_us_eez
Sirembo jerdoni,iucn_range_outside_us_eez
Skythrenchelys macrostomus,iucn_range_outside_us_eez
Skythrenchelys zabra,iucn_range_outside_us_eez
Snyderina yamanokami,iucn_range_outside_us_eez
Solea ovata,iucn_range_outside_us_eez
Solegnathus hardwickii,iucn_range_outside_us_eez
Solegnathus lettiensis,iucn_range_outside_us_eez
Soleichthys maculosus,iucn_range_outside_us_eez
Soleichthys oculofasciatus,iucn_range_outside_us_eez
Soleichthys serpenpellis,iucn_range_outside_us_eez
Solenostomus paradoxus,iucn_range_outside_us_eez
Sotalia guianensis,iucn_range_outside_us_eez
Sphaeramia nematoptera,iucn_range_outside_us_eez
Sphoeroides lispus,iucn_range_outside_us_eez
Sphoeroides sechurae,iucn_range_outside_us_eez
Sphoeroides tyleri,iucn_range_outside_us_eez
Sphyraena jello,iucn_range_outside_us_eez
Sphyraena pinguis,iucn_range_outside_us_eez
Sphyraena putnamae,iucn_range_outside_us_eez
Sphyrna media,iucn_range_outside_us_eez
Sphyrna tudes,iucn_range_outside_us_eez
Spratelloides gracilis,iucn_range_outside_us_eez
Squaliolus aliae,iucn_range_outside_us_eez
Squalus albifrons,iucn_range_outside_us_eez
Squalus edmundsi,iucn_range_outside_us_eez
Squalus grahami,iucn_range_outside_us_eez
Squalus megalops,iucn_range_outside_us_eez
Squalus mitsukurii,iucn_range_outside_us_eez
Squalus montalbani,iucn_range_outside_us_eez
Stalix histrio,iucn_range_outside_us_eez
Stanulus talboti,iucn_range_outside_us_eez
Starksia occidentalis,iucn_range_outside_us_eez
Starksia spinipenis,iucn_range_outside_us_eez
Stegastes beebei,iucn_range_outside_us_eez
Stegastes fuscus,iucn_range_outside_us_eez
Stegastes leucorus,iucn_range_outside_us_eez
Stegastes lividus,iucn_range_outside_us_eez
Stegastes rectifraenum,iucn_range_outside_us_eez
Stellifer ericymba,iucn_range_outside_us_eez
Stellifer microps,iucn_range_outside_us_eez
Stellifer rastrifer,iucn_range_outside_us_eez
Stenogobius genivittatus,iucn_range_outside_us_eez
Stereomastis aculeata,iucn_range_outside_us_eez
Stereomastis auriculata,iucn_range_outside_us_eez
Stereomastis galil,iucn_range_outside_us_eez
Stereomastis helleri,iucn_range_outside_us_eez
Stereomastis phosphorus,iucn_range_outside_us_eez
Stereomastis polita,iucn_range_outside_us_eez
Stethojulis albovittata,iucn_range_outside_us_eez
Stethojulis interrupta,iucn_range_outside_us_eez
Stethojulis marquesensis,iucn_range_outside_us_eez
Stethojulis notialis,iucn_range_outside_us_eez
Stolephorus commersonnii,iucn_range_outside_us_eez
Stolephorus indicus,iucn_range_outside_us_eez
Stomias colubrinus,iucn_range_outside_us_eez
Sueviota aprica,iucn_range_outside_us_eez
Sueviota atrinasa,iucn_range_outside_us_eez
Sueviota lachneri,iucn_range_outside_us_eez
Sueviota larsonae,iucn_range_outside_us_eez
Suezichthys devisi,iucn_range_outside_us_eez
Suezichthys gracilis,iucn_range_outside_us_eez
Suggrundus macracanthus,iucn_range_outside_us_eez
Sunagocia carbunculus,iucn_range_outside_us_eez
Syacium latifrons,iucn_range_outside_us_eez
Symphorichthys spilurus,iucn_range_outside_us_eez
Symphorus nematophorus,iucn_range_outside_us_eez
Symphurus atramentatus,iucn_range_outside_us_eez
Symphurus bathyspilus,iucn_range_outside_us_eez
Symphurus callopterus,iucn_range_outside_us_eez
Symphurus elongatus,iucn_range_outside_us_eez
Symphurus gorgonae,iucn_range_outside_us_eez
Symphurus marmoratus,iucn_range_outside_us_eez
Symphurus melanurus,iucn_range_outside_us_eez
Symphurus microrhynchus,iucn_range_outside_us_eez
Symphurus oligomerus,iucn_range_outside_us_eez
Symphurus orientalis,iucn_range_outside_us_eez
Symphurus prolatinaris,iucn_range_outside_us_eez
Symphurus undecimplerus,iucn_range_outside_us_eez
Symphurus varius,iucn_range_outside_us_eez
Symphurus williamsi,iucn_range_outside_us_eez
Synanceia horrida,iucn_range_outside_us_eez
Synchiropus bartelsi,iucn_range_outside_us_eez
Synchiropus claudiae,iucn_range_outside_us_eez
Synchiropus splendidus,iucn_range_outside_us_eez
Synchiropus stellatus,iucn_range_outside_us_eez
Synodus doaki,iucn_range_outside_us_eez
Synodus evermanni,iucn_range_outside_us_eez
Synodus hoshinonis,iucn_range_outside_us_eez
Synodus indicus,iucn_range_outside_us_eez
Synodus macrocephalus,iucn_range_outside_us_eez
Synodus oculeus,iucn_range_outside_us_eez
Synodus sageneus,iucn_range_outside_us_eez
Synodus sechurae,iucn_range_outside_us_eez
Synodus similis,iucn_range_outside_us_eez
Synodus tectus,iucn_range_outside_us_eez
Taeniamia buruensis,iucn_range_outside_us_eez
Taeniamia leai,iucn_range_outside_us_eez
Taeniamia melasma,iucn_range_outside_us_eez
Taeniamia zosterophora,iucn_range_outside_us_eez
Taenioides anguillaris,iucn_range_outside_us_eez
Taenioides cirratus,iucn_range_outside_us_eez
Taeniopsetta ocellata,iucn_range_outside_us_eez
Taeniura lymma,iucn_range_outside_us_eez
Takifugu alboplumbeus,iucn_range_outside_us_eez
Talismania longifilis,iucn_range_outside_us_eez
Teixeirichthys jordani,iucn_range_outside_us_eez
Telatrygon zugei,iucn_range_outside_us_eez
Terapon theraps,iucn_range_outside_us_eez
Tetrabrachium ocellatum,iucn_range_outside_us_eez
Tetraroge barbata,iucn_range_outside_us_eez
Tetraroge nigra,iucn_range_outside_us_eez
Tetronarce nobiliana,iucn_range_outside_us_eez
Tetrosomus gibbosus,iucn_range_outside_us_eez
Thalassophryne maculosa,iucn_range_outside_us_eez
Thalassophryne megalops,iucn_range_outside_us_eez
Thalassophryne nattereri,iucn_range_outside_us_eez
Thamnaconus hypargyreus,iucn_range_outside_us_eez
Thamnaconus modestoides,iucn_range_outside_us_eez
Thamnaconus septentrionalis,iucn_range_outside_us_eez
Thamnaconus tessellatus,iucn_range_outside_us_eez
Thenus orientalis,iucn_range_outside_us_eez
Thryssa setirostris,iucn_range_outside_us_eez
Thunnus tonggol,iucn_range_outside_us_eez
Thysanophrys celebica,iucn_range_outside_us_eez
Tomicodon boehlkei,iucn_range_outside_us_eez
Tomicodon petersii,iucn_range_outside_us_eez
Tomicodon zebra,iucn_range_outside_us_eez
Tomiyamichthys oni,iucn_range_outside_us_eez
Torquigener brevipinnis,iucn_range_outside_us_eez
Torquigener hicksi,iucn_range_outside_us_eez
Torquigener pallimaculatus,iucn_range_outside_us_eez
Torquigener parcuspinus,iucn_range_outside_us_eez
Torquigener squamicauda,iucn_range_outside_us_eez
Torquigener tuberculiferus,iucn_range_outside_us_eez
Torquigener whitleyi,iucn_range_outside_us_eez
Tosarhombus neocaledonicus,iucn_range_outside_us_eez
Totoaba macdonaldi,iucn_range_outside_us_eez
Trachicephalus uranoscopus,iucn_range_outside_us_eez
Trachichthys australis,iucn_range_outside_us_eez
Trachinotus anak,iucn_range_outside_us_eez
Trachinotus botla,iucn_range_outside_us_eez
Trachinotus kennedyi,iucn_range_outside_us_eez
Trachinotus stilbe,iucn_range_outside_us_eez
Trachipterus ishikawae,iucn_range_outside_us_eez
Trachipterus jacksonensis,iucn_range_outside_us_eez
Trachyrhamphus longirostris,iucn_range_outside_us_eez
Trachyrhamphus serratus,iucn_range_outside_us_eez
Trichonotus filamentosus,iucn_range_outside_us_eez
Trichonotus setiger,iucn_range_outside_us_eez
Trichopsetta caribbaea,iucn_range_outside_us_eez
Trimma agrena,iucn_range_outside_us_eez
Trimma anaima,iucn_range_outside_us_eez
Trimma annosum,iucn_range_outside_us_eez
Trimma anthrenum,iucn_range_outside_us_eez
Trimma cana,iucn_range_outside_us_eez
Trimma capostriatum,iucn_range_outside_us_eez
Trimma cheni,iucn_range_outside_us_eez
Trimma erdmanni,iucn_range_outside_us_eez
Trimma fangi,iucn_range_outside_us_eez
Trimma flammeum,iucn_range_outside_us_eez
Trimma haimassum,iucn_range_outside_us_eez
Trimma halonevum,iucn_range_outside_us_eez
Trimma hayashii,iucn_range_outside_us_eez
Trimma hoesei,iucn_range_outside_us_eez
Trimma hollemani,iucn_range_outside_us_eez
Trimma lantana,iucn_range_outside_us_eez
Trimma macrophthalmum,iucn_range_outside_us_eez
Trimma marinae,iucn_range_outside_us_eez
Trimma nasa,iucn_range_outside_us_eez
Trimma naudei,iucn_range_outside_us_eez
Trimma necopinum,iucn_range_outside_us_eez
Trimma pajama,iucn_range_outside_us_eez
Trimma pentherum,iucn_range_outside_us_eez
Trimma sheppardi,iucn_range_outside_us_eez
Trimma striatum,iucn_range_outside_us_eez
Trimma tevegae,iucn_range_outside_us_eez
Trimma trioculatum,iucn_range_outside_us_eez
Trimma xanthochrum,iucn_range_outside_us_eez
Trimma yanoi,iucn_range_outside_us_eez
Trimmatom macropodus,iucn_range_outside_us_eez
Trimmatom nanus,iucn_range_outside_us_eez
Trimmatom pharus,iucn_range_outside_us_eez
Trimmatom sagma,iucn_range_outside_us_eez
Trimmatom zapotes,iucn_range_outside_us_eez
Trinectes fonsecensis,iucn_range_outside_us_eez
Trinectes microphthalmus,iucn_range_outside_us_eez
Triphoturus oculeum,iucn_range_outside_us_eez
Tripodichthys blochii,iucn_range_outside_us_eez
Trixiphichthys weberi,iucn_range_outside_us_eez
Trypauchen vagina,iucn_range_outside_us_eez
Tryssogobius colini,iucn_range_outside_us_eez
Turbinaria bifrons,iucn_range_outside_us_eez
Turbinaria patula,iucn_range_outside_us_eez
Turbinaria radicalis,iucn_range_outside_us_eez
Tursiops aduncus,iucn_range_outside_us_eez
Tylerius spinosissimus,iucn_range_outside_us_eez
Tylosurus pacificus,iucn_range_outside_us_eez
Tyson belos,iucn_range_outside_us_eez
Upeneus australiae,iucn_range_outside_us_eez
Upeneus moluccensis,iucn_range_outside_us_eez
Upeneus sulphureus,iucn_range_outside_us_eez
Upeneus sundaicus,iucn_range_outside_us_eez
Upeneus tragula,iucn_range_outside_us_eez
Uranoscopus japonicus,iucn_range_outside_us_eez
Uranoscopus oligolepis,iucn_range_outside_us_eez
Urobatis concentricus,iucn_range_outside_us_eez
Urobatis maculatus,iucn_range_outside_us_eez
Urogymnus asperrimus,iucn_range_outside_us_eez
Urogymnus granulatus,iucn_range_outside_us_eez
Urolophus piperatus,iucn_range_outside_us_eez
Uropterygius fasciolatus,iucn_range_outside_us_eez
Uropterygius nagoensis,iucn_range_outside_us_eez
Uropterygius polystictus,iucn_range_outside_us_eez
Uropterygius versutus,iucn_range_outside_us_eez
Urotrygon aspidura,iucn_range_outside_us_eez
Urotrygon chilensis,iucn_range_outside_us_eez
Valenciennea alleni,iucn_range_outside_us_eez
Valenciennea decora,iucn_range_outside_us_eez
Valenciennea helsdingenii,iucn_range_outside_us_eez
