aphia,species,phylum,class,rec_usa,cells_usa,min_year_usa,max_year_usa,in_v9,has_rng,mp_sdm
878535,Oudardia iris,Mollusca,Bivalvia,115,79,1926,2010,FALSE,FALSE,NA
113453,Globorotalia truncatulinoides,Foraminifera,Globothalamea,1084,79,1959,1997,FALSE,FALSE,available
333895,Lumbrineris luti,Annelida,Polychaeta,83,79,1979,2003,FALSE,FALSE,NA
157675,Microcalanus pusillus,Arthropoda,Copepoda,528,79,1978,2019,FALSE,FALSE,available
195998,Syllis heterochaeta,Annelida,Polychaeta,94,79,1904,2006,FALSE,FALSE,available
128505,Anthoptilum murrayi,Cnidaria,Octocorallia,333,78,1881,2019,FALSE,FALSE,not available
196832,Zoothamnium pelagicum,Ciliophora,Oligohymenophorea,89,78,1971,2013,FALSE,FALSE,available
273848,Epinephelus drummondhayi,Chordata,Teleostei,178,78,1963,2000,FALSE,FALSE,NA
129113,Siboglinum angustum,Annelida,Polychaeta,160,78,1963,1986,FALSE,FALSE,not available
335875,Lysippe annectens,Annelida,Polychaeta,118,78,1974,2015,FALSE,FALSE,NA
421181,Rutiderma gyre,Arthropoda,Ostracoda,145,78,1971,2007,FALSE,FALSE,NA
371985,Costaria costata,Ochrophyta,Phaeophyceae,18400,78,1999,2020,FALSE,FALSE,NA
110536,Eudorellopsis deformis,Arthropoda,Malacostraca,193,78,1955,2001,FALSE,FALSE,available
289914,Errinopora nanneca,Cnidaria,Hydrozoa,164,78,1893,2016,FALSE,FALSE,NA
240748,Laminaria setchellii,Ochrophyta,Phaeophyceae,18340,78,1999,2022,FALSE,FALSE,NA
113440,Globigerinella siphonifera,Foraminifera,Globothalamea,856,77,1959,2011,FALSE,FALSE,available
288080,Calibelemnon symmetricum,Cnidaria,Octocorallia,1294,77,1891,2017,FALSE,FALSE,NA
159998,Siliqua costata,Mollusca,Bivalvia,173,77,1883,2009,FALSE,FALSE,NA
409348,Squilla edentata,Arthropoda,Malacostraca,86,77,1885,2010,FALSE,FALSE,NA
139190,Amphissa acutecostata,Mollusca,Gastropoda,157,77,1881,1984,FALSE,FALSE,available
506768,Entodesma brasiliense,Mollusca,Bivalvia,120,77,1944,2009,FALSE,FALSE,NA
1026410,Globoconella inflata,Foraminifera,Globothalamea,816,77,1959,1997,FALSE,FALSE,available
421903,Raninoides louisianensis,Arthropoda,Malacostraca,135,77,1885,2019,FALSE,FALSE,NA
423026,Ampelisca pugetica,Arthropoda,Malacostraca,103,77,1957,2019,FALSE,FALSE,NA
333182,Cenogenus brevipes,Annelida,Polychaeta,448,77,1975,2001,FALSE,FALSE,available
178635,Luidia sagamina,Echinodermata,Asteroidea,116,76,1959,2021,FALSE,FALSE,available
131155,Prionospio dubia,Annelida,Polychaeta,114,76,1984,2021,FALSE,FALSE,available
394994,Calappa sulcata,Arthropoda,Malacostraca,104,76,1965,2017,FALSE,FALSE,NA
102696,Orchomenella pinguis,Arthropoda,Malacostraca,161,76,1874,2015,FALSE,FALSE,available
275933,Menidia peninsulae,Chordata,Teleostei,912,76,1965,2008,FALSE,FALSE,NA
177920,Odontaster hispidus,Echinodermata,Asteroidea,107,76,1880,2004,FALSE,FALSE,NA
283882,Antipathes atlantica,Cnidaria,Hexacorallia,646,76,1967,2017,FALSE,FALSE,NA
329068,Myriochele gracilis,Annelida,Polychaeta,108,76,1973,2006,FALSE,FALSE,NA
290874,Pseudodrifa nigra,Cnidaria,Octocorallia,1168,76,1868,2011,FALSE,FALSE,NA
257332,Chiridotea arenicola,Arthropoda,Malacostraca,152,75,1954,2008,FALSE,FALSE,NA
102807,Eriopisa elongata,Arthropoda,Malacostraca,284,75,1962,2006,FALSE,FALSE,available
290965,Renilla reniformis,Cnidaria,Octocorallia,126,75,1851,2016,FALSE,FALSE,NA
240564,Goniada brunnea,Annelida,Polychaeta,126,75,1883,2021,FALSE,FALSE,NA
402646,Hemiemblemaria simula,Chordata,Teleostei,275,75,1962,2018,FALSE,FALSE,NA
1398883,Cheramoides marginata,Arthropoda,Malacostraca,129,75,1966,2015,FALSE,FALSE,NA
130185,Nereimyra punctata,Annelida,Polychaeta,246,75,1883,1986,FALSE,FALSE,available
712606,Hypoplectrus randallorum,Chordata,Teleostei,738,74,1995,2016,FALSE,FALSE,NA
589657,Bathypathes conferta,Cnidaria,Hexacorallia,653,74,1981,2022,FALSE,FALSE,NA
372698,Laminaria farlowii,Ochrophyta,Phaeophyceae,18838,74,1999,2019,FALSE,FALSE,NA
158633,Letharchus velifer,Chordata,Teleostei,101,74,1889,1981,TRUE,TRUE,NA
130577,Cirrophorus furcatus,Annelida,Polychaeta,413,74,1980,2013,FALSE,FALSE,available
130801,Lepidonotus squamatus,Annelida,Polychaeta,386,74,1903,2013,FALSE,FALSE,available
157516,Orbinia swani,Annelida,Polychaeta,147,73,1963,2021,FALSE,FALSE,NA
218395,Carangoides ferdau,Chordata,Teleostei,193,73,2001,2019,FALSE,FALSE,NA
597522,Felimare picta,Mollusca,Gastropoda,89,73,1965,2021,FALSE,FALSE,available
420223,Conus spurius,Mollusca,Gastropoda,128,73,1916,2016,FALSE,FALSE,NA
124455,Labidoplax buskii,Echinodermata,Holothuroidea,258,73,1957,2007,FALSE,FALSE,available
148922,Thalassiosira eccentrica,Heterokontophyta,Bacillariophyceae,830,72,1964,2014,FALSE,FALSE,available
130355,Nephtys caeca,Annelida,Polychaeta,120,72,1873,2006,FALSE,FALSE,available
255006,Arctocephalus philippii,Chordata,Mammalia,194,72,1977,2024,TRUE,TRUE,NA
144456,Bryopsis pennata,Chlorophyta,Ulvophyceae,217,72,1937,2010,FALSE,FALSE,available
251739,Aplidium stellatum,Chordata,Ascidiacea,194,72,1886,2021,FALSE,FALSE,NA
158136,Protohaustorius deichmannae,Arthropoda,Malacostraca,149,72,1955,2014,FALSE,FALSE,NA
341501,Proboscia inermis,Heterokontophyta,Bacillariophyceae,73,72,1992,2017,FALSE,FALSE,available
372517,Pleurophycus gardneri,Ochrophyta,Phaeophyceae,18377,72,1999,2012,FALSE,FALSE,NA
355067,Pseudocalanus mimus,Arthropoda,Copepoda,109,71,2015,2022,FALSE,FALSE,NA
128146,Normanicythere leioderma,Arthropoda,Ostracoda,75,71,NA,NA,FALSE,FALSE,not available
287206,Chrysaora fuscescens,Cnidaria,Scyphozoa,427,71,1969,2022,FALSE,FALSE,NA
149122,Chaetoceros didymus,Heterokontophyta,Bacillariophyceae,276,71,1934,2016,FALSE,FALSE,available
212110,Cheilea equestris,Mollusca,Gastropoda,204,71,1939,2001,FALSE,FALSE,available
369019,Hymenaster koehleri,Echinodermata,Asteroidea,117,71,1895,2000,FALSE,FALSE,NA
271969,Ophichthus melanoporus,Chordata,Teleostei,87,71,1974,1994,TRUE,TRUE,NA
161494,Anchialina typica,Arthropoda,Malacostraca,124,71,1953,2012,FALSE,FALSE,available
507442,Anomalocardia puella,Mollusca,Bivalvia,104,71,1928,2021,FALSE,FALSE,NA
149135,Lauderia annulata,Heterokontophyta,Bacillariophyceae,73,71,1968,2017,FALSE,FALSE,available
130326,Praxillella praetermissa,Annelida,Polychaeta,95,71,1955,1985,FALSE,FALSE,available
149158,Coscinodiscus radiatus,Heterokontophyta,Bacillariophyceae,322,71,1934,2016,FALSE,FALSE,available
332186,Sthenelais tertiaglabra,Annelida,Polychaeta,82,70,1972,2019,FALSE,FALSE,NA
423228,Byblis millsi,Arthropoda,Malacostraca,88,70,1987,2006,FALSE,FALSE,NA
514127,Eusergestes similis,Arthropoda,Malacostraca,3716,70,1957,2022,FALSE,FALSE,NA
125166,Porania (Porania) pulvillus,Echinodermata,Asteroidea,152,70,1879,2014,FALSE,FALSE,available
421199,Eusarsiella spinosa,Arthropoda,Ostracoda,92,70,1977,2007,FALSE,FALSE,NA
287671,Plumarella longispina,Cnidaria,Octocorallia,3115,70,1890,2019,FALSE,FALSE,NA
329725,Nereis procera,Annelida,Polychaeta,99,70,1978,2006,FALSE,FALSE,NA
334901,Tenonia priops,Annelida,Polychaeta,100,70,1971,2019,FALSE,FALSE,NA
715097,Kulamanamana haumeaae,Cnidaria,Hexacorallia,2976,70,1970,2019,FALSE,FALSE,NA
884716,Kirkegaardia tesselata,Annelida,Polychaeta,129,70,1972,2006,FALSE,FALSE,available
878544,Biflustra tenuis,Bryozoa,Gymnolaemata,294,70,1871,2018,FALSE,FALSE,available
418114,Globorotalia tumida,Foraminifera,Globothalamea,511,70,1970,1997,FALSE,FALSE,available
102404,Ericthonius fasciatus,Arthropoda,Malacostraca,477,70,1955,2008,FALSE,FALSE,not available
178133,Pseudarchaster gracilis,Echinodermata,Asteroidea,95,69,1885,2011,FALSE,FALSE,available
102514,Anonyx nugax,Arthropoda,Malacostraca,109,69,1910,2015,FALSE,FALSE,available
836687,Conasprella jaspidea,Mollusca,Gastropoda,176,69,1911,2004,TRUE,TRUE,NA
148701,Heteromysis (Heteromysis) formosa,Arthropoda,Malacostraca,110,69,1875,2018,FALSE,FALSE,available
130290,Euclymene collaris,Annelida,Polychaeta,171,69,1972,1977,FALSE,FALSE,available
128001,Rabilimis septentrionalis,Arthropoda,Ostracoda,76,69,1977,1977,FALSE,FALSE,not available
1059632,Siphonoecetes smithianus,Arthropoda,Malacostraca,169,69,1955,2006,FALSE,FALSE,NA
172836,Navicula pelagica,Heterokontophyta,Bacillariophyceae,210,68,1975,1980,FALSE,FALSE,available
1455327,Globorotalia (Truncorotalia) crassaformis,Foraminifera,Globothalamea,722,68,1959,1997,FALSE,FALSE,available
421796,Processa vicina,Arthropoda,Malacostraca,120,68,1885,2013,FALSE,FALSE,available
111397,Celleporella hyalina,Bryozoa,Gymnolaemata,169,68,1840,2010,FALSE,FALSE,available
371639,Chondria simpliciuscula,Rhodophyta,Florideophyceae,135,68,1991,2008,FALSE,FALSE,NA
113462,Turborotalita quinqueloba,Foraminifera,Globothalamea,858,68,1970,1997,FALSE,FALSE,available
131442,Syllis lutea,Annelida,Polychaeta,132,68,1963,2004,FALSE,FALSE,available
149880,Araeosoma fenestratum,Echinodermata,Echinoidea,76,68,1885,2018,FALSE,FALSE,available
221331,Pulleniatina obliquiloculata,Foraminifera,Globothalamea,551,68,1959,1997,FALSE,FALSE,available
181932,Diastylis bispinosa,Arthropoda,Malacostraca,169,67,1975,1977,FALSE,FALSE,NA
134194,Polymastia boletiformis,Porifera,Demospongiae,87,67,1873,2014,FALSE,FALSE,available
884699,Kirkegaardia baptisteae,Annelida,Polychaeta,90,67,1981,2013,FALSE,FALSE,not available
129124,Siboglinum pholidotum,Annelida,Polychaeta,172,67,1963,1986,FALSE,FALSE,available
787118,Kyphocythere limicola,Arthropoda,Ostracoda,69,67,NA,NA,FALSE,FALSE,not available
124802,Molpadia oolitica,Echinodermata,Holothuroidea,76,67,1878,1999,FALSE,FALSE,available
225434,Tedania (Tedania) kagalaskai,Porifera,Demospongiae,76,66,2004,2016,FALSE,FALSE,NA
421781,Lysmata rathbunae,Arthropoda,Malacostraca,87,66,1885,2019,FALSE,FALSE,NA
372515,Dictyoneurum californicum,Ochrophyta,Phaeophyceae,18190,66,1999,2020,FALSE,FALSE,NA
145129,Jania pumila,Rhodophyta,Florideophyceae,128,66,1933,2008,FALSE,FALSE,NA
124797,Molpadia blakei,Echinodermata,Holothuroidea,90,66,1884,2000,FALSE,FALSE,not available
103044,Dyopedos porrectus,Arthropoda,Malacostraca,111,66,1955,2010,FALSE,FALSE,available
332917,Amaeana occidentalis,Annelida,Polychaeta,155,66,1970,2006,FALSE,FALSE,NA
1671474,Parachrysogorgia stellata,Cnidaria,Octocorallia,280,66,1902,2022,FALSE,FALSE,NA
761520,Kurtzina beta,Mollusca,Gastropoda,93,66,1969,2019,FALSE,FALSE,NA
113450,Globorotalia menardii,Foraminifera,Globothalamea,738,65,1959,1997,FALSE,FALSE,available
422108,Speocarcinus lobatus,Arthropoda,Malacostraca,199,65,1974,2021,FALSE,FALSE,NA
1307579,Alamprops quadriplicatus,Arthropoda,Malacostraca,135,65,1873,2006,FALSE,FALSE,NA
113441,Globigerinoides conglobatus,Foraminifera,Globothalamea,637,65,1959,1997,FALSE,FALSE,available
1671461,Parachrysogorgia chryseis,Cnidaria,Octocorallia,437,65,1990,2022,FALSE,FALSE,NA
422503,Mellita tenuis,Echinodermata,Echinoidea,120,65,1952,2017,FALSE,FALSE,NA
548642,Photis brevipes,Arthropoda,Malacostraca,128,65,1957,2019,FALSE,FALSE,NA
149159,Coscinodiscus centralis,Heterokontophyta,Bacillariophyceae,865,65,1934,2013,FALSE,FALSE,available
421155,Asteropella maclaughlinae,Arthropoda,Ostracoda,117,65,1976,2003,FALSE,FALSE,NA
334355,Parahesione luteola,Annelida,Polychaeta,96,65,1963,2003,FALSE,FALSE,NA
423020,Ampelisca pacifica,Arthropoda,Malacostraca,82,65,1957,2019,FALSE,FALSE,NA
160478,Pleurobranchaea tarda,Mollusca,Gastropoda,175,65,1883,2001,FALSE,FALSE,NA
130356,Nephtys ciliata,Annelida,Polychaeta,79,65,1873,2004,FALSE,FALSE,available
149241,Chaetoceros affinis,Heterokontophyta,Bacillariophyceae,459,65,1975,2021,FALSE,FALSE,available
330792,Pista wui,Annelida,Polychaeta,74,65,2003,2019,FALSE,FALSE,NA
282552,Rastrinus scutiger,Chordata,Teleostei,133,64,1888,2016,FALSE,FALSE,NA
130512,Travisia forbesii,Annelida,Polychaeta,106,64,1975,2002,FALSE,FALSE,available
102579,Hippomedon propinqvus,Arthropoda,Malacostraca,196,64,1932,1985,FALSE,FALSE,available
1578714,Bathypathes pseudoalternata,Cnidaria,Hexacorallia,156,64,1902,2019,FALSE,FALSE,NA
276474,Opistognathus robinsi,Chordata,Teleostei,79,64,1963,2014,FALSE,FALSE,NA
103253,Hyperia medusarum,Arthropoda,Malacostraca,73,64,1956,2013,FALSE,FALSE,available
158113,Leptocheirus plumulosus,Arthropoda,Malacostraca,146,64,1963,2008,FALSE,FALSE,NA
131160,Prionospio multibranchiata,Annelida,Polychaeta,89,64,1996,2015,FALSE,FALSE,available
232230,Lomentaria hakodatensis,Rhodophyta,Florideophyceae,117,64,1963,2021,FALSE,FALSE,available
421192,Eusarsiella elofsoni,Arthropoda,Ostracoda,84,64,1976,2004,FALSE,FALSE,NA
724718,Bathyalcyon robustum,Cnidaria,Octocorallia,339,63,1984,2018,FALSE,FALSE,NA
405229,Vokesimurex sallasi,Mollusca,Gastropoda,96,63,1965,2019,FALSE,FALSE,NA
226869,Neomysis rayii,Arthropoda,Malacostraca,73,63,1890,2017,FALSE,FALSE,NA
124901,Ophiosphalma armigerum,Echinodermata,Ophiuroidea,112,63,1877,2000,FALSE,FALSE,available
963482,Nitzschia closterium,Heterokontophyta,Bacillariophyceae,523,63,1934,1982,FALSE,FALSE,NA
328822,Lepidonotus variabilis,Annelida,Polychaeta,89,63,1963,2011,FALSE,FALSE,NA
416573,Byblis gaimardii,Arthropoda,Malacostraca,129,63,1910,2002,FALSE,FALSE,available
418106,Globigerinella calida,Foraminifera,Globothalamea,438,63,1968,1997,FALSE,FALSE,available
131576,Trochochaeta multisetosa,Annelida,Polychaeta,106,63,1890,2006,FALSE,FALSE,available
110210,Protoperidinium brevipes,Myzozoa,Dinophyceae,95,63,1974,2013,FALSE,FALSE,available
329315,Melinna oculata,Annelida,Polychaeta,89,63,1971,2019,FALSE,FALSE,NA
729987,Podarkeopsis glabrus,Annelida,Polychaeta,75,63,1987,2006,FALSE,FALSE,NA
1741208,Paulinella gracilis,Cercozoa,Imbricatea,157,63,1974,1980,FALSE,FALSE,NA
158436,Panopeus herbstii,Arthropoda,Malacostraca,80,63,1905,2016,FALSE,FALSE,NA
1313053,Neoagarum fimbriatum,Ochrophyta,Phaeophyceae,18183,63,1999,2012,FALSE,FALSE,NA
816224,Eusarsiella cornuta,Arthropoda,Ostracoda,112,63,1983,2007,FALSE,FALSE,not available
102412,Ischyrocerus anguipes,Arthropoda,Malacostraca,252,63,1904,2022,FALSE,FALSE,available
876640,Ensis leei,Mollusca,Bivalvia,87,62,1929,2019,FALSE,FALSE,available
606835,Dipolydora concharum,Annelida,Polychaeta,120,62,1904,1985,FALSE,FALSE,available
378162,Hutchinsoniella macracantha,Arthropoda,Cephalocarida,149,62,1960,2002,FALSE,FALSE,NA
418108,Sphaeroidinella dehiscens,Foraminifera,Globothalamea,434,62,1971,1997,FALSE,FALSE,available
724712,Pseudoanthomastus fisheri,Cnidaria,Octocorallia,170,62,1902,2015,FALSE,FALSE,NA
326847,Cossura candida,Annelida,Polychaeta,96,62,1987,2006,FALSE,FALSE,NA
157842,Chiridotea coeca,Arthropoda,Malacostraca,134,62,1871,2018,FALSE,FALSE,NA
149220,Asterionella japonica,Heterokontophyta,Bacillariophyceae,924,62,1964,1983,FALSE,FALSE,available
372566,Endocladia muricata,Rhodophyta,Florideophyceae,1517,62,2001,2023,FALSE,FALSE,NA
421197,Eusarsiella pilipollicis,Arthropoda,Ostracoda,89,62,1965,2003,FALSE,FALSE,NA
886757,Aricidea (Strelzovia) ramosa,Annelida,Polychaeta,116,62,1975,2003,FALSE,FALSE,not available
102470,Leucothoe spinicarpa,Arthropoda,Malacostraca,82,62,1949,2013,FALSE,FALSE,available
158235,Edwardsia elegans,Cnidaria,Hexacorallia,268,62,1873,2012,FALSE,FALSE,NA
242781,Amphioplus (Amphioplus) macilentus,Echinodermata,Ophiuroidea,335,62,1881,1975,FALSE,FALSE,NA
878514,Ameritella modesta,Mollusca,Bivalvia,84,62,1987,2019,FALSE,FALSE,NA
289886,Elatopathes abietina,Cnidaria,Hexacorallia,1665,62,1971,2018,FALSE,FALSE,NA
712390,Bathyraja panthera,Chordata,Elasmobranchii,134,62,1997,2015,TRUE,TRUE,NA
148955,Asterionella glacialis,Heterokontophyta,Bacillariophyceae,182,61,1976,2017,FALSE,FALSE,available
131401,Streptosyllis varians,Annelida,Polychaeta,201,61,1880,2006,FALSE,FALSE,not available
961694,Cerataulina bergonii,Heterokontophyta,Bacillariophyceae,621,61,1964,2016,FALSE,FALSE,available
1026286,Trilobatus sacculifer,Foraminifera,Globothalamea,895,61,1978,1997,FALSE,FALSE,available
158379,Axius serratus,Arthropoda,Malacostraca,102,61,1900,2018,FALSE,FALSE,NA
172025,Aulosaccus schulzei,Porifera,Hexactinellida,67,61,1996,2016,FALSE,FALSE,NA
103929,Styela clava,Chordata,Ascidiacea,357,61,1906,2019,FALSE,FALSE,available
240634,Glycinde wireni,Annelida,Polychaeta,65,61,1950,2002,FALSE,FALSE,NA
366661,Pagurus brandti,Arthropoda,Malacostraca,81,61,1888,2008,FALSE,FALSE,NA
196782,Heterorhabdus tanneri,Arthropoda,Copepoda,103,61,1974,2022,FALSE,FALSE,NA
329161,Magelona sacculata,Annelida,Polychaeta,89,61,1969,2003,FALSE,FALSE,NA
157298,Cirrophorus brevicirratus,Annelida,Polychaeta,226,61,1978,2000,FALSE,FALSE,not available
254485,Spirontocaris arcuata,Arthropoda,Malacostraca,75,61,1906,2013,FALSE,FALSE,NA
441151,Ebalia stimpsonii,Arthropoda,Malacostraca,105,61,1966,2012,FALSE,FALSE,NA
962172,Gaillonella sulcata,Heterokontophyta,Bacillariophyceae,137,61,1975,1980,FALSE,FALSE,NA
734520,Aricidea (Strelzovia) antennata,Annelida,Polychaeta,97,60,1971,2006,FALSE,FALSE,NA
420952,Pitar fulminatus,Mollusca,Bivalvia,141,60,1937,2016,FALSE,FALSE,NA
102516,Anonyx sarsi,Arthropoda,Malacostraca,132,60,1955,1999,FALSE,FALSE,available
581066,Prunum bellulum,Mollusca,Gastropoda,73,60,1945,2015,FALSE,FALSE,NA
102367,Gammaropsis nitida,Arthropoda,Malacostraca,131,60,1905,1985,FALSE,FALSE,available
243182,Astrocyclus caecilia,Echinodermata,Ophiuroidea,145,60,1885,2021,FALSE,FALSE,NA
392518,Munidopsis erinacea,Arthropoda,Malacostraca,83,60,1963,2001,FALSE,FALSE,NA
1424885,Callianax alectona,Mollusca,Gastropoda,87,60,1938,2019,FALSE,FALSE,NA
737452,Cladocroce attu,Porifera,Demospongiae,65,60,2012,2016,FALSE,FALSE,NA
145070,Cladophora vagabunda,Chlorophyta,Ulvophyceae,129,60,1908,2012,FALSE,FALSE,available
128524,Distichoptilum gracile,Cnidaria,Octocorallia,531,60,1882,2018,FALSE,FALSE,available
345627,Poecilasma inaequilaterale,Arthropoda,Thecostraca,84,60,1930,2004,FALSE,FALSE,NA
107507,Eualus pusiolus,Arthropoda,Malacostraca,140,60,1906,2012,FALSE,FALSE,available
255425,Cyathura burbancki,Arthropoda,Malacostraca,106,60,1963,2004,FALSE,FALSE,NA
123922,Luidia sarsii,Echinodermata,Asteroidea,89,60,1880,1981,FALSE,FALSE,available
113454,Globoturborotalita rubescens,Foraminifera,Globothalamea,532,60,1959,1997,FALSE,FALSE,available
131327,Odontosyllis fulgurans,Annelida,Polychaeta,215,60,1881,2000,FALSE,FALSE,available
1672780,Holothuria whitmaei,Echinodermata,Holothuroidea,1437,60,1981,2010,FALSE,FALSE,NA
573590,Rhizosolenia truncata,Heterokontophyta,Bacillariophyceae,68,60,1976,2009,FALSE,FALSE,available
712742,Kyphosus sandwicensis,Chordata,Teleostei,416,59,1889,2015,FALSE,FALSE,NA
110529,Eudorella hispida,Arthropoda,Malacostraca,136,59,1873,2008,FALSE,FALSE,not available
1424278,Geodia carolae,Porifera,Demospongiae,67,59,1889,2016,FALSE,FALSE,NA
178770,Doraster constellatus,Echinodermata,Asteroidea,83,59,1885,2011,FALSE,FALSE,NA
240626,Glycinde polygnatha,Annelida,Polychaeta,236,59,1962,2003,FALSE,FALSE,NA
102387,Photis reinhardi,Arthropoda,Malacostraca,683,59,1955,2001,FALSE,FALSE,available
520653,Areopaguristes hummi,Arthropoda,Malacostraca,112,59,1938,2012,FALSE,FALSE,NA
581395,Acteocina cerealis,Mollusca,Gastropoda,103,59,1910,2006,FALSE,FALSE,NA
224442,Scoloplos capensis,Annelida,Polychaeta,133,59,1975,2015,FALSE,FALSE,NA
392555,Munidopsis longimanus,Arthropoda,Malacostraca,80,59,1933,2000,FALSE,FALSE,NA
288320,Distichopora borealis,Cnidaria,Hydrozoa,169,59,1893,2014,FALSE,FALSE,NA
130909,Euchone rubrocincta,Annelida,Polychaeta,171,59,1968,2001,FALSE,FALSE,available
131507,Nicolea venustula,Annelida,Polychaeta,183,59,1903,1989,FALSE,FALSE,available
131110,Aurospio dibranchiata,Annelida,Polychaeta,490,59,1976,2000,FALSE,FALSE,available
398363,Sigmops bathyphilus,Chordata,Teleostei,104,59,1885,2008,FALSE,FALSE,available
135479,Physalia physalis,Cnidaria,Hydrozoa,83,59,1885,2021,FALSE,FALSE,available
130174,Microphthalmus sczelkowii,Annelida,Polychaeta,74,59,1979,2012,FALSE,FALSE,available
156074,Eclysippe eliasoni,Annelida,Polychaeta,276,59,1965,1984,FALSE,FALSE,available
1310442,Octactis speculum,Ochrophyta,Dictyochophyceae,178,59,1975,2022,FALSE,FALSE,available
511686,Cosmioconcha calliglypta,Mollusca,Gastropoda,91,59,1962,2004,FALSE,FALSE,NA
214418,Rhipidosiphon javensis,Chlorophyta,Ulvophyceae,131,59,1951,2007,FALSE,FALSE,NA
172017,Asconema foliatum,Porifera,Hexactinellida,435,58,1882,2019,FALSE,FALSE,not available
549004,Rhepoxynius bicuspidatus,Arthropoda,Malacostraca,96,58,1957,2006,FALSE,FALSE,available
130624,Eulalia bilineata,Annelida,Polychaeta,109,58,1871,1984,FALSE,FALSE,available
719754,Scaphella dubia,Mollusca,Gastropoda,129,58,1940,2010,FALSE,FALSE,NA
242689,Amphiodia (Amphispina) digitata,Echinodermata,Ophiuroidea,125,58,1962,2003,FALSE,FALSE,NA
118051,Ebria tripartita,Cercozoa,Thecofilosea,135,58,1975,2021,FALSE,FALSE,available
148114,Paranemertes californica,Nemertea,Hoplonemertea,79,58,1999,2003,FALSE,FALSE,NA
529545,Molpadia intermedia,Echinodermata,Holothuroidea,83,58,1889,2024,FALSE,FALSE,NA
106642,Oithona atlantica,Arthropoda,Copepoda,70,58,1960,2022,FALSE,FALSE,available
161430,Mysidopsis furca,Arthropoda,Malacostraca,90,58,1953,2013,FALSE,FALSE,NA
1608731,Callistephanus kofoidi,Cnidaria,Octocorallia,2273,58,1890,2018,FALSE,FALSE,NA
1461135,Beringraja stellulata,Chordata,Elasmobranchii,89,58,1889,2019,FALSE,FALSE,NA
160553,Dinobryon faculiferum,Ochrophyta,Chrysophyceae,111,58,1974,1980,FALSE,FALSE,available
328381,Heteropodarke heteromorpha,Annelida,Polychaeta,165,58,1973,2003,FALSE,FALSE,NA
428665,Heterophoxus oculatus,Arthropoda,Malacostraca,227,58,1975,2015,FALSE,FALSE,NA
165801,Halichondria (Halichondria) bowerbanki,Porifera,Demospongiae,168,58,1904,2007,FALSE,FALSE,available
149876,Benthopecten spinosus,Echinodermata,Asteroidea,72,58,1874,2003,FALSE,FALSE,not available
334520,Pilargis berkeleyae,Annelida,Polychaeta,94,58,1975,2011,FALSE,FALSE,NA
113448,Globorotalia hirsuta,Foraminifera,Globothalamea,318,57,1971,1997,FALSE,FALSE,available
288454,Palythoa caesia,Cnidaria,Hexacorallia,370,57,2002,2008,FALSE,FALSE,NA
178239,Cheiraster (Cheiraster) planus,Echinodermata,Asteroidea,79,57,1885,2000,FALSE,FALSE,available
834044,Crisularia turrita,Bryozoa,Gymnolaemata,573,57,1840,2007,FALSE,FALSE,NA
423305,Cytheromorpha macchesneyi,Arthropoda,Ostracoda,59,57,NA,NA,FALSE,FALSE,NA
247208,Calozodion wadei,Arthropoda,Malacostraca,75,57,1983,2011,FALSE,FALSE,NA
532039,Gracilechinus affinis,Echinodermata,Echinoidea,94,57,1880,2003,FALSE,FALSE,not available
445754,Littorina sitkana,Mollusca,Gastropoda,139,57,1892,2004,FALSE,FALSE,available
409160,Parasquilla coccinea,Arthropoda,Malacostraca,80,57,1950,2021,FALSE,FALSE,NA
129886,Leiocapitella glabra,Annelida,Polychaeta,135,57,1975,2000,FALSE,FALSE,available
214315,Stypopodium flabelliforme,Ochrophyta,Phaeophyceae,642,57,1951,2010,FALSE,FALSE,NA
158601,Bascanichthys scuticaris,Chordata,Teleostei,83,57,1947,1979,TRUE,TRUE,NA
550544,Bathyporeia parkeri,Arthropoda,Malacostraca,112,57,1963,2013,FALSE,FALSE,NA
221249,Globigerina falconensis,Foraminifera,Globothalamea,290,56,1959,1997,FALSE,FALSE,available
367440,Calcinus hazletti,Arthropoda,Malacostraca,217,56,1976,2017,FALSE,FALSE,NA
124053,Paragonaster subtilis,Echinodermata,Asteroidea,80,56,1883,2002,FALSE,FALSE,not available
131424,Syllis corallicola,Annelida,Polychaeta,72,56,1964,2011,FALSE,FALSE,available
125411,Primnoa resedaeformis,Cnidaria,Octocorallia,2147,56,1885,2019,FALSE,FALSE,available
285799,Crypthelia trophostega,Cnidaria,Hydrozoa,107,56,1893,2010,FALSE,FALSE,NA
209864,Malacoceros indicus,Annelida,Polychaeta,143,56,1974,2017,FALSE,FALSE,available
286605,Paragorgia regalis,Cnidaria,Octocorallia,340,56,1902,2017,FALSE,FALSE,available
520678,Calcigorgia beringi,Cnidaria,Octocorallia,281,56,1906,2019,FALSE,FALSE,NA
254648,Aetideus pacificus,Arthropoda,Copepoda,67,56,1974,2022,FALSE,FALSE,NA
754194,Idunella clymenellae,Arthropoda,Malacostraca,79,56,1962,2004,FALSE,FALSE,NA
330529,Pherusa neopapillata,Annelida,Polychaeta,58,56,1971,2003,FALSE,FALSE,NA
129851,Apistobranchus tullbergi,Annelida,Polychaeta,70,56,1976,2011,FALSE,FALSE,available
333048,Armandia brevis,Annelida,Polychaeta,160,55,1961,2022,FALSE,FALSE,NA
