aphia,species,phylum,class,rec_usa,cells_usa,min_year_usa,max_year_usa,in_v9,has_rng,mp_sdm
159828,Peprilus triacanthus,Chordata,Teleostei,25229,6534,1948,2020,FALSE,FALSE,available
233015,Karenia brevis,Myzozoa,Dinophyceae,33010,2027,1953,2022,FALSE,FALSE,available
840626,Tripos fusus,Myzozoa,Dinophyceae,3738,1851,1961,2021,FALSE,FALSE,available
171632,Aphrocallistes vastus,Porifera,Hexactinellida,3707,1849,1888,2019,FALSE,FALSE,NA
158356,Dichelopandalus leptocerus,Arthropoda,Malacostraca,5539,1740,1879,2020,FALSE,FALSE,available
149093,Thalassionema nitzschioides,Heterokontophyta,Bacillariophyceae,3402,1723,1961,2017,FALSE,FALSE,available
495363,Tripos muelleri,Myzozoa,Dinophyceae,3287,1687,1961,2017,FALSE,FALSE,available
158355,Crangon septemspinosa,Arthropoda,Malacostraca,4709,1437,1903,2020,FALSE,FALSE,NA
368558,Chionoecetes bairdi,Arthropoda,Malacostraca,12683,1434,1975,2004,FALSE,FALSE,NA
157083,Thalassiothrix longissima,Heterokontophyta,Bacillariophyceae,1713,1224,1934,2017,FALSE,FALSE,available
163348,Rhizosolenia semispina,Heterokontophyta,Bacillariophyceae,2109,1114,1934,2017,FALSE,FALSE,available
168642,Mycale (Mycale) loveni,Porifera,Demospongiae,6053,1105,1964,2019,FALSE,FALSE,NA
841260,Tripos macroceros,Myzozoa,Dinophyceae,1772,1036,1961,2017,FALSE,FALSE,available
841259,Tripos longipes,Myzozoa,Dinophyceae,1572,1010,1961,2017,FALSE,FALSE,available
104878,Temora longicornis,Arthropoda,Copepoda,3802,969,1880,2017,FALSE,FALSE,available
159303,Bairdiella chrysoura,Chordata,Teleostei,8608,925,1935,2019,TRUE,TRUE,available
159490,Aluterus schoepfii,Chordata,Teleostei,1348,849,1899,2021,FALSE,FALSE,NA
196813,Neodenticula seminae,Heterokontophyta,Bacillariophyceae,888,794,1984,2017,FALSE,FALSE,available
149152,Pseudo-nitzschia seriata,Heterokontophyta,Bacillariophyceae,2002,762,1934,2022,FALSE,FALSE,available
158435,Ovalipes stephensoni,Arthropoda,Malacostraca,3318,741,1916,2016,FALSE,FALSE,NA
104638,Pleuromamma borealis,Arthropoda,Copepoda,1401,689,1961,2017,FALSE,FALSE,available
104474,Candacia armata,Arthropoda,Copepoda,1176,664,1953,2017,FALSE,FALSE,available
107323,Hyas coarctatus,Arthropoda,Malacostraca,1505,644,1903,2020,FALSE,FALSE,available
246391,Penaeus duorarum,Arthropoda,Malacostraca,12463,642,1884,2021,FALSE,FALSE,NA
231873,Alexandrium catenella,Myzozoa,Dinophyceae,3297,636,1975,2021,FALSE,FALSE,available
128504,Anthoptilum grandiflorum,Cnidaria,Octocorallia,2213,612,1880,2021,FALSE,FALSE,available
837459,Tripos lineatus,Myzozoa,Dinophyceae,816,611,1962,2017,FALSE,FALSE,available
155243,Tharyx acutus,Annelida,Polychaeta,3612,607,1964,2015,FALSE,FALSE,NA
156832,Cyclocardia borealis,Mollusca,Bivalvia,2041,598,1870,2020,FALSE,FALSE,NA
196770,Calanus marshallae,Arthropoda,Copepoda,1343,594,1969,2022,FALSE,FALSE,NA
134285,Suberites ficus,Porifera,Demospongiae,762,585,1967,2020,FALSE,FALSE,available
196775,Eucalanus bungii,Arthropoda,Copepoda,1328,585,1938,2022,FALSE,FALSE,NA
196772,Neocalanus plumchrus,Arthropoda,Copepoda,1332,583,1957,2022,FALSE,FALSE,NA
1042856,Hypanus americanus,Chordata,Elasmobranchii,1414,575,1951,2023,TRUE,TRUE,available
158525,Squatina dumeril,Chordata,Elasmobranchii,1083,572,1950,2019,TRUE,TRUE,available
421894,Moreiradromia antillensis,Arthropoda,Malacostraca,1030,565,1938,2021,FALSE,FALSE,NA
149629,Rhizosolenia styliformis,Heterokontophyta,Bacillariophyceae,664,557,1934,2017,FALSE,FALSE,available
395176,Penaeus aztecus,Arthropoda,Malacostraca,19960,554,1938,2016,FALSE,FALSE,available
104470,Neocalanus cristatus,Arthropoda,Copepoda,1097,550,1888,2022,FALSE,FALSE,available
474112,Luidia lawrencei,Echinodermata,Asteroidea,707,539,1964,2021,FALSE,FALSE,NA
104465,Calanus glacialis,Arthropoda,Copepoda,1729,538,1957,2020,FALSE,FALSE,available
149168,Proboscia alata,Heterokontophyta,Bacillariophyceae,936,537,1962,2017,FALSE,FALSE,available
149074,Skeletonema costatum,Heterokontophyta,Bacillariophyceae,2403,531,1961,2021,FALSE,FALSE,available
840627,Tripos furca,Myzozoa,Dinophyceae,683,526,1962,2021,FALSE,FALSE,available
104811,Scolecithricella minor,Arthropoda,Copepoda,962,480,1954,2022,FALSE,FALSE,available
158400,Pagurus acadianus,Arthropoda,Malacostraca,1192,477,1873,2020,FALSE,FALSE,NA
158112,Leptocheirus pinguis,Arthropoda,Malacostraca,1776,472,1904,2008,FALSE,FALSE,NA
330826,Podarkeopsis levifuscina,Annelida,Polychaeta,670,469,1960,2015,FALSE,FALSE,NA
525497,Aricidea (Acmira) cerrutii,Annelida,Polychaeta,1800,469,1962,2015,FALSE,FALSE,available
149004,Cylindrotheca closterium,Heterokontophyta,Bacillariophyceae,1609,465,1971,2023,FALSE,FALSE,available
149023,Ditylum brightwellii,Heterokontophyta,Bacillariophyceae,1144,463,1934,2022,FALSE,FALSE,available
762818,Penaeus setiferus,Arthropoda,Malacostraca,15574,457,1898,2022,FALSE,FALSE,NA
442167,Hyas lyratus,Arthropoda,Malacostraca,961,448,1975,2005,FALSE,FALSE,NA
559006,Fabricinuda trilobata,Annelida,Polychaeta,1140,446,1963,2015,FALSE,FALSE,NA
103375,Fritillaria borealis,Chordata,Appendicularia,644,443,1970,2022,FALSE,FALSE,available
292043,Callogorgia compressa,Cnidaria,Octocorallia,760,437,1968,2021,FALSE,FALSE,NA
157816,Diastylis quadrispinosa,Arthropoda,Malacostraca,1774,433,1871,2008,FALSE,FALSE,NA
841746,Tripos pentagonus,Myzozoa,Dinophyceae,480,430,1967,2017,FALSE,FALSE,available
219881,Melichthys niger,Chordata,Teleostei,6473,423,1951,2021,FALSE,FALSE,NA
158351,Atlantopandalus propinqvus,Arthropoda,Malacostraca,648,420,1884,2019,FALSE,FALSE,available
102989,Phoxocephalus holbolli,Arthropoda,Malacostraca,1614,418,1905,2008,FALSE,FALSE,available
837453,Tripos horridus,Myzozoa,Dinophyceae,474,418,1961,2017,FALSE,FALSE,available
734532,Aricidea (Strelzovia) suecica,Annelida,Polychaeta,1020,417,1971,2015,FALSE,FALSE,available
1346052,Leodamas rubrus,Annelida,Polychaeta,953,407,1960,2015,FALSE,FALSE,available
841261,Tripos massiliensis,Myzozoa,Dinophyceae,529,403,1967,2016,FALSE,FALSE,available
107676,Pasiphaea multidentata,Arthropoda,Malacostraca,648,394,1955,2019,FALSE,FALSE,available
442165,Chionoecetes tanneri,Arthropoda,Malacostraca,2144,393,1894,2004,FALSE,FALSE,NA
102401,Ericthonius brasiliensis,Arthropoda,Malacostraca,724,391,1903,2019,FALSE,FALSE,available
157885,Edotia triloba,Arthropoda,Malacostraca,678,386,1873,2018,FALSE,FALSE,NA
126715,Argentina silus,Chordata,Teleostei,695,380,1948,2018,FALSE,FALSE,available
882558,Aricidea (Acmira) taylori,Annelida,Polychaeta,975,377,1963,2015,FALSE,FALSE,NA
155202,Euchone incolor,Annelida,Polychaeta,1771,374,1960,2015,FALSE,FALSE,available
1393616,Balticina willemoesi,Cnidaria,Octocorallia,848,372,1888,2022,FALSE,FALSE,NA
757970,Parexogone hebes,Annelida,Polychaeta,1902,365,1973,2008,FALSE,FALSE,available
107205,Lithodes maja,Arthropoda,Malacostraca,513,360,1953,2019,FALSE,FALSE,available
286539,Primnoa pacifica,Cnidaria,Octocorallia,2225,356,1933,2019,FALSE,FALSE,NA
884697,Kirkegaardia annulosa,Annelida,Polychaeta,2477,349,1968,2003,FALSE,FALSE,available
724715,Heteropolypus ritteri,Cnidaria,Octocorallia,33458,342,1949,2022,FALSE,FALSE,NA
712772,Chlorurus spilurus,Chordata,Teleostei,13301,339,2000,2019,TRUE,TRUE,NA
104517,Pseudocalanus minutus,Arthropoda,Copepoda,1063,339,1912,2022,FALSE,FALSE,available
549011,Rhepoxynius hudsoni,Arthropoda,Malacostraca,1242,336,1968,2014,FALSE,FALSE,NA
130769,Harmothoe imbricata,Annelida,Polychaeta,1291,331,1903,2022,FALSE,FALSE,available
158146,Rhepoxynius epistomus,Arthropoda,Malacostraca,874,331,1953,2014,FALSE,FALSE,NA
157817,Diastylis sculpta,Arthropoda,Malacostraca,1190,329,1873,2006,FALSE,FALSE,NA
157575,Spiochaetopterus oculatus,Annelida,Polychaeta,536,326,1904,2015,FALSE,FALSE,NA
130036,Parougia caeca,Annelida,Polychaeta,1918,325,1969,2012,FALSE,FALSE,available
130255,Ninoe nigripes,Annelida,Polychaeta,2600,324,1903,2008,FALSE,FALSE,NA
158023,Ampelisca verrilli,Arthropoda,Malacostraca,1123,316,1963,2006,FALSE,FALSE,NA
766264,Homaxinella amphispicula,Porifera,Demospongiae,457,316,1997,2021,FALSE,FALSE,NA
157572,Spio pettiboneae,Annelida,Polychaeta,854,312,1963,2015,FALSE,FALSE,NA
368346,Petrochirus diogenes,Arthropoda,Malacostraca,466,310,1885,2021,FALSE,FALSE,available
157320,Clymenella zonalis,Annelida,Polychaeta,1250,310,1903,2003,FALSE,FALSE,available
104566,Paraeuchaeta norvegica,Arthropoda,Copepoda,774,310,1906,2017,FALSE,FALSE,available
156746,Astarte subaequilatera,Mollusca,Bivalvia,506,307,1950,2008,FALSE,FALSE,available
131108,Apoprionospio pygmaea,Annelida,Polychaeta,539,304,1963,2015,FALSE,FALSE,available
101946,Byblis serrata,Arthropoda,Malacostraca,795,303,1903,2008,FALSE,FALSE,available
156917,Nuculana acuta,Mollusca,Bivalvia,779,300,1880,2019,FALSE,FALSE,available
712758,Bodianus albotaeniatus,Chordata,Teleostei,7240,297,2000,2019,TRUE,TRUE,NA
157503,Nereis grayi,Annelida,Polychaeta,1071,297,1952,2011,FALSE,FALSE,NA
454040,Mithrax pleuracanthus,Arthropoda,Malacostraca,631,296,1965,2021,FALSE,FALSE,NA
149055,Paralia sulcata,Heterokontophyta,Bacillariophyceae,642,296,1934,2022,FALSE,FALSE,available
760592,Exogone rolani,Annelida,Polychaeta,717,294,1996,2011,FALSE,FALSE,NA
130762,Harmothoe extenuata,Annelida,Polychaeta,1268,287,1969,2017,FALSE,FALSE,available
130145,Goniadella gracilis,Annelida,Polychaeta,1198,286,1954,2006,FALSE,FALSE,available
849119,Ameritella versicolor,Mollusca,Bivalvia,1187,285,1925,2019,FALSE,FALSE,NA
1362560,Astropecten mcedwardi,Echinodermata,Asteroidea,446,284,1964,2021,FALSE,FALSE,NA
196774,Centropages abdominalis,Arthropoda,Copepoda,783,282,1934,2017,FALSE,FALSE,NA
178751,Echinaster (Othilia) paucispinus,Echinodermata,Asteroidea,448,279,1965,2021,FALSE,FALSE,NA
149116,Rhizosolenia imbricata,Heterokontophyta,Bacillariophyceae,539,279,1961,2017,FALSE,FALSE,available
131077,Sthenelais limicola,Annelida,Polychaeta,1253,278,1958,2006,FALSE,FALSE,available
156958,Periploma papyratium,Mollusca,Bivalvia,1011,277,1905,2008,FALSE,FALSE,NA
165789,Halichondria (Eumastia) sitiens,Porifera,Demospongiae,365,275,1951,2016,FALSE,FALSE,available
157807,Neomysis americana,Arthropoda,Malacostraca,733,270,1873,2003,FALSE,FALSE,available
420912,Ervilia nitens,Mollusca,Bivalvia,662,270,1925,2019,FALSE,FALSE,available
408938,Neogonodactylus bredini,Arthropoda,Malacostraca,597,269,1884,2020,FALSE,FALSE,NA
878517,Ameritella sybaritica,Mollusca,Bivalvia,450,266,1925,2016,FALSE,FALSE,NA
179596,Corethron hystrix,Heterokontophyta,Bacillariophyceae,321,266,1984,2017,FALSE,FALSE,available
710702,Oxydromus obscurus,Annelida,Polychaeta,551,264,1871,2013,FALSE,FALSE,NA
159352,Epinephelus guttatus,Chordata,Teleostei,2929,263,1979,2021,TRUE,TRUE,NA
1605253,Plectroglyphidodon marginatus,Chordata,Teleostei,8734,259,1889,2019,FALSE,FALSE,NA
157526,Pherusa affinis,Annelida,Polychaeta,1737,256,1903,2006,FALSE,FALSE,NA
129775,Ampharete acutifrons,Annelida,Polychaeta,867,256,1955,2010,FALSE,FALSE,available
158282,Ceriantheopsis americana,Cnidaria,Hexacorallia,1849,256,1950,2010,FALSE,FALSE,NA
102409,Ericthonius rubricornis,Arthropoda,Malacostraca,953,256,1903,2007,FALSE,FALSE,available
148931,Thalassiosira nordenskioeldii,Heterokontophyta,Bacillariophyceae,892,255,1934,2022,FALSE,FALSE,available
158102,Hippomedon serratus,Arthropoda,Malacostraca,789,254,1953,2010,FALSE,FALSE,NA
409251,Gibbesia neglecta,Arthropoda,Malacostraca,1295,253,1884,2021,FALSE,FALSE,NA
158137,Protohaustorius wigleyi,Arthropoda,Malacostraca,871,253,1879,2012,FALSE,FALSE,NA
422530,Havelockia scabra,Echinodermata,Holothuroidea,612,253,1873,1997,FALSE,FALSE,NA
333456,Exogone verugera,Annelida,Polychaeta,1386,245,1963,2013,FALSE,FALSE,available
397040,Chione cancellata,Mollusca,Bivalvia,493,243,1921,2023,FALSE,FALSE,NA
880531,Latrunculia (Uniannulata) oparinae,Porifera,Demospongiae,321,243,2013,2016,FALSE,FALSE,NA
736899,Histodermella kagigunensis,Porifera,Demospongiae,301,243,2003,2016,FALSE,FALSE,NA
157555,Sabellaria vulgaris,Annelida,Polychaeta,619,243,1903,2018,FALSE,FALSE,available
158800,Etropus cyclosquamus,Chordata,Teleostei,814,241,1884,2010,FALSE,FALSE,NA
762338,Ampharete oculata,Annelida,Polychaeta,1394,240,1955,2006,FALSE,FALSE,NA
442134,Stenocionops coelatus,Arthropoda,Malacostraca,392,239,1963,2021,FALSE,FALSE,NA
149102,Thalassiosira gravida,Heterokontophyta,Bacillariophyceae,1075,234,1934,2014,FALSE,FALSE,available
135418,Dimophyes arctica,Cnidaria,Hydrozoa,341,234,1906,2022,FALSE,FALSE,available
104632,Metridia longa,Arthropoda,Copepoda,1318,234,1906,2021,FALSE,FALSE,available
557433,Rudilemboides naglei,Arthropoda,Malacostraca,475,232,1967,2015,FALSE,FALSE,NA
128956,Triconia borealis,Arthropoda,Copepoda,1205,229,1975,2017,FALSE,FALSE,available
276030,Fundulus grandis,Chordata,Teleostei,1748,228,1905,2017,FALSE,FALSE,NA
421180,Rutiderma darbyi,Arthropoda,Ostracoda,570,224,1965,2007,FALSE,FALSE,NA
442161,Chionoecetes angulatus,Arthropoda,Malacostraca,504,224,1895,2004,FALSE,FALSE,NA
842517,Tripos trichoceros,Myzozoa,Dinophyceae,271,223,1974,2016,FALSE,FALSE,available
101908,Ampelisca macrocephala,Arthropoda,Malacostraca,396,222,1903,2008,FALSE,FALSE,available
248348,Labidochirus splendescens,Arthropoda,Malacostraca,297,222,1880,2017,FALSE,FALSE,NA
130537,Scoloplos armiger,Annelida,Polychaeta,499,219,1873,2008,FALSE,FALSE,available
306769,Stomias ferox,Chordata,Teleostei,331,219,1879,1999,FALSE,FALSE,available
103417,Oikopleura (Vexillaria) vanhoeffeni,Chordata,Appendicularia,378,219,1970,2017,FALSE,FALSE,available
107563,Pontophilus norvegicus,Arthropoda,Malacostraca,338,218,1886,2020,FALSE,FALSE,available
334198,Nereis splendida,Annelida,Polychaeta,329,218,1960,2016,FALSE,FALSE,available
149131,Eucampia zodiacus,Heterokontophyta,Bacillariophyceae,448,217,1934,2017,FALSE,FALSE,available
336699,Leodice unifrons,Annelida,Polychaeta,378,217,1884,2011,FALSE,FALSE,NA
157533,Polycirrus eximius,Annelida,Polychaeta,682,216,1855,2013,FALSE,FALSE,NA
369158,Leptasterias arctica,Echinodermata,Asteroidea,277,213,1880,2017,FALSE,FALSE,available
1596965,Harpinia propinqva,Arthropoda,Malacostraca,919,213,1955,2008,FALSE,FALSE,available
837460,Tripos extensus,Myzozoa,Dinophyceae,240,212,1974,2016,FALSE,FALSE,available
157883,Edotia acuta,Arthropoda,Malacostraca,1287,209,1905,1989,FALSE,FALSE,NA
880865,Chondrochelia dubia,Arthropoda,Malacostraca,354,208,1871,2015,FALSE,FALSE,available
149153,Pseudo-nitzschia delicatissima,Heterokontophyta,Bacillariophyceae,1116,208,1961,2022,FALSE,FALSE,available
123639,Plutonaster agassizi,Echinodermata,Asteroidea,270,207,1880,2018,FALSE,FALSE,not available
158155,Unciola inermis,Arthropoda,Malacostraca,826,207,1955,2008,FALSE,FALSE,NA
129837,Paramphinome jeffreysii,Annelida,Polychaeta,845,207,1873,2021,FALSE,FALSE,available
280214,Clepticus parrae,Chordata,Teleostei,12181,206,1964,2021,FALSE,FALSE,NA
149106,Leptocylindrus danicus,Heterokontophyta,Bacillariophyceae,770,205,1934,2016,FALSE,FALSE,available
148992,Coscinodiscus concinnus,Heterokontophyta,Bacillariophyceae,284,203,1962,2017,FALSE,FALSE,available
275348,Poecilia latipinna,Chordata,Teleostei,628,202,1930,2023,FALSE,FALSE,available
195972,Paraehlersia ferrugina,Annelida,Polychaeta,439,202,1963,2007,FALSE,FALSE,available
104467,Calanus hyperboreus,Arthropoda,Copepoda,1304,202,1957,2017,FALSE,FALSE,available
168470,Isodictya rigida,Porifera,Demospongiae,243,201,1997,2016,FALSE,FALSE,NA
129943,Caulleriella alata,Annelida,Polychaeta,406,201,1971,2015,FALSE,FALSE,available
1590706,Sundstroemia setigera,Heterokontophyta,Bacillariophyceae,839,201,1934,2022,FALSE,FALSE,available
110533,Eudorella pusilla,Arthropoda,Malacostraca,1002,200,1873,2006,FALSE,FALSE,not available
877063,Phrontis alba,Mollusca,Gastropoda,392,197,1899,2015,FALSE,FALSE,NA
240633,Glycinde armigera,Annelida,Polychaeta,329,196,1890,2019,FALSE,FALSE,NA
273743,Chromis multilineata,Chordata,Teleostei,13128,196,1962,2021,FALSE,FALSE,available
138940,Bulla striata,Mollusca,Gastropoda,425,196,1878,2015,FALSE,FALSE,available
882559,Aricidea (Acmira) philbinae,Annelida,Polychaeta,431,195,1963,2015,FALSE,FALSE,available
149110,Corethron criophilum,Heterokontophyta,Bacillariophyceae,426,195,1934,2000,FALSE,FALSE,available
1392940,Balticina californica,Cnidaria,Octocorallia,5028,194,1888,2019,FALSE,FALSE,NA
158402,Pagurus arcuatus,Arthropoda,Malacostraca,458,194,1873,2009,FALSE,FALSE,NA
149219,Chaetoceros debilis,Heterokontophyta,Bacillariophyceae,431,193,1934,2012,FALSE,FALSE,available
328937,Lumbrineris cruzensis,Annelida,Polychaeta,517,192,1963,2004,FALSE,FALSE,NA
210378,Penaeus monodon,Arthropoda,Malacostraca,367,192,1988,2018,FALSE,FALSE,available
134391,Farrea occa,Porifera,Hexactinellida,13389,191,1879,2022,FALSE,FALSE,available
196771,Calanus pacificus,Arthropoda,Copepoda,342,191,1974,2020,FALSE,FALSE,NA
159231,Mycteroperca bonaci,Chordata,Teleostei,5656,191,1935,2019,TRUE,TRUE,available
149050,Odontella aurita,Heterokontophyta,Bacillariophyceae,225,191,1965,2017,FALSE,FALSE,available
157181,Aphrodita hastata,Annelida,Polychaeta,395,190,1955,2020,FALSE,FALSE,NA
158144,Pseudunciola obliquua,Arthropoda,Malacostraca,659,188,1962,2006,FALSE,FALSE,NA
254746,Leitoscoloplos pugettensis,Annelida,Polychaeta,328,188,1953,2003,FALSE,FALSE,available
102932,Westwoodilla caecula,Arthropoda,Malacostraca,241,187,1975,2008,FALSE,FALSE,available
409357,Squilla rugosa,Arthropoda,Malacostraca,245,186,1885,2021,FALSE,FALSE,NA
158338,Pleoticus robustus,Arthropoda,Malacostraca,279,186,1951,2023,FALSE,FALSE,NA
421046,Neanthes micromma,Annelida,Polychaeta,320,185,1976,2015,FALSE,FALSE,NA
152269,Tharyx killariensis,Annelida,Polychaeta,662,184,1971,2002,FALSE,FALSE,available
214982,Ficus ficus,Mollusca,Gastropoda,296,183,1902,2018,FALSE,FALSE,NA
157532,Podarkeopsis brevipalpa,Annelida,Polychaeta,393,183,1964,2004,FALSE,FALSE,available
837448,Tripos carriensis,Myzozoa,Dinophyceae,224,182,1967,2017,FALSE,FALSE,available
254490,Pagurus trigonocheirus,Arthropoda,Malacostraca,262,182,1890,2017,FALSE,FALSE,NA
326885,Decamastus gracilis,Annelida,Polychaeta,234,180,1975,2006,FALSE,FALSE,NA
158349,Alpheus normanni,Arthropoda,Malacostraca,2008,178,1900,2015,FALSE,FALSE,NA
110303,Prorocentrum micans,Myzozoa,Dinophyceae,316,177,1978,2023,FALSE,FALSE,available
743840,Xenophora conchyliophora,Mollusca,Gastropoda,426,176,1935,2020,FALSE,FALSE,NA
331132,Prionospio jubata,Annelida,Polychaeta,265,176,1986,2019,FALSE,FALSE,NA
422976,Ampelisca careyi,Arthropoda,Malacostraca,204,175,1987,2006,FALSE,FALSE,NA
211489,Caulerpa microphysa,Chlorophyta,Ulvophyceae,2102,175,2002,2008,FALSE,FALSE,NA
346433,Stylaster campylecus,Cnidaria,Hydrozoa,312,175,1888,2016,FALSE,FALSE,NA
157836,Pseudoleptocuma minus,Arthropoda,Malacostraca,537,173,1878,2006,FALSE,FALSE,NA
550625,Lithodes couesi,Arthropoda,Malacostraca,363,173,1890,2004,FALSE,FALSE,NA
130616,Eteone longa,Annelida,Polychaeta,504,171,1873,2021,FALSE,FALSE,available
157565,Scoloplos robustus,Annelida,Polychaeta,235,170,1883,2004,FALSE,FALSE,NA
254489,Pagurus capillatus,Arthropoda,Malacostraca,246,169,1884,2017,FALSE,FALSE,NA
286122,Chrysogorgia geniculata,Cnidaria,Octocorallia,2115,169,1987,2022,FALSE,FALSE,NA
148919,Thalassiosira decipiens,Heterokontophyta,Bacillariophyceae,627,169,1934,1984,FALSE,FALSE,available
547000,Ameroculodes edwardsi,Arthropoda,Malacostraca,530,169,1953,2006,FALSE,FALSE,NA
286154,Iridogorgia magnispiralis,Cnidaria,Octocorallia,1915,168,1988,2022,FALSE,FALSE,available
870272,Litocorsa ewingi,Annelida,Polychaeta,343,168,1966,2015,FALSE,FALSE,NA
157839,Tanaissus psammophilus,Arthropoda,Malacostraca,471,168,1975,2013,FALSE,FALSE,NA
107240,Pagurus pubescens,Arthropoda,Malacostraca,334,167,1885,2014,FALSE,FALSE,available
125355,Metallogorgia melanotrichos,Cnidaria,Octocorallia,2084,167,1902,2022,FALSE,FALSE,available
104642,Pleuromamma robusta,Arthropoda,Copepoda,204,167,1960,2016,FALSE,FALSE,NA
286365,Muriceides nigra,Cnidaria,Octocorallia,257,167,1906,2021,FALSE,FALSE,NA
423552,Neocrangon communis,Arthropoda,Malacostraca,206,166,1893,2022,FALSE,FALSE,NA
107531,Spirontocaris liljeborgii,Arthropoda,Malacostraca,266,165,1953,2019,FALSE,FALSE,available
124943,Stegophiura nodosa,Echinodermata,Ophiuroidea,249,164,1880,2017,FALSE,FALSE,available
149318,Nitzschia delicatissima,Heterokontophyta,Bacillariophyceae,497,163,1974,1999,FALSE,FALSE,available
511730,Cotonopsis lafresnayi,Mollusca,Gastropoda,262,163,1887,2010,FALSE,FALSE,NA
102385,Photis pollex,Arthropoda,Malacostraca,543,162,1873,2006,FALSE,FALSE,available
962003,Chaetoceros septentrionalis,Heterokontophyta,Bacillariophyceae,570,162,1974,2007,FALSE,FALSE,NA
328132,Glycera nana,Annelida,Polychaeta,200,160,2000,2019,FALSE,FALSE,NA
196784,Metridia pacifica,Arthropoda,Copepoda,500,160,1978,2022,FALSE,FALSE,NA
276514,Gobiosoma robustum,Chordata,Teleostei,4622,160,1887,2023,FALSE,FALSE,NA
234483,Saccharina latissima,Ochrophyta,Phaeophyceae,11635,160,1903,2018,FALSE,FALSE,available
103937,Styela rustica,Chordata,Ascidiacea,210,158,1884,2017,FALSE,FALSE,available
214397,Dictyosphaeria versluysii,Chlorophyta,Ulvophyceae,716,158,1923,2010,FALSE,FALSE,NA
157670,Eurytemora herdmani,Arthropoda,Copepoda,213,158,1934,2017,FALSE,FALSE,NA
242652,Amphiodia craterodmeta,Echinodermata,Ophiuroidea,240,158,1884,2017,FALSE,FALSE,NA
129984,Cossura longocirrata,Annelida,Polychaeta,945,158,1962,2001,FALSE,FALSE,available
289324,Acanthoptilum gracile,Cnidaria,Octocorallia,398,157,1889,2019,FALSE,FALSE,NA
275419,Fenestraja sinusmexicanus,Chordata,Elasmobranchii,261,157,1950,2007,TRUE,TRUE,NA
333592,Hemipodia simplex,Annelida,Polychaeta,595,156,1964,2022,FALSE,FALSE,NA
158503,Ophiothrix angulata,Echinodermata,Ophiuroidea,374,155,1879,2013,FALSE,FALSE,NA
254749,Magelona longicornis,Annelida,Polychaeta,1045,155,1960,2006,FALSE,FALSE,NA
149129,Chaetoceros compressus,Heterokontophyta,Bacillariophyceae,544,155,1934,1994,FALSE,FALSE,available
421198,Eusarsiella radiicosta,Arthropoda,Ostracoda,392,154,1965,2007,FALSE,FALSE,NA
254497,Asterias amurensis,Echinodermata,Asteroidea,218,153,1884,2017,FALSE,FALSE,available
376054,Microdictyon setchellianum,Chlorophyta,Ulvophyceae,9378,150,1936,2010,FALSE,FALSE,NA
149114,Rhizosolenia delicatula,Heterokontophyta,Bacillariophyceae,669,150,1934,2022,FALSE,FALSE,available
158072,Microphiopholis atra,Echinodermata,Ophiuroidea,398,149,1883,2015,FALSE,FALSE,NA
332521,Terebellides parvus,Annelida,Polychaeta,290,149,1996,2006,FALSE,FALSE,NA
119031,Chiridotea tuftsii,Arthropoda,Malacostraca,402,148,1878,2006,FALSE,FALSE,NA
127303,Vinciguerria nimbaria,Chordata,Teleostei,237,148,1952,2006,FALSE,FALSE,available
127896,Eusarsiella zostericola,Arthropoda,Ostracoda,312,148,1964,2010,FALSE,FALSE,available
1567760,Callistephanus pacificus,Cnidaria,Octocorallia,18972,147,1890,2022,FALSE,FALSE,NA
148969,Biddulphia sinensis,Heterokontophyta,Bacillariophyceae,359,147,1977,2015,FALSE,FALSE,available
409346,Squilla deceptrix,Arthropoda,Malacostraca,248,146,1961,2021,FALSE,FALSE,NA
102223,Pontogeneia inermis,Arthropoda,Malacostraca,429,145,1903,2000,FALSE,FALSE,NA
423508,Megamoera dentata,Arthropoda,Malacostraca,342,145,1953,2017,FALSE,FALSE,available
397383,Crassicorophium crassicorne,Arthropoda,Malacostraca,424,144,1969,2011,FALSE,FALSE,available
149126,Chaetoceros decipiens,Heterokontophyta,Bacillariophyceae,636,144,1934,2011,FALSE,FALSE,available
161344,Americamysis bigelowi,Arthropoda,Malacostraca,405,143,1885,2007,FALSE,FALSE,NA
152905,Mendicula ferruginosa,Mollusca,Bivalvia,339,142,1962,2019,FALSE,FALSE,available
169022,Monanchora pulchra,Porifera,Demospongiae,160,142,1890,2016,FALSE,FALSE,NA
123908,Psilaster andromeda,Echinodermata,Asteroidea,192,142,1879,2020,FALSE,FALSE,available
1507962,Scoletoma acicularum,Annelida,Polychaeta,845,141,1978,2008,FALSE,FALSE,available
124404,Brisaster fragilis,Echinodermata,Echinoidea,299,140,1873,1984,FALSE,FALSE,available
530927,Parasabella microphthalma,Annelida,Polychaeta,206,140,1871,2023,FALSE,FALSE,NA
130905,Euchone elegans,Annelida,Polychaeta,545,139,1905,2010,FALSE,FALSE,available
280790,Floridichthys carpio,Chordata,Teleostei,2344,139,1935,2023,FALSE,FALSE,NA
132468,Axinella blanca,Porifera,Demospongiae,154,138,2004,2016,FALSE,FALSE,NA
156264,Neptunea ventricosa,Mollusca,Gastropoda,154,138,1954,2023,FALSE,FALSE,available
1607102,Nereis riisei,Annelida,Polychaeta,509,137,1884,2018,FALSE,FALSE,NA
