dataset_id,variable,fill_value,color_bar_maximum,color_bar_minimum,ioos_category,long_name,units,color_bar_scale,standard_name,color_bar_palette
po4_ssp119_2020_2100_depthmean,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp119_2020_2100_depthmean,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp119_2020_2100_depthmean,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp119_2020_2100_depthmean,po4_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phosphate,MMol' 'M-3,NA,NA,NA
po4_ssp126_2020_2100_depthmean,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp126_2020_2100_depthmean,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp126_2020_2100_depthmean,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp126_2020_2100_depthmean,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp126_2020_2100_depthmean,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp126_2020_2100_depthmean,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp126_2020_2100_depthmean,po4_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phosphate,MMol' 'M-3,NA,NA,NA
po4_ssp245_2020_2100_depthmean,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp245_2020_2100_depthmean,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp245_2020_2100_depthmean,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp245_2020_2100_depthmean,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp245_2020_2100_depthmean,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp245_2020_2100_depthmean,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp245_2020_2100_depthmean,po4_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phosphate,MMol' 'M-3,NA,NA,NA
po4_ssp370_2020_2100_depthmean,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp370_2020_2100_depthmean,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp370_2020_2100_depthmean,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp370_2020_2100_depthmean,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp370_2020_2100_depthmean,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp370_2020_2100_depthmean,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp370_2020_2100_depthmean,po4_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phosphate,MMol' 'M-3,NA,NA,NA
po4_ssp460_2020_2100_depthmean,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp460_2020_2100_depthmean,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp460_2020_2100_depthmean,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp460_2020_2100_depthmean,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp460_2020_2100_depthmean,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp460_2020_2100_depthmean,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp460_2020_2100_depthmean,po4_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phosphate,MMol' 'M-3,NA,NA,NA
po4_ssp585_2020_2100_depthmean,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp585_2020_2100_depthmean,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp585_2020_2100_depthmean,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp585_2020_2100_depthmean,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp585_2020_2100_depthmean,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp585_2020_2100_depthmean,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp585_2020_2100_depthmean,po4_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phosphate,MMol' 'M-3,NA,NA,NA
po4_baseline_2000_2018_depthmin,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_baseline_2000_2018_depthmin,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_baseline_2000_2018_depthmin,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_baseline_2000_2018_depthmin,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_baseline_2000_2018_depthmin,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_baseline_2000_2018_depthmin,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp119_2020_2100_depthmin,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp119_2020_2100_depthmin,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp119_2020_2100_depthmin,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp119_2020_2100_depthmin,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp119_2020_2100_depthmin,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp119_2020_2100_depthmin,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp119_2020_2100_depthmin,po4_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phosphate,MMol' 'M-3,NA,NA,NA
po4_ssp126_2020_2100_depthmin,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp126_2020_2100_depthmin,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp126_2020_2100_depthmin,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp126_2020_2100_depthmin,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp126_2020_2100_depthmin,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp126_2020_2100_depthmin,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp126_2020_2100_depthmin,po4_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phosphate,MMol' 'M-3,NA,NA,NA
po4_ssp245_2020_2100_depthmin,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp245_2020_2100_depthmin,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp245_2020_2100_depthmin,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp245_2020_2100_depthmin,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp245_2020_2100_depthmin,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp245_2020_2100_depthmin,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp245_2020_2100_depthmin,po4_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phosphate,MMol' 'M-3,NA,NA,NA
po4_ssp370_2020_2100_depthmin,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp370_2020_2100_depthmin,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp370_2020_2100_depthmin,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp370_2020_2100_depthmin,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp370_2020_2100_depthmin,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp370_2020_2100_depthmin,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp370_2020_2100_depthmin,po4_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phosphate,MMol' 'M-3,NA,NA,NA
po4_ssp460_2020_2100_depthmin,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp460_2020_2100_depthmin,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp460_2020_2100_depthmin,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp460_2020_2100_depthmin,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp460_2020_2100_depthmin,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp460_2020_2100_depthmin,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp460_2020_2100_depthmin,po4_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phosphate,MMol' 'M-3,NA,NA,NA
po4_ssp585_2020_2100_depthmin,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp585_2020_2100_depthmin,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp585_2020_2100_depthmin,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp585_2020_2100_depthmin,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp585_2020_2100_depthmin,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp585_2020_2100_depthmin,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp585_2020_2100_depthmin,po4_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phosphate,MMol' 'M-3,NA,NA,NA
po4_baseline_2000_2018_depthsurf,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_baseline_2000_2018_depthsurf,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_baseline_2000_2018_depthsurf,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_baseline_2000_2018_depthsurf,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_baseline_2000_2018_depthsurf,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_baseline_2000_2018_depthsurf,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp119_2020_2100_depthsurf,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp119_2020_2100_depthsurf,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp119_2020_2100_depthsurf,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp119_2020_2100_depthsurf,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp119_2020_2100_depthsurf,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp119_2020_2100_depthsurf,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp119_2020_2100_depthsurf,po4_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phosphate,MMol' 'M-3,NA,NA,NA
po4_ssp126_2020_2100_depthsurf,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp126_2020_2100_depthsurf,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp126_2020_2100_depthsurf,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp126_2020_2100_depthsurf,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp126_2020_2100_depthsurf,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp126_2020_2100_depthsurf,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp126_2020_2100_depthsurf,po4_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phosphate,MMol' 'M-3,NA,NA,NA
po4_ssp245_2020_2100_depthsurf,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp245_2020_2100_depthsurf,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp245_2020_2100_depthsurf,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp245_2020_2100_depthsurf,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp245_2020_2100_depthsurf,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp245_2020_2100_depthsurf,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp245_2020_2100_depthsurf,po4_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phosphate,MMol' 'M-3,NA,NA,NA
po4_ssp370_2020_2100_depthsurf,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp370_2020_2100_depthsurf,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp370_2020_2100_depthsurf,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp370_2020_2100_depthsurf,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp370_2020_2100_depthsurf,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp370_2020_2100_depthsurf,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp370_2020_2100_depthsurf,po4_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phosphate,MMol' 'M-3,NA,NA,NA
po4_ssp460_2020_2100_depthsurf,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp460_2020_2100_depthsurf,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp460_2020_2100_depthsurf,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp460_2020_2100_depthsurf,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp460_2020_2100_depthsurf,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp460_2020_2100_depthsurf,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp460_2020_2100_depthsurf,po4_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phosphate,MMol' 'M-3,NA,NA,NA
po4_ssp585_2020_2100_depthsurf,po4_ltmax,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp585_2020_2100_depthsurf,po4_ltmin,-9999.9,4.0,0.0,Dissolved Nutrients,Long-term minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp585_2020_2100_depthsurf,po4_max,-9999.9,4.0,0.0,Dissolved Nutrients,Maximum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp585_2020_2100_depthsurf,po4_mean,-9999.9,4.0,0.0,Dissolved Nutrients,Average Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp585_2020_2100_depthsurf,po4_min,-9999.9,4.0,0.0,Dissolved Nutrients,Minimum Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp585_2020_2100_depthsurf,po4_range,-9999.9,4.0,0.0,Dissolved Nutrients,Range Phosphate,MMol' 'M-3,NA,mole_concentration_of_phosphate_in_sea_water,NA
po4_ssp585_2020_2100_depthsurf,po4_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phosphate,MMol' 'M-3,NA,NA,NA
phyc_ssp126_2020_2100_depthmax,phyc_ltmax,-9999.9,NA,NA,Phytoplankton Species,Long-term maximum Phytoplankton,MMol' 'M-3,NA,NA,NA
phyc_ssp126_2020_2100_depthmax,phyc_ltmin,-9999.9,NA,NA,Phytoplankton Species,Long-term minimum Phytoplankton,MMol' 'M-3,NA,NA,NA
phyc_ssp126_2020_2100_depthmax,phyc_max,-9999.9,NA,NA,Phytoplankton Species,Maximum Phytoplankton,MMol' 'M-3,NA,NA,NA
phyc_ssp126_2020_2100_depthmax,phyc_mean,-9999.9,NA,NA,Phytoplankton Species,Average Phytoplankton,MMol' 'M-3,NA,NA,NA
phyc_ssp126_2020_2100_depthmax,phyc_min,-9999.9,NA,NA,Phytoplankton Species,Minimum Phytoplankton,MMol' 'M-3,NA,NA,NA
phyc_ssp126_2020_2100_depthmax,phyc_range,-9999.9,NA,NA,Phytoplankton Species,Range Phytoplankton,MMol' 'M-3,NA,NA,NA
phyc_ssp126_2020_2100_depthmax,phyc_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phytoplankton,MMol' 'M-3,NA,NA,NA
phyc_ssp126_2020_2100_depthmean,phyc_ltmax,-9999.9,NA,NA,Phytoplankton Species,Long-term maximum Phytoplankton,MMol' 'M-3,NA,NA,NA
phyc_ssp126_2020_2100_depthmean,phyc_ltmin,-9999.9,NA,NA,Phytoplankton Species,Long-term minimum Phytoplankton,MMol' 'M-3,NA,NA,NA
phyc_ssp126_2020_2100_depthmean,phyc_max,-9999.9,NA,NA,Phytoplankton Species,Maximum Phytoplankton,MMol' 'M-3,NA,NA,NA
phyc_ssp126_2020_2100_depthmean,phyc_mean,-9999.9,NA,NA,Phytoplankton Species,Average Phytoplankton,MMol' 'M-3,NA,NA,NA
phyc_ssp126_2020_2100_depthmean,phyc_min,-9999.9,NA,NA,Phytoplankton Species,Minimum Phytoplankton,MMol' 'M-3,NA,NA,NA
phyc_ssp126_2020_2100_depthmean,phyc_range,-9999.9,NA,NA,Phytoplankton Species,Range Phytoplankton,MMol' 'M-3,NA,NA,NA
phyc_ssp126_2020_2100_depthmean,phyc_sd,-9999.9,50.0,0.0,Statistics,Standard deviation Phytoplankton,MMol' 'M-3,NA,NA,NA
